z,y,x
284.36447,26.787483,289.6292
286.5867,26.922369,289.8204
201.47795,22.544966,289.80008
266.8049,25.503445,289.98004
272.30356,25.943146,290.3678
286.7835,26.902962,290.5882
290.85706,27.126062,290.96442
287.18677,26.914248,290.96695
269.62097,25.678133,290.9342
216.0978,23.497152,291.1293
272.7265,25.928383,291.39786
269.93735,25.68519,291.25323
203.27293,22.595167,290.99957
267.21512,25.472979,291.61304
283.60825,26.63011,292.13358
275.607,26.154642,291.92184
274.68402,26.082119,291.81335
183.52702,21.785023,292.1532
268.55115,25.542938,292.1486
284.5124,26.666405,292.8189
197.03665,22.233706,292.44974
291.19116,27.048035,292.87247
293.75467,27.165413,293.20175
264.91214,25.203236,293.18784
202.49446,22.45933,293.09833
294.07523,27.159842,293.61874
289.77075,26.929207,293.61237
273.56516,25.86812,293.6927
172.7523,21.18389,293.53836
287.08615,26.770897,293.94583
288.8871,26.851425,294.15808
267.3399,25.348894,294.337
193.08829,22.00696,294.22083
293.1303,27.021227,295.31488
294.2043,27.060432,295.64615
268.19604,25.332188,295.59174
236.84828,23.063974,295.41772
273.83975,25.71496,296.48328
267.35394,25.206594,296.7141
293.4629,26.934599,297.31262
263.95474,24.83736,297.2634
169.63664,20.923826,296.93622
286.18765,26.496372,297.7578
272.8709,25.541185,297.9981
272.03928,25.481436,297.8698
192.30486,21.812696,297.58957
271.31882,25.40948,298.26166
200.19783,22.10215,297.95364
272.15842,25.463505,298.3875
294.65195,26.933636,298.59473
289.18094,26.626444,298.56293
285.09573,26.38555,298.68796
184.30891,21.50157,298.46185
183.69205,21.477856,298.4593
288.5681,26.562685,299.23312
171.35292,20.927996,298.77606
183.50105,21.422905,299.41885
289.51736,26.578716,299.93323
270.19183,25.2473,299.7907
283.44086,26.22023,300.15634
270.51367,25.250788,300.11023
290.04916,26.589622,300.24838
282.81094,26.170378,300.2705
266.53732,24.926537,300.39078
218.46002,22.974958,300.3694
270.20932,25.168451,301.05347
178.07379,21.10281,301.04822
288.84778,26.460684,301.71558
274.0485,25.404982,301.8947
268.75464,24.99197,301.77707
285.381,26.272915,302.13937
281.628,26.00859,302.0621
423.50174,33.682995,302.88046
270.53595,25.098743,302.30994
309.00555,27.429909,302.92838
270.54077,25.025845,303.13956
214.97574,22.740843,302.94296
268.27094,24.717178,303.64075
175.01778,20.834455,303.0904
175.66756,20.850386,303.3168
289.4838,26.357887,304.08243
305.28427,27.196875,304.40372
304.55634,27.149776,304.70093
287.14966,26.205347,304.6744
197.5103,21.60734,304.44525
292.57617,26.457066,305.30896
276.3523,25.413418,305.28824
272.91443,25.092695,305.28418
270.43668,24.81645,305.49246
290.02676,26.28829,305.70038
212.59117,22.534203,305.40985
272.7055,25.043974,305.7906
284.03265,25.917728,306.13223
197.60722,21.568607,305.61057
291.51093,26.34268,306.28754
289.4983,26.15281,307.20096
267.9617,24.48781,307.2052
273.5251,25.030315,307.29172
267.44604,24.43723,307.59976
201.03029,21.63765,307.08893
275.79074,25.163631,308.11612
289.8731,26.087374,308.48862
271.2946,24.737957,309.0852
285.4288,25.7148,309.62997
272.97516,24.860071,309.68405
272.11755,24.78713,309.68735
274.57642,24.970045,309.7916
303.2189,26.808743,310.16693
306.92938,26.996479,310.33118
273.17947,24.84376,310.40518
298.05103,26.468227,310.71997
288.53607,25.832129,310.74994
272.19836,24.753298,310.61667
310.6219,27.142773,310.94373
308.18533,26.989212,311.54486
288.3124,25.752514,311.65585
173.80637,20.344519,311.4935
293.53522,26.091427,312.39285
271.69934,24.619555,312.49396
289.9847,25.818644,312.59995
309.45975,26.954958,313.03497
211.76242,22.099152,313.20807
264.82,23.949993,313.35858
348.09875,28.192038,313.88904
290.05075,25.705366,314.6835
291.81958,25.810684,315.41718
196.20477,21.060041,314.62558
292.74762,25.871681,315.40515
288.69077,25.578217,315.38815
417.0288,32.69966,316.00204
307.37637,26.712912,315.72968
304.8762,26.575605,315.6497
285.30112,25.37288,315.6163
305.52728,26.564264,316.37213
266.12405,24.04256,316.29575
306.69342,26.570105,317.2362
292.2168,25.75203,317.43008
218.25989,22.174883,317.6847
301.99963,26.29424,318.1229
197.61752,20.981018,317.92145
449.542,33.982304,320.7129
265.4499,23.403868,320.54477
284.48163,25.164799,320.62808
280.73288,24.91382,320.65955
271.6537,24.103521,320.8836
261.1449,22.52352,321.1301
265.8988,23.346012,321.29916
207.4833,21.332197,322.61777
193.09174,20.493212,322.52582
285.55756,25.032492,325.01755
294.59995,25.585817,325.3815
286.308,25.075455,325.12167
286.09546,25.035814,325.63678
286.93866,25.081804,325.7453
285.22147,24.956984,326.05627
271.3617,23.786728,326.94052
287.3625,25.024529,327.19788
287.57944,24.982689,328.03992
284.77066,24.765652,328.81946
287.06726,24.879753,329.17188
286.20377,24.81641,329.45163
284.77414,24.719242,329.53436
286.21466,24.772606,330.07132
198.99138,20.306639,329.97754
280.3381,24.311201,330.97424
207.09923,20.849476,330.8147
290.18808,24.761896,332.2221
283.94205,24.451054,332.80292
194.82776,19.890078,333.1802
372.5215,29.518442,336.63925
291.83762,24.414825,339.36163
353.30185,28.290018,339.70444
287.1723,24.109488,340.50845
439.23752,32.190605,347.06696
413.79913,29.804897,370.9233
381.27737,26.931976,396.60764
294.1535,21.988802,411.47223
423.87137,27.905548,417.86713
122.94303,12.714133,427.15375
446.05933,28.02662,437.23465
224.12575,14.262589,495.0887
242.81635,13.941904,519.8076
223.14148,12.18518,532.6443
280.28198,14.901533,534.85803
199.30846,11.148058,534.7345
469.01633,49.951977,16.640795
469.02594,49.870995,18.271536
321.48108,42.560387,19.77354
419.53848,45.41314,59.14256
375.6453,43.222813,59.928673
374.8371,43.118427,61.343353
344.54834,41.049767,75.979805
83.25936,28.298363,75.627785
355.71356,41.358192,82.302055
333.86694,40.120342,84.0068
156.01581,31.122202,91.17456
407.67767,42.719788,105.29805
407.3784,42.694546,105.49187
81.97486,26.059965,118.6452
106.52322,26.918406,126.21865
84.63525,25.382898,135.72145
456.23282,41.255917,181.90553
253.362,33.086143,190.3151
65.710365,21.678772,191.38625
447.26715,40.032623,198.35268
451.3465,39.754463,206.92674
117.48552,22.815168,217.74353
475.54306,40.186363,222.05214
204.0394,23.925318,231.5976
197.31062,23.736834,262.91528
185.46034,23.23557,265.6044
200.95972,23.68852,266.90277
268.86633,26.45264,277.18414
199.8788,22.911423,279.48547
270.29205,26.330751,281.17056
198.95502,22.766867,281.60953
202.78075,22.91551,283.2483
237.09651,23.572449,285.55426
283.05225,26.877125,286.83868
245.56479,23.558779,287.16507
269.22864,25.83649,287.2789
269.53366,25.840515,287.78494
182.3632,21.854189,288.13077
266.80322,25.564083,288.3676
196.83502,22.362635,288.6073
180.851,21.741169,289.03317
293.3979,27.266697,290.39346
184.2943,21.88242,290.4434
175.34915,21.35198,290.08813
182.46616,21.774944,290.85452
181.71085,21.724976,291.25427
175.06046,21.356052,291.05057
290.53833,27.095642,291.25815
198.47298,22.34105,291.43414
265.60815,25.281277,293.0765
264.65753,25.106058,294.54056
284.82407,26.517153,295.9484
199.35214,22.197132,295.51508
266.60123,25.17858,296.30167
294.8512,27.018837,297.1208
262.60938,24.651201,296.93616
239.3423,22.921915,297.03796
177.27783,21.244898,297.82004
184.6173,21.513426,298.46317
261.39,24.290747,299.25226
261.38995,24.275854,299.45966
195.4454,21.757769,299.6979
177.83646,21.16374,299.7709
191.99782,21.654215,300.36703
177.53404,21.084833,300.93466
292.3211,26.626394,301.777
172.28725,20.839437,301.22223
265.8624,24.563189,303.4228
180.62462,21.103434,303.13315
287.55783,26.247791,304.36374
267.2423,24.51313,305.3855
217.12772,22.556488,305.15823
283.17093,25.837168,306.4295
289.19586,26.183167,306.50525
176.54956,20.728458,306.0221
446.15234,34.515358,308.06155
273.21198,24.97683,307.78546
446.56296,34.48163,309.17007
275.70044,25.122805,308.6078
177.53337,20.673494,308.33456
272.2136,24.78208,309.99176
294.07358,26.25475,310.35825
295.7303,26.353067,310.46338
277.56024,25.140867,311.53317
294.91287,26.198553,312.1677
267.55774,24.318085,312.22577
292.23862,25.958065,313.158
272.6965,24.645866,313.63766
305.45782,26.681883,314.57034
294.9044,25.946379,316.52356
307.8471,26.59491,317.68604
276.73392,24.708624,318.35965
303.85678,26.34035,318.53964
280.20377,24.785404,322.43497
304.32983,26.20099,322.70535
293.70102,25.601582,324.16287
200.99173,20.840227,323.90103
303.49716,26.010593,325.85068
179.78075,19.439772,328.74103
202.41988,20.490837,330.90125
285.49127,24.514542,333.14957
467.84088,34.162216,335.2695
445.7386,31.04743,376.9753
395.48773,26.118715,426.4005
449.71167,27.816725,445.8601
471.4536,28.388065,455.34256
64.26507,8.402004,455.9989
237.44426,16.457565,469.4186
71.81505,7.003262,490.72363
464.12827,26.076029,494.50705
204.74298,11.255508,535.29193
200.76675,35.545307,30.924082
332.8687,40.292118,66.99508
152.64662,35.14399,-8.285863
439.42383,47.83185,19.255632
442.8839,44.28787,96.16554
436.8087,43.47589,112.37424
326.09253,37.6476,114.57989
232.41335,32.80448,123.62384
301.65067,34.02991,163.9795
402.99576,38.893158,166.91309
362.05643,36.318207,179.23361
421.66748,34.6211,270.85028
196.72998,19.49027,333.3861
87.111015,31.463503,1.0562873
325.97998,42.83388,7.937883
226.42455,37.888317,9.206671
142.00578,33.74849,9.205538
318.31985,42.33744,10.356093
320.1142,41.96186,19.637255
176.91469,34.461388,29.206661
177.02606,34.39047,30.735855
434.3749,46.14958,47.978455
142.65292,31.76927,49.465923
451.3938,46.02841,68.96976
452.0034,46.013184,70.40077
344.47165,40.341072,79.19149
355.18958,40.783947,82.51141
203.51282,33.04654,88.18479
313.70358,37.755707,101.5528
192.52975,31.135475,114.782524
375.32166,40.035942,116.014626
455.02142,43.64061,121.27995
280.946,34.74857,127.610275
339.35196,37.58505,130.39137
179.49611,28.658018,162.06369
428.31427,39.839397,172.61308
411.71555,38.965073,172.76126
356.84067,34.66996,204.94121
374.40567,33.890743,239.04243
240.88443,25.471014,240.29008
422.85904,34.644093,271.64655
269.05713,26.044722,275.38217
273.8731,26.341042,277.10443
460.132,35.9305,282.1389
290.4506,26.31958,294.98938
290.63843,25.099434,317.61374
303.58682,25.762644,318.93903
194.99728,19.26279,335.51556
414.77722,24.454817,465.60046
150.3852,35.120045,-10.026708
152.12778,35.17973,-9.510778
262.85446,40.523468,-7.7833014
104.87272,32.69784,-6.2173176
254.88196,39.192158,11.042748
325.80124,42.606247,12.319752
140.43898,33.076324,21.124376
184.55316,35.140034,23.119287
175.69037,34.371025,29.813728
220.96751,36.17593,38.131847
176.77086,33.940197,39.49997
433.14697,46.08958,47.97399
173.55296,33.304447,49.06866
143.37044,31.794146,49.67237
330.277,40.464134,59.83666
471.80563,47.26911,62.8808
394.1478,43.429592,63.64644
245.03416,36.099644,64.287094
370.12344,42.109924,67.37149
235.25343,35.35031,72.1132
202.95204,33.522446,77.838776
312.61578,38.448833,87.089615
369.79813,40.895004,93.354675
431.19522,43.339622,104.472626
209.85178,32.115807,112.09943
251.30728,34.04657,114.35024
444.66888,43.421333,117.26959
227.4271,32.87442,116.260925
154.99619,29.245167,116.47756
456.46194,43.693085,121.79479
455.36032,43.631504,121.85867
317.92212,36.84828,123.90224
252.08061,32.781166,140.3535
196.79344,29.942047,142.6062
326.67938,36.201607,145.3324
388.86404,38.840523,153.83186
342.85965,36.239822,159.95688
326.1202,35.036972,167.28923
411.99692,39.014225,172.01334
412.9479,39.014755,172.95047
249.09647,33.50958,187.41539
409.07797,38.063854,188.88019
168.57455,26.178541,188.51839
235.14825,33.04157,198.93213
291.2731,31.462145,201.3779
474.23697,39.557953,223.57033
375.62735,34.624866,225.28636
472.4236,39.303864,226.14738
472.21014,39.215523,227.4094
467.42087,38.408115,239.62022
392.5949,34.241276,249.73848
349.61487,31.74181,258.68713
270.0541,26.166624,274.30905
457.28918,35.39847,289.925
459.03214,35.381153,291.96228
473.62418,36.077,292.3396
77.91893,31.732185,-13.34772
117.14847,33.32816,-6.7842054
159.14268,35.043934,0.09511709
126.943695,33.180576,5.787452
181.6681,35.16707,19.74547
185.7956,34.21314,42.896103
433.55804,46.0944,48.28124
433.0507,46.033974,48.99283
446.15286,46.63849,49.753895
446.66626,46.6483,50.06152
471.86606,47.650436,54.739494
252.42545,34.14916,113.46677
444.66415,43.429943,116.59649
442.53403,43.261745,120.61555
466.0337,43.46886,136.77861
258.0449,33.20806,137.21175
457.50693,42.35811,150.26836
332.21198,36.13096,151.61177
203.07146,28.542652,175.03297
412.34167,38.268158,188.01433
447.1369,39.47818,198.41682
209.32089,28.350914,200.2037
177.3497,25.731356,202.35481
451.12534,39.224297,206.79422
374.30212,34.09801,234.19757
425.6545,36.237984,242.09178
404.86557,34.445976,258.15488
471.21674,37.59565,259.59933
282.0043,26.261541,286.99106
453.40607,33.097054,332.82913
158.63344,34.99869,0.5009413
146.8748,33.4824,19.313229
181.66629,35.182255,19.439707
175.6434,34.76581,21.86387
183.83507,35.12022,22.81092
69.47214,29.196655,29.121828
174.87837,34.275356,30.931877
333.376,41.22513,47.40745
88.10611,29.155111,48.24844
375.30197,42.671722,59.794197
461.66306,46.896187,60.075798
406.4238,43.989353,64.728004
246.1702,36.130695,64.93282
397.23557,43.38816,69.13758
333.82666,39.591106,83.854065
155.98343,30.558622,91.2396
413.15582,43.021,93.88745
390.70776,41.633644,99.23462
423.25272,42.9262,104.86363
420.2654,42.67474,107.271
138.34117,28.837442,108.380775
434.8313,43.409424,110.61208
245.4046,33.962254,110.63997
467.46817,44.745426,112.62994
333.52173,38.160576,113.26961
437.36075,43.418583,113.636024
446.6919,43.53365,116.9658
443.83246,43.40267,116.58862
443.13025,43.377403,116.7402
84.8079,24.826994,135.7933
326.8711,36.241276,144.73898
331.80893,36.137222,151.10759
331.31195,36.105556,151.20573
297.16995,34.26853,154.28249
340.03867,36.36543,154.89574
226.4146,31.280634,171.19012
476.7626,42.005787,174.1028
182.63483,27.505552,177.80733
174.9713,26.82107,183.64276
223.91254,29.798264,184.42068
408.47458,38.069134,188.1592
463.54233,40.63832,190.97975
211.3961,28.65601,201.94717
234.17087,31.922163,205.99731
451.5915,39.244484,206.98767
440.32715,38.451588,212.22374
261.10562,28.012955,211.39117
475.71616,39.660805,222.10707
474.06326,39.56798,223.20547
376.2059,34.11419,235.82591
261.48022,26.058525,246.61615
467.79236,37.81542,251.95952
473.3162,37.786148,257.5856
203.84012,23.390278,265.22098
201.3958,22.917809,270.71082
228.91997,26.130032,274.4718
206.05339,22.938004,274.3804
472.33878,36.80345,276.34628
243.03717,23.53001,279.97995
271.49643,25.927296,281.0473
273.45557,25.784645,285.9939
266.64102,25.085539,288.56238
290.16376,26.479006,291.82858
445.2249,34.573097,294.66095
264.85175,24.591293,295.85727
286.67184,25.960917,297.9313
296.31415,26.419518,299.35544
462.75473,35.102444,301.36108
196.71245,21.195616,301.49457
302.5778,26.601095,302.2878
200.96567,21.337328,302.83182
290.17752,25.715782,306.15836
446.11923,33.961468,307.93002
273.35052,24.516119,307.75824
261.26486,22.938728,308.2742
306.28204,26.218796,313.47565
441.2506,33.31885,315.97293
289.40167,25.02684,317.42645
261.992,22.47838,318.07907
262.1504,22.238297,322.14682
195.59656,19.96863,324.79114
177.52493,18.995407,326.0069
284.51743,24.288769,327.58786
350.22537,21.649294,460.46997
392.3554,21.724466,500.47592
204.61234,10.719214,534.9645
347.98752,16.539959,555.2198
310.3895,13.7603,577.5839
200.40634,24.569124,259.57718
272.31583,27.24286,279.8119
183.40274,22.660515,285.7051
288.80576,26.223803,314.4771
149.64629,36.091442,-8.645643
63.072453,26.43352,98.84862
14.92285,19.689285,192.26187
183.86795,26.94298,192.95345
276.3175,27.743242,270.25848
281.70792,27.815163,275.3685
275.0437,27.664589,275.5005
286.46353,27.823889,278.22028
274.06616,27.495941,278.4235
282.4734,27.762197,280.32318
286.28983,27.779943,283.72354
279.49945,27.173529,289.9797
277.95767,26.90447,293.01193
276.19275,26.683569,294.46786
287.29926,27.395735,295.07465
214.19452,23.893723,294.78217
261.65363,24.673317,301.59216
289.45746,27.208633,300.7929
294.92633,27.409925,302.48468
281.43314,26.61666,302.62512
285.5479,26.901278,303.16605
262.2087,24.611282,303.3885
301.14438,27.347977,310.32864
292.6142,26.75809,311.25568
291.40985,26.61098,312.0233
278.73685,25.791761,312.16528
304.03595,27.26258,314.58102
274.11063,25.154547,316.83514
217.80145,22.647776,318.40152
272.39975,24.822077,319.6591
302.098,26.820726,322.15167
300.97894,26.727203,323.19653
198.27347,20.898485,329.45776
181.09428,20.027039,329.7974
407.89862,31.279556,346.37283
335.26505,24.247818,409.49722
350.28015,24.455132,425.95517
296.6887,19.6829,469.54147
266.78214,17.039412,492.40463
70.25144,27.524408,89.35548
434.02374,44.305466,109.98607
87.4518,25.107382,152.44499
188.66838,24.344551,260.76694
202.97981,24.358673,267.46628
192.90018,23.741726,271.87994
272.54446,27.47881,276.08026
270.08017,27.21894,276.59506
274.68488,27.409128,280.5183
280.05,27.70052,280.7101
215.33362,23.628073,281.06976
284.6215,27.781466,281.17154
195.74585,23.191284,282.21426
284.48743,27.770948,282.62347
182.09402,22.241825,281.83105
284.795,27.75858,283.62714
217.39456,23.90789,284.93307
273.02646,26.923723,285.32947
266.12775,25.980362,290.20294
285.5007,27.423304,292.12494
236.99054,23.575005,294.73282
169.42834,21.64177,296.00708
292.52252,27.609356,296.5263
278.74915,26.628592,298.45923
271.07986,25.923939,299.00745
169.54887,21.555862,298.81723
170.40001,21.578876,299.2353
292.36148,27.34211,301.14963
181.99649,21.917423,301.86346
297.30023,27.517883,303.32306
275.30655,26.038485,303.1666
281.46313,26.455671,305.1692
286.8758,26.79082,305.4497
260.79938,23.66858,307.29922
276.4085,25.925598,306.44934
292.44788,26.873558,309.24985
291.6769,26.787376,309.67603
275.25778,25.550373,310.4408
169.74419,20.816359,312.0767
313.60992,27.839998,312.68542
296.4283,26.91599,312.91693
293.24667,26.666958,313.27
279.0284,25.729275,313.88348
294.07645,26.561441,316.04922
278.65842,25.476198,317.92538
307.9569,27.101467,319.12268
298.2419,26.650204,321.05176
272.66296,24.590538,322.865
196.77577,20.761002,330.26138
202.6008,21.070671,331.82907
283.87137,25.012112,333.48877
199.21669,20.739115,333.18152
197.15956,20.518831,334.881
447.27844,32.646248,356.8106
201.82921,19.641226,370.05893
213.5433,19.1183,401.62634
244.7822,37.054127,67.27055
74.57572,24.201744,163.15291
63.996437,22.457703,184.59596
232.3588,32.551003,218.2028
261.32214,26.892796,244.18173
161.87793,21.315386,253.26662
186.2331,24.197348,261.83774
189.12222,24.207067,263.1209
196.77554,24.343733,263.58514
197.73805,24.366335,264.10983
183.13783,23.842451,264.36282
196.8512,24.288084,265.0968
195.88641,24.215975,265.74127
20.987085,15.896408,266.9791
189.54294,23.86063,269.53497
201.54503,24.016466,271.19394
268.5576,27.134848,274.54556
285.26358,27.985462,274.9861
282.668,27.825903,275.7723
270.108,27.255993,275.9739
271.21185,27.30123,277.17267
193.39384,23.381807,276.84647
269.7005,26.935253,280.2059
283.2226,27.771301,280.21432
210.64812,23.979893,283.60837
185.40878,22.740356,287.16473
198.54514,22.99331,288.86914
213.72054,24.08801,290.52426
208.93172,23.706097,290.52472
182.30193,22.432318,291.4265
290.46616,27.647009,293.74432
288.27414,27.508753,294.08124
205.6306,23.21429,294.2452
177.89488,22.120274,294.58752
264.4511,25.578043,295.17624
212.67458,23.771448,295.56622
295.71136,27.80776,295.92062
270.52582,25.9765,297.05093
172.2445,21.7323,297.55786
170.94466,21.675606,297.5689
292.75037,27.501387,298.71542
267.20813,25.615265,298.75836
301.38486,27.923832,299.50385
271.30722,25.898413,299.738
171.98485,21.604366,300.03262
170.18915,21.533184,299.96954
293.45108,27.43997,300.53027
171.97807,21.571802,300.64627
178.13196,21.760399,301.818
201.94632,22.486734,302.27792
260.87024,24.206057,303.35083
281.54123,26.551163,303.89935
275.00827,25.952179,303.88464
303.6143,27.817604,304.22696
312.34216,28.165234,304.82477
281.45117,26.49258,304.64008
180.14888,21.694893,304.3684
267.09067,25.029505,304.908
169.152,21.198921,304.79266
273.4867,25.68446,305.62103
282.02158,26.403465,306.34067
177.4203,21.45513,306.24356
284.4101,26.482164,307.33356
271.18536,25.335255,307.72824
173.94743,21.208395,307.5792
303.21667,27.563509,308.925
216.28612,23.134232,309.41364
291.65564,26.751713,310.19287
273.3417,25.376228,311.38028
271.69226,24.990158,316.16943
292.78098,26.465492,316.46368
281.32208,25.664734,317.5183
