MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Delay
3/10/2025 9:21:23,1.17.0,certainty,2,3.98,nan,1,Left,LeftANDRight,1,0,0,0,0,nan,nan,0,nan
3/10/2025 9:22:00,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,1,0,0,1,0,20.25,nan,nan,15
3/10/2025 9:22:07,1.17.0,certainty,2,3.98,nan,1,Right,LeftANDRight,1,1,0,1,0,nan,nan,296,nan
3/10/2025 9:23:51,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,1,1,0,2,0,87.89,111,nan,15
3/10/2025 9:25:25,1.17.0,certainty,2,3.98,nan,1,Right,LeftANDRight,1,2,0,2,0,nan,nan,269,nan
3/10/2025 9:25:43,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,1,2,0,3,0,2.01,112,nan,15
3/10/2025 9:26:12,1.17.0,certainty,2,3.98,nan,1,Right,LeftANDRight,1,3,0,3,0,nan,nan,44,nan
3/10/2025 9:26:28,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,1,3,0,4,0,0.06,45,nan,15
3/10/2025 9:31:14,1.17.0,certainty,2,3.98,nan,1,Left,LeftANDRight,2,3,0,4,0,nan,nan,16,nan
3/10/2025 9:31:31,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,2,3,0,5,0,0.54,303,nan,15
3/10/2025 9:31:43,1.17.0,certainty,2,3.98,nan,1,Right,LeftANDRight,2,4,0,5,0,nan,nan,0,nan
3/10/2025 9:32:04,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,2,4,0,6,0,5.08,33,nan,15
3/10/2025 9:32:45,1.17.0,certainty,2,3.98,nan,1,Right,LeftANDRight,2,5,0,6,0,nan,nan,43,nan
3/10/2025 9:33:02,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,2,5,0,7,0,0.97,58,nan,15
3/10/2025 9:33:57,1.17.0,certainty,2,3.98,nan,1,Right,LeftANDRight,2,6,0,7,0,nan,nan,238,nan
3/10/2025 9:34:15,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,2,6,0,8,0,1.71,73,nan,15
3/10/2025 9:43:25,1.17.0,certainty,2,3.98,nan,1,Right,LeftANDRight,2,7,0,8,0,nan,nan,281,nan
3/10/2025 9:43:42,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,2,7,0,9,0,1.09,567,nan,15
3/10/2025 9:44:11,1.17.0,certainty,2,3.98,nan,1,Left,LeftANDRight,3,7,0,9,0,nan,nan,386,nan
3/10/2025 9:44:28,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,3,7,0,10,0,0.91,46,nan,15
3/10/2025 9:45:20,1.17.0,certainty,2,3.98,nan,1,Right,LeftANDRight,3,8,0,10,0,nan,nan,71,nan
3/10/2025 9:45:36,1.17.0,certainty,2,3.98,1,1,Pellet,LeftANDRight,3,8,0,11,0,0.06,68,nan,15
3/10/2025 11:38:26,1.17.0,certainty,2,3.97,nan,1,Right,LeftANDRight,3,9,0,11,0,nan,nan,40,nan
3/10/2025 11:38:41,1.17.0,certainty,2,3.97,nan,1,RightinTimeout,LeftANDRight,3,10,0,11,0,nan,nan,0,nan
3/10/2025 11:38:42,1.17.0,certainty,2,3.97,1,1,Pellet,LeftANDRight,3,10,0,12,0,0.36,6786,nan,15
3/10/2025 14:04:41,1.17.0,certainty,2,3.97,nan,1,Right,LeftANDRight,3,11,0,12,0,nan,nan,78,nan
3/10/2025 14:04:42,1.17.0,certainty,2,3.97,nan,1,RightinTimeout,LeftANDRight,3,12,0,12,0,nan,nan,0,nan
3/10/2025 14:05:00,1.17.0,certainty,2,3.97,1,1,Pellet,LeftANDRight,3,12,0,13,0,2.75,8778,nan,15
3/10/2025 14:07:16,1.17.0,certainty,2,3.97,nan,1,Left,LeftANDRight,4,12,0,13,0,nan,nan,332,nan
3/10/2025 14:07:32,1.17.0,certainty,2,3.98,2,1,Pellet,LeftANDRight,4,12,0,14,0,0.06,152,nan,15
3/10/2025 16:05:01,1.17.0,certainty,2,3.97,nan,1,Right,LeftANDRight,4,13,0,14,0,nan,nan,132,nan
3/10/2025 16:05:03,1.17.0,certainty,2,3.96,nan,1,RightinTimeout,LeftANDRight,4,14,0,14,0,nan,nan,0,nan
