MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Delay
3/14/2025 12:56:39,1.17.0,certainty,2,4.12,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,160,nan
3/14/2025 12:56:54,1.17.0,certainty,2,4.12,nan,1,RightinTimeout,LeftANDRight,0,2,0,0,0,nan,nan,0,nan
3/14/2025 12:56:57,1.17.0,certainty,2,4.12,3,1,Pellet,LeftANDRight,0,2,0,1,0,0.06,nan,nan,15
3/14/2025 12:57:46,1.17.0,certainty,2,4.12,nan,1,Right,LeftANDRight,0,3,0,1,0,nan,nan,258,nan
3/14/2025 12:58:03,1.17.0,certainty,2,4.12,2,1,Pellet,LeftANDRight,0,3,0,2,0,0.06,66,nan,15
3/14/2025 12:59:01,1.17.0,certainty,2,4.12,nan,1,Right,LeftANDRight,0,4,0,2,0,nan,nan,188,nan
3/14/2025 12:59:20,1.17.0,certainty,2,4.12,1,1,Pellet,LeftANDRight,0,4,0,3,0,3.67,77,nan,15
3/14/2025 13:00:14,1.17.0,certainty,2,4.12,nan,1,Right,LeftANDRight,0,5,0,3,0,nan,nan,389,nan
3/14/2025 13:00:30,1.17.0,certainty,2,4.12,1,1,Pellet,LeftANDRight,0,5,0,4,0,0.06,70,nan,15
3/14/2025 13:03:34,1.17.0,certainty,2,4.13,nan,1,Right,LeftANDRight,0,6,0,4,0,nan,nan,43,nan
3/14/2025 13:03:51,1.17.0,certainty,2,4.13,1,1,Pellet,LeftANDRight,0,6,0,5,0,0.91,201,nan,15
3/14/2025 13:04:00,1.17.0,certainty,2,4.13,nan,1,Right,LeftANDRight,0,7,0,5,0,nan,nan,269,nan
3/14/2025 13:04:17,1.17.0,certainty,2,4.12,1,1,Pellet,LeftANDRight,0,7,0,6,0,0.97,26,nan,15
