MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/18/2025 11:10:34,1.17.0,baseline,2,3.61,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,531
2/18/2025 11:12:19,1.17.0,baseline,2,3.61,3,1,Pellet,LeftANDRight,0,1,0,1,0,Timed_out,nan,nan
2/18/2025 11:19:27,1.17.0,baseline,2,3.61,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,503
2/18/2025 11:19:30,1.17.0,baseline,2,3.61,1,1,Pellet,LeftANDRight,0,2,0,2,0,0.67,431,nan
2/18/2025 11:23:10,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,3,0,2,0,nan,nan,167
2/18/2025 11:23:12,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,3,0,3,0,0.06,222,nan
2/18/2025 11:54:18,1.17.0,baseline,2,3.61,nan,1,Right,LeftANDRight,0,4,0,3,0,nan,nan,754
2/18/2025 11:54:21,1.17.0,baseline,2,3.61,2,1,Pellet,LeftANDRight,0,4,0,4,0,0.24,1868,nan
2/18/2025 11:54:45,1.17.0,baseline,2,3.61,nan,1,Right,LeftANDRight,0,5,0,4,0,nan,nan,312
2/18/2025 11:54:46,1.17.0,baseline,2,3.61,1,1,Pellet,LeftANDRight,0,5,0,5,0,0.06,26,nan
2/18/2025 11:55:06,1.17.0,baseline,2,3.61,nan,1,Right,LeftANDRight,0,6,0,5,0,nan,nan,657
2/18/2025 11:55:08,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,6,0,6,0,0.42,22,nan
2/18/2025 13:05:37,1.17.0,baseline,2,3.61,nan,1,Right,LeftANDRight,0,7,0,6,0,nan,nan,86
2/18/2025 13:05:40,1.17.0,baseline,2,3.61,1,1,Pellet,LeftANDRight,0,7,0,7,0,0.55,4232,nan
2/18/2025 13:05:58,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,8,0,7,0,nan,nan,100
2/18/2025 13:06:00,1.17.0,baseline,2,3.61,1,1,Pellet,LeftANDRight,0,8,0,8,0,0.36,20,nan
2/18/2025 13:06:25,1.17.0,baseline,2,3.61,nan,1,Right,LeftANDRight,0,9,0,8,0,nan,nan,782
2/18/2025 13:06:30,1.17.0,baseline,2,3.60,2,1,Pellet,LeftANDRight,0,9,0,9,0,0.06,30,nan
2/18/2025 13:08:51,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,10,0,9,0,nan,nan,474
2/18/2025 13:08:55,1.17.0,baseline,2,3.61,1,1,Pellet,LeftANDRight,0,10,0,10,0,1.52,145,nan
2/18/2025 13:13:55,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,11,0,10,0,nan,nan,184
2/18/2025 13:13:58,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,11,0,11,0,1.22,303,nan
2/18/2025 14:35:40,1.17.0,baseline,2,3.61,nan,1,Right,LeftANDRight,0,12,0,11,0,nan,nan,436
2/18/2025 14:35:51,1.17.0,baseline,2,3.61,2,1,Pellet,LeftANDRight,0,12,0,12,0,8.83,4913,nan
2/18/2025 14:36:10,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,13,0,12,0,nan,nan,74
2/18/2025 14:36:10,1.17.0,baseline,2,3.60,nan,1,RightinTimeout,LeftANDRight,0,14,0,12,0,nan,nan,0
2/18/2025 14:36:10,1.17.0,baseline,2,3.60,nan,1,RightinTimeout,LeftANDRight,0,15,0,12,0,nan,nan,0
2/18/2025 14:36:14,1.17.0,baseline,2,3.60,3,1,Pellet,LeftANDRight,0,15,0,13,0,0.36,23,nan
2/18/2025 14:36:32,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,16,0,13,0,nan,nan,32
2/18/2025 14:36:38,1.17.0,baseline,2,3.60,3,1,Pellet,LeftANDRight,0,16,0,14,0,0.06,24,nan
2/18/2025 15:53:54,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,17,0,14,0,nan,nan,442
2/18/2025 15:53:56,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,17,0,15,0,0.48,4638,nan
2/18/2025 15:54:14,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,18,0,15,0,nan,nan,92
2/18/2025 15:54:25,1.17.0,baseline,2,3.60,2,1,Pellet,LeftANDRight,0,18,0,16,0,7.79,29,nan
2/18/2025 15:55:09,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,19,0,16,0,nan,nan,42
2/18/2025 15:55:12,1.17.0,baseline,2,3.60,2,1,Pellet,LeftANDRight,0,19,0,17,0,0.67,47,nan
2/18/2025 16:57:35,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,20,0,17,0,nan,nan,201
2/18/2025 16:57:37,1.17.0,baseline,2,3.60,2,1,Pellet,LeftANDRight,0,20,0,18,0,0.42,3745,nan
2/18/2025 16:58:27,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,21,0,18,0,nan,nan,244
2/18/2025 16:58:30,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,21,0,19,0,0.24,53,nan
2/18/2025 17:39:05,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,22,0,19,0,nan,nan,697
2/18/2025 17:39:09,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,22,0,20,0,1.83,2439,nan
2/18/2025 18:48:39,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,23,0,20,0,nan,nan,85
2/18/2025 18:48:44,1.17.0,baseline,2,3.60,2,1,Pellet,LeftANDRight,0,23,0,21,0,1.34,4175,nan
2/18/2025 18:49:00,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,24,0,21,0,nan,nan,154
2/18/2025 18:49:02,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,24,0,22,0,0.30,18,nan
2/18/2025 18:49:16,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,25,0,22,0,nan,nan,39
2/18/2025 18:49:17,1.17.0,baseline,2,3.60,nan,1,RightinTimeout,LeftANDRight,0,26,0,22,0,nan,nan,0
2/18/2025 18:49:19,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,26,0,23,0,0.30,17,nan
2/18/2025 18:49:40,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,27,0,23,0,nan,nan,30
2/18/2025 18:49:40,1.17.0,baseline,2,3.60,nan,1,RightinTimeout,LeftANDRight,0,28,0,23,0,nan,nan,0
2/18/2025 18:49:42,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,28,0,24,0,0.30,23,nan
2/18/2025 18:50:02,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,29,0,24,0,nan,nan,53
2/18/2025 18:50:04,1.17.0,baseline,2,3.60,1,1,Pellet,LeftANDRight,0,29,0,25,0,0.06,22,nan
2/18/2025 18:50:20,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,30,0,25,0,nan,nan,119
2/18/2025 18:50:22,1.17.0,baseline,2,3.60,2,1,Pellet,LeftANDRight,0,30,0,26,0,0.06,18,nan
2/18/2025 19:44:48,1.17.0,baseline,2,3.60,nan,1,Right,LeftANDRight,0,31,0,26,0,nan,nan,421
