ID,starting_bw,time_bw,starting_fi,time_fi,starting_ai,time_ai,starting_fat,time_fat,starting_lean,time_lean,tee_delta
3706,34.39370375030309,3.2317004915777323,396.94424411292533,201.6146646306367,0.499129593,0.10103072555778762,11.81380552589482,3.2262656801450085,23.703256610447344,1.0070425352492391,-0.096794632
3707,43.788363286154784,5.2541255800252875,473.9481947152585,244.39036034196357,0.6850379770799212,0.13072218174619596,17.918697868772515,4.868351371,25.79068502987314,1.3787088819133764,-0.187046747
3708,43.85970728493579,4.652991514883822,413.2409822218893,226.23422203176634,0.7358112823893024,0.10682569567406905,18.730367332409557,3.550702257491075,25.238018782939076,1.162943959984961,-0.18309056
3709,40.616412731094314,3.7547675581176225,395.5599190767052,217.96871612770747,0.6596801679552303,0.11674332417834937,16.54286184905982,3.7307671817480643,24.958643424927605,1.0231756111852657,-0.334000935
3710,46.21984127749495,6.184654623895639,433.9603316121951,235.56910426642958,0.7978066432105786,0.15087551486142545,20.52881635944054,5.544432526078392,25.32169399,1.3489824252152633,-0.115850844
3711,42.450380901178946,4.402743842452674,385.44943330395404,212.60216656472056,0.7453047762578012,0.1370943205251615,18.094023177882303,4.297334960421317,24.141136793860817,0.9820964840071469,-0.842816382
3712,45.95704651699927,4.512894903699617,464.4618380203126,230.2951424995181,0.6854650490235706,0.10437386903045831,19.07039509045765,3.8242090905920803,27.61656640531275,1.322742038869082,0.20155751992414808
3713,39.23564821128387,3.4272364607496297,382.9730808067678,205.72298370415697,0.6321827725908156,0.098213931,16.287021844596335,3.052134938,25.872098176025613,0.9646602496514232,-0.129193889
3714,43.07414678261386,4.201173036781784,371.4793429187418,207.87041440057706,0.70247066,0.09314553,18.585889031627755,2.9340674858415157,26.314832828938393,1.1310789544864934,-0.127737715
3716,37.325485407285676,3.565352442386626,344.4778525190611,177.55141745810334,0.6585176454952532,0.10455248470850904,15.69000971344908,3.3635242549247946,23.657090273691225,1.125777955029739,-0.244176705
3717,37.514202610097335,3.096468610560428,364.42309228858426,179.63455769050887,0.5663747091561333,0.08117725,14.355651772321004,2.657096696794861,25.34679519289443,1.177518191981608,-0.221241295
3718,39.93203214735118,3.365817470742578,308.87518268338033,168.97034187286573,0.7279424704132406,0.098713783,18.056831209716737,3.05787667,24.618200318899447,1.1073992724853892,-0.843122257
3719,40.37749991648501,3.5458940567643302,311.88604476008254,166.84526920042748,0.761430355,0.10663845733677896,18.454129098163577,3.3537954265009757,24.00921475072345,1.1260361736079232,-0.047170294
3720,32.00008990944647,2.242887679100595,326.9512587,163.9593600569679,0.4752238769414884,0.065712425,11.046701121690827,1.938621657309517,23.387247221689535,0.9884497171134173,-0.279725599
3721,38.63028952948543,3.190966929225059,316.98579352196253,178.72775004742817,0.555632971,0.081113313,14.421242330369221,2.596831682600387,26.045456798275623,1.099895953084514,-0.19873351
3722,38.06266108473119,2.889654097214219,326.41338304342094,181.0882412144459,0.5303525593803337,0.068282582,13.848351062627993,1.9601870348569497,26.32864445298212,1.050682499002052,-0.260995655
3723,41.506717052893784,3.3091475167503317,342.651619,184.02435855831183,0.7081963340167741,0.083860122,17.78854381815547,2.4621973500572754,24.96028363457288,1.0751009069639421,-3.497054385
3724,38.70849457743347,3.971188159923798,313.4010548424825,176.1578430624034,0.6830065826551283,0.10644201596086687,16.76027844,3.3120066289670427,24.399564721952103,1.076234715371517,-0.286346427
3725,37.944338425115184,3.9882678524796855,347.2772225655852,186.91195268545056,0.7702715198542762,0.12724443812607772,17.828993858931586,3.374162102932551,23.138554650016214,0.7456928618415785,-0.304054366
3726,40.44045353698857,4.8088220299428235,317.25066262714154,182.29509890939238,0.7317387792074312,0.13509208250439808,17.763268367920087,4.4280023817347685,24.066393271510506,1.0811127473549993,-0.267024781
3727,38.63289970575577,3.625687839118516,331.6963757765983,178.68348323913753,0.6474469985955019,0.06771489,16.72732678951631,1.531667865759989,25.787065366086694,1.0383685360979318,-0.820021966
3728,39.36123580435618,4.257842152913216,310.87212008801924,168.76778691238295,0.7418867254057296,0.078332734,19.052990483279718,1.9195286234640987,25.462726045703047,1.078955340543134,-0.274640752
3729,42.958616086831476,4.415218638123729,328.6036562135538,180.5155621640386,0.7720253514911074,0.072209434,20.75610332048607,1.632780806127327,26.591833969413898,1.160136189367392,-0.196812778
