MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Delay
2/22/2025 12:09:20,1.17.0,baseline,4,4.18,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,275,nan
2/22/2025 12:09:45,1.17.0,baseline,4,4.18,3,1,Pellet,LeftANDRight,0,1,0,1,0,4.96,nan,nan,15
2/22/2025 12:09:48,1.17.0,baseline,4,4.19,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,372,nan
2/22/2025 12:10:19,1.17.0,baseline,4,4.18,1,1,Pellet,LeftANDRight,0,2,0,2,0,15.10,34,nan,15
2/22/2025 12:17:08,1.17.0,baseline,4,4.18,nan,1,Right,LeftANDRight,0,3,0,2,0,nan,nan,41,nan
2/22/2025 12:17:23,1.17.0,baseline,4,4.18,nan,1,LeftinTimeOut,LeftANDRight,1,3,0,2,0,nan,nan,nan,nan
2/22/2025 12:17:25,1.17.0,baseline,4,4.18,1,1,Pellet,LeftANDRight,1,3,0,3,0,0.67,426,nan,15
2/22/2025 12:18:37,1.17.0,baseline,4,4.18,nan,1,Right,LeftANDRight,1,4,0,3,0,nan,nan,1004,nan
2/22/2025 12:18:56,1.17.0,baseline,4,4.18,1,1,Pellet,LeftANDRight,1,4,0,4,0,3.67,91,nan,15
2/22/2025 12:21:17,1.17.0,baseline,4,4.18,nan,1,Right,LeftANDRight,1,5,0,4,0,nan,nan,28,nan
2/22/2025 12:21:19,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,6,0,4,0,nan,nan,0,nan
2/22/2025 12:21:20,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,6,0,4,0,nan,nan,292,nan
2/22/2025 12:21:34,1.17.0,baseline,4,4.18,1,1,Pellet,LeftANDRight,1,6,0,5,0,0.42,158,nan,15
2/22/2025 12:25:36,1.17.0,baseline,4,4.18,nan,1,Right,LeftANDRight,1,7,0,5,0,nan,nan,1323,nan
2/22/2025 12:25:52,1.17.0,baseline,4,4.18,1,1,Pellet,LeftANDRight,1,7,0,6,0,0.42,258,nan,15
2/22/2025 12:26:11,1.17.0,baseline,4,4.18,nan,1,Right,LeftANDRight,1,8,0,6,0,nan,nan,149,nan
2/22/2025 12:26:15,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,9,0,6,0,nan,nan,0,nan
2/22/2025 12:26:22,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,10,0,6,0,nan,nan,0,nan
2/22/2025 12:26:22,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,10,0,6,0,nan,nan,292,nan
2/22/2025 12:26:23,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,10,0,6,0,nan,nan,587,nan
2/22/2025 12:26:23,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,10,0,6,0,nan,nan,879,nan
2/22/2025 12:26:23,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,10,0,6,0,nan,nan,1171,nan
2/22/2025 12:26:28,1.17.0,baseline,4,4.18,2,1,Pellet,LeftANDRight,1,10,0,7,0,0.55,36,nan,15
2/22/2025 12:27:41,1.17.0,baseline,4,4.18,nan,1,Right,LeftANDRight,1,11,0,7,0,nan,nan,40,nan
2/22/2025 12:27:50,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,12,0,7,0,nan,nan,0,nan
2/22/2025 12:27:50,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,12,0,7,0,nan,nan,292,nan
2/22/2025 12:27:50,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,1,12,0,7,0,nan,nan,584,nan
2/22/2025 12:27:57,1.17.0,baseline,4,4.18,1,1,Pellet,LeftANDRight,1,12,0,8,0,0.55,89,nan,15
2/22/2025 12:28:08,1.17.0,baseline,4,4.18,nan,1,Left,LeftANDRight,2,12,0,8,0,nan,nan,264,nan
2/22/2025 12:28:08,1.17.0,baseline,4,4.18,nan,1,LeftinTimeOut,LeftANDRight,3,12,0,8,0,nan,nan,nan,nan
2/22/2025 12:28:09,1.17.0,baseline,4,4.18,nan,1,LeftinTimeOut,LeftANDRight,3,12,0,8,0,nan,nan,nan,nan
2/22/2025 12:28:26,1.17.0,baseline,4,4.18,2,1,Pellet,LeftANDRight,3,12,0,9,0,1.83,29,nan,15
2/22/2025 12:28:36,1.17.0,baseline,4,4.18,nan,1,Right,LeftANDRight,3,13,0,9,0,nan,nan,76,nan
2/22/2025 12:28:36,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,14,0,9,0,nan,nan,0,nan
2/22/2025 12:28:37,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,14,0,9,0,nan,nan,293,nan
2/22/2025 12:28:37,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,14,0,9,0,nan,nan,588,nan
2/22/2025 12:28:38,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,15,0,9,0,nan,nan,0,nan
2/22/2025 12:28:39,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,16,0,9,0,nan,nan,0,nan
2/22/2025 12:28:39,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,16,0,9,0,nan,nan,292,nan
2/22/2025 12:28:42,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,17,0,9,0,nan,nan,0,nan
2/22/2025 12:28:42,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,17,0,9,0,nan,nan,295,nan
2/22/2025 12:28:43,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,17,0,9,0,nan,nan,587,nan
2/22/2025 12:28:44,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,18,0,9,0,nan,nan,0,nan
2/22/2025 12:28:46,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,19,0,9,0,nan,nan,0,nan
2/22/2025 12:28:46,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,19,0,9,0,nan,nan,292,nan
2/22/2025 12:28:47,1.17.0,baseline,4,4.18,nan,1,RightinTimeout,LeftANDRight,3,19,0,9,0,nan,nan,587,nan
