ID,starting_ai,time
3706,0.499129593117263,0.10103072555778762
3707,0.6850379770799212,0.13072218174619596
3708,0.7358112823893024,0.10682569567406905
3709,0.6596801679552303,0.11674332417834937
3710,0.7978066432105786,0.15087551486142545
3711,0.7453047762578012,0.1370943205251615
3712,0.6854650490235706,0.10437386903045831
3713,0.6321827725908156,0.09821393131678702
3714,0.70247066023106,0.0931455299082528
3716,0.6585176454952532,0.10455248470850904
3717,0.5663747091561333,0.08117724967403572
3718,0.7279424704132406,0.09871378267905544
3719,0.761430355397124,0.10663845733677896
3720,0.4752238769414884,0.06571242478882151
3721,0.555632971406047,0.08111331325073357
3722,0.5303525593803337,0.06828258194638517
3723,0.7081963340167741,0.08386012200824658
3724,0.6830065826551283,0.10644201596086687
3725,0.7702715198542762,0.12724443812607772
3726,0.7317387792074312,0.13509208250439808
3727,0.6474469985955019,0.06771488954874563
3728,0.7418867254057296,0.07833273442690832
3729,0.7720253514911074,0.07220943385955936
