MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Delay
3/26/2025 9:46:32,1.17.0,certainty,4,4.08,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,713,nan
3/26/2025 9:46:48,1.17.0,certainty,4,4.08,1,1,Pellet,LeftANDRight,0,1,0,1,0,0.06,nan,nan,15
3/26/2025 9:48:35,1.17.0,certainty,4,4.09,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,67,nan
3/26/2025 9:48:35,1.17.0,certainty,4,4.08,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,0,nan
3/26/2025 9:48:42,1.17.0,certainty,4,4.08,nan,1,RightinTimeout,LeftANDRight,0,4,0,1,0,nan,nan,0,nan
3/26/2025 9:48:42,1.17.0,certainty,4,4.08,nan,1,RightinTimeout,LeftANDRight,0,4,0,1,0,nan,nan,290,nan
3/26/2025 9:48:43,1.17.0,certainty,4,4.08,nan,1,RightinTimeout,LeftANDRight,0,4,0,1,0,nan,nan,580,nan
3/26/2025 9:48:43,1.17.0,certainty,4,4.08,nan,1,RightinTimeout,LeftANDRight,0,4,0,1,0,nan,nan,870,nan
3/26/2025 9:48:43,1.17.0,certainty,4,4.08,nan,1,RightinTimeout,LeftANDRight,0,4,0,1,0,nan,nan,1162,nan
3/26/2025 9:48:44,1.17.0,certainty,4,4.08,nan,1,RightinTimeout,LeftANDRight,0,5,0,1,0,nan,nan,0,nan
3/26/2025 9:48:44,1.17.0,certainty,4,4.08,nan,1,RightinTimeout,LeftANDRight,0,5,0,1,0,nan,nan,282,nan
3/26/2025 9:48:52,1.17.0,certainty,4,4.08,1,1,Pellet,LeftANDRight,0,5,0,2,0,1.71,124,nan,15
3/26/2025 9:49:43,1.17.0,certainty,4,4.08,nan,1,Left,LeftANDRight,1,5,0,2,0,nan,nan,1610,nan
3/26/2025 9:50:01,1.17.0,certainty,4,4.08,1,1,Pellet,LeftANDRight,1,5,0,3,0,2.81,69,nan,15
3/26/2025 9:53:47,1.17.0,certainty,4,4.08,nan,1,Right,LeftANDRight,1,6,0,3,0,nan,nan,1,nan
3/26/2025 9:54:06,1.17.0,certainty,4,4.08,1,1,Pellet,LeftANDRight,1,6,0,4,0,3.06,245,nan,15
3/26/2025 9:56:32,1.17.0,certainty,4,4.08,nan,1,Left,LeftANDRight,2,6,0,4,0,nan,nan,164,nan
3/26/2025 9:56:55,1.17.0,certainty,4,4.08,1,1,Pellet,LeftANDRight,2,6,0,5,0,7.11,169,nan,15
3/26/2025 11:46:22,1.17.0,certainty,4,4.08,nan,1,Right,LeftANDRight,2,7,0,5,0,nan,nan,800,nan
3/26/2025 11:46:22,1.17.0,certainty,4,4.08,nan,1,RightinTimeout,LeftANDRight,2,8,0,5,0,nan,nan,0,nan
3/26/2025 11:46:40,1.17.0,certainty,4,4.07,1,1,Pellet,LeftANDRight,2,8,0,6,0,2.14,6585,nan,15
3/26/2025 13:07:27,1.17.0,certainty,4,4.07,nan,1,Left,LeftANDRight,3,8,0,6,0,nan,nan,182,nan
