MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/19/2025 11:29:54,1.17.0,baseline,4,3.54,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,371
2/19/2025 11:31:06,1.17.0,baseline,4,3.54,9,1,Pellet,LeftANDRight,0,1,0,1,0,54.70,nan,nan
2/19/2025 11:31:13,1.17.0,baseline,4,3.53,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,891
2/19/2025 11:31:19,1.17.0,baseline,4,3.53,1,1,Pellet,LeftANDRight,0,2,0,2,0,3.79,13,nan
2/19/2025 11:31:22,1.17.0,baseline,4,3.53,nan,1,Right,LeftANDRight,0,3,0,2,0,nan,nan,457
2/19/2025 11:31:24,1.17.0,baseline,4,3.53,1,1,Pellet,LeftANDRight,0,3,0,3,0,0.06,4,nan
2/19/2025 11:31:30,1.17.0,baseline,4,3.53,nan,1,Right,LeftANDRight,0,4,0,3,0,nan,nan,624
2/19/2025 11:31:44,1.17.0,baseline,4,3.53,2,1,Pellet,LeftANDRight,0,4,0,4,0,9.93,21,nan
2/19/2025 11:31:49,1.17.0,baseline,4,3.53,nan,1,Right,LeftANDRight,0,5,0,4,0,nan,nan,552
2/19/2025 11:31:55,1.17.0,baseline,4,3.53,2,1,Pellet,LeftANDRight,0,5,0,5,0,3.36,11,nan
2/19/2025 11:31:58,1.17.0,baseline,4,3.53,nan,1,Right,LeftANDRight,0,6,0,5,0,nan,nan,467
2/19/2025 11:32:33,1.17.0,baseline,4,3.53,4,1,Pellet,LeftANDRight,0,6,0,6,0,28.03,38,nan
2/19/2025 11:32:35,1.17.0,baseline,4,3.53,nan,1,Right,LeftANDRight,0,7,0,6,0,nan,nan,432
2/19/2025 11:32:53,1.17.0,baseline,4,3.53,7,1,Pellet,LeftANDRight,0,7,0,7,0,3.24,20,nan
2/19/2025 11:32:57,1.17.0,baseline,4,3.54,nan,1,Right,LeftANDRight,0,8,0,7,0,nan,nan,1329
2/19/2025 11:33:01,1.17.0,baseline,4,3.53,1,1,Pellet,LeftANDRight,0,8,0,8,0,1.77,8,nan
2/19/2025 11:33:15,1.17.0,baseline,4,3.53,nan,1,Right,LeftANDRight,0,9,0,8,0,nan,nan,472
2/19/2025 11:33:23,1.17.0,baseline,4,3.53,3,1,Pellet,LeftANDRight,0,9,0,9,0,2.26,22,nan
