MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/18/2025 11:20:20,1.17.0,baseline,4,3.79,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,559
2/18/2025 14:21:24,1.17.0,baseline,4,3.78,nan,1,RightWithPellet,LeftANDRight,0,2,0,0,0,nan,nan,17
2/18/2025 18:11:29,1.17.0,baseline,4,3.78,nan,1,RightWithPellet,LeftANDRight,0,3,0,0,0,nan,nan,73
2/18/2025 18:26:33,1.17.0,baseline,4,3.78,2,1,Pellet,LeftANDRight,0,3,0,1,0,Timed_out,nan,nan
2/19/2025 1:34:03,1.17.0,baseline,4,3.76,nan,1,Right,LeftANDRight,0,4,0,1,0,nan,nan,374
2/19/2025 1:37:37,1.17.0,baseline,4,3.76,2,1,Pellet,LeftANDRight,0,4,0,2,0,Timed_out,25864,nan
2/19/2025 1:45:08,1.17.0,baseline,4,3.76,nan,1,Right,LeftANDRight,0,5,0,2,0,nan,nan,11
2/19/2025 1:45:11,1.17.0,baseline,4,3.76,2,1,Pellet,LeftANDRight,0,5,0,3,0,1.28,454,nan
2/19/2025 1:48:14,1.17.0,baseline,4,3.77,nan,1,Right,LeftANDRight,0,6,0,3,0,nan,nan,1077
2/19/2025 1:48:56,1.17.0,baseline,4,3.77,1,1,Pellet,LeftANDRight,0,6,0,4,0,40.38,225,nan
2/19/2025 1:49:55,1.17.0,baseline,4,3.76,nan,1,Right,LeftANDRight,0,7,0,4,0,nan,nan,752
2/19/2025 1:50:07,1.17.0,baseline,4,3.77,2,1,Pellet,LeftANDRight,0,7,0,5,0,7.60,71,nan
2/19/2025 1:51:59,1.17.0,baseline,4,3.76,nan,1,Right,LeftANDRight,0,8,0,5,0,nan,nan,497
2/19/2025 1:52:02,1.17.0,baseline,4,3.77,1,1,Pellet,LeftANDRight,0,8,0,6,0,1.77,115,nan
2/19/2025 1:53:09,1.17.0,baseline,4,3.76,nan,1,Right,LeftANDRight,0,9,0,6,0,nan,nan,848
2/19/2025 1:53:13,1.17.0,baseline,4,3.76,2,1,Pellet,LeftANDRight,0,9,0,7,0,0.06,71,nan
2/19/2025 1:54:17,1.17.0,baseline,4,3.76,nan,1,Left,LeftANDRight,1,9,0,7,0,nan,nan,393
2/19/2025 1:54:33,1.17.0,baseline,4,3.77,7,1,Pellet,LeftANDRight,1,9,0,8,0,2.87,80,nan
2/19/2025 1:54:59,1.17.0,baseline,4,3.76,nan,1,Right,LeftANDRight,1,10,0,8,0,nan,nan,250
2/19/2025 1:55:05,1.17.0,baseline,4,3.77,2,1,Pellet,LeftANDRight,1,10,0,9,0,3.18,32,nan
2/19/2025 1:55:38,1.17.0,baseline,4,3.76,nan,1,Right,LeftANDRight,1,11,0,9,0,nan,nan,46
2/19/2025 1:55:42,1.17.0,baseline,4,3.77,2,1,Pellet,LeftANDRight,1,11,0,10,0,1.22,37,nan
