MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
15/10/2005 6:17:22,1.17.0,No-Uncertainty,4,3.76,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,478
15/10/2005 6:17:33,1.17.0,No-Uncertainty,4,3.76,1,1,Pellet,LeftANDRight,0,1,0,1,0,8.92,nan,nan
15/10/2005 6:24:48,1.17.0,No-Uncertainty,4,3.76,nan,1,Left,LeftANDRight,1,1,0,1,0,nan,nan,550
15/10/2005 6:30:54,1.17.0,No-Uncertainty,4,3.77,3,1,Pellet,LeftANDRight,1,1,0,2,0,Timed_out,801,nan
15/11/2005 11:08:25,1.17.0,No-Uncertainty,4,3.71,nan,1,Right,LeftANDRight,1,2,0,2,0,nan,nan,447
15/11/2005 19:01:39,1.17.0,No-Uncertainty,4,3.69,nan,1,LeftWithPellet,LeftANDRight,2,2,0,2,0,nan,nan,5
15/11/2005 19:01:52,1.17.0,No-Uncertainty,4,3.69,nan,1,LeftWithPellet,LeftANDRight,3,2,0,2,0,nan,nan,5
15/11/2005 19:13:11,1.17.0,No-Uncertainty,4,3.68,nan,1,LeftWithPellet,LeftANDRight,4,2,0,2,0,nan,nan,8
15/11/2005 19:13:12,1.17.0,No-Uncertainty,4,3.69,nan,1,LeftWithPellet,LeftANDRight,5,2,0,2,0,nan,nan,22
15/11/2005 19:39:14,1.17.0,No-Uncertainty,4,3.68,nan,1,LeftWithPellet,LeftANDRight,6,2,0,2,0,nan,nan,4105
15/11/2005 19:39:18,1.17.0,No-Uncertainty,4,3.69,nan,1,LeftWithPellet,LeftANDRight,7,2,0,2,0,nan,nan,3353
15/11/2005 19:39:21,1.17.0,No-Uncertainty,4,3.69,nan,1,LeftWithPellet,LeftANDRight,8,2,0,2,0,nan,nan,1454
15/11/2005 19:40:56,1.17.0,No-Uncertainty,4,3.69,nan,1,LeftWithPellet,LeftANDRight,9,2,0,2,0,nan,nan,308
15/11/2005 19:41:04,1.17.0,No-Uncertainty,4,3.69,nan,1,LeftWithPellet,LeftANDRight,10,2,0,2,0,nan,nan,95
15/11/2005 19:41:21,1.17.0,No-Uncertainty,4,3.69,nan,1,LeftWithPellet,LeftANDRight,11,2,0,2,0,nan,nan,10
15/11/2005 19:41:22,1.17.0,No-Uncertainty,4,3.68,nan,1,LeftWithPellet,LeftANDRight,12,2,0,2,0,nan,nan,95
15/11/2005 19:41:22,1.17.0,No-Uncertainty,4,3.68,nan,1,LeftWithPellet,LeftANDRight,13,2,0,2,0,nan,nan,63
