MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/18/2025 11:15:13,1.17.0,baseline,3,3.70,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,646
2/18/2025 11:21:07,1.17.0,baseline,3,3.70,3,1,Pellet,LeftANDRight,0,1,0,1,0,Timed_out,nan,nan
2/18/2025 12:16:57,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,485
2/18/2025 12:17:00,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,0,2,0,2,0,0.91,3353,nan
2/18/2025 12:17:15,1.17.0,baseline,3,3.70,nan,1,Right,LeftANDRight,0,3,0,2,0,nan,nan,699
2/18/2025 12:17:27,1.17.0,baseline,3,3.70,1,1,Pellet,LeftANDRight,0,3,0,3,0,10.24,27,nan
2/18/2025 12:17:50,1.17.0,baseline,3,3.70,nan,1,Right,LeftANDRight,0,4,0,3,0,nan,nan,563
2/18/2025 12:17:52,1.17.0,baseline,3,3.70,2,1,Pellet,LeftANDRight,0,4,0,4,0,0.36,25,nan
2/18/2025 12:18:15,1.17.0,baseline,3,3.70,nan,1,Right,LeftANDRight,0,5,0,4,0,nan,nan,749
2/18/2025 12:18:17,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,0,5,0,5,0,0.61,25,nan
2/18/2025 12:18:48,1.17.0,baseline,3,3.70,nan,1,Right,LeftANDRight,0,6,0,5,0,nan,nan,53
2/18/2025 12:18:51,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,0,6,0,6,0,0.73,34,nan
2/18/2025 12:26:58,1.17.0,baseline,3,3.70,nan,1,Right,LeftANDRight,0,7,0,6,0,nan,nan,0
2/18/2025 12:27:01,1.17.0,baseline,3,3.70,1,1,Pellet,LeftANDRight,0,7,0,7,0,1.16,490,nan
2/18/2025 13:06:50,1.17.0,baseline,3,3.70,nan,1,Right,LeftANDRight,0,8,0,7,0,nan,nan,347
2/18/2025 13:06:55,1.17.0,baseline,3,3.70,1,1,Pellet,LeftANDRight,0,8,0,8,0,3.24,2394,nan
2/18/2025 13:07:19,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,9,0,8,0,nan,nan,619
2/18/2025 13:07:24,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,0,9,0,9,0,0.48,29,nan
2/18/2025 13:07:54,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,10,0,9,0,nan,nan,402
2/18/2025 13:07:56,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,0,10,0,10,0,0.36,32,nan
2/18/2025 13:59:42,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,11,0,10,0,nan,nan,93
2/18/2025 13:59:44,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,0,11,0,11,0,0.42,3108,nan
2/18/2025 14:00:17,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,12,0,11,0,nan,nan,560
2/18/2025 14:01:03,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,0,12,0,12,0,44.42,79,nan
2/18/2025 14:32:45,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,13,0,12,0,nan,nan,45
2/18/2025 14:32:49,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,0,13,0,13,0,2.63,1906,nan
2/18/2025 14:33:14,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,14,0,13,0,nan,nan,35
2/18/2025 14:33:16,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,0,14,0,14,0,0.30,27,nan
2/18/2025 14:33:48,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,15,0,14,0,nan,nan,59
2/18/2025 14:33:51,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,0,15,0,15,0,0.85,35,nan
2/18/2025 15:02:14,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,16,0,15,0,nan,nan,286
2/18/2025 15:02:18,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,0,16,0,16,0,2.14,1707,nan
2/18/2025 15:02:48,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,0,17,0,16,0,nan,nan,192
2/18/2025 15:02:51,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,0,17,0,17,0,0.48,33,nan
2/18/2025 15:08:14,1.17.0,baseline,3,3.69,nan,1,Left,LeftANDRight,1,17,0,17,0,nan,nan,325
2/18/2025 15:08:18,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,1,17,0,18,0,0.30,327,nan
2/18/2025 16:00:06,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,1,18,0,18,0,nan,nan,377
2/18/2025 16:00:08,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,1,18,0,19,0,0.42,3110,nan
2/18/2025 16:00:31,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,1,19,0,19,0,nan,nan,180
2/18/2025 16:00:33,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,1,19,0,20,0,0.36,25,nan
2/18/2025 16:01:18,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,1,20,0,20,0,nan,nan,609
2/18/2025 16:01:21,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,1,20,0,21,0,0.67,47,nan
2/18/2025 16:01:37,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,1,21,0,21,0,nan,nan,239
2/18/2025 16:01:37,1.17.0,baseline,3,3.69,nan,1,RightinTimeout,LeftANDRight,1,22,0,21,0,nan,nan,0
2/18/2025 16:01:41,1.17.0,baseline,3,3.69,3,1,Pellet,LeftANDRight,1,22,0,22,0,0.06,21,nan
2/18/2025 16:03:46,1.17.0,baseline,3,3.69,nan,1,Left,LeftANDRight,2,22,0,22,0,nan,nan,136
2/18/2025 16:03:47,1.17.0,baseline,3,3.69,nan,1,LeftinTimeOut,LeftANDRight,3,22,0,22,0,nan,nan,nan
2/18/2025 16:03:51,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,3,22,0,23,0,2.82,130,nan
2/18/2025 17:01:11,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,3,23,0,23,0,nan,nan,67
2/18/2025 17:01:13,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,3,23,0,24,0,0.30,3442,nan
2/18/2025 17:01:35,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,3,24,0,24,0,nan,nan,130
2/18/2025 17:01:49,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,3,24,0,25,0,12.15,36,nan
2/18/2025 17:02:34,1.17.0,baseline,3,3.68,nan,1,Right,LeftANDRight,3,25,0,25,0,nan,nan,318
2/18/2025 17:02:36,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,3,25,0,26,0,0.30,47,nan
2/18/2025 17:40:48,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,3,26,0,26,0,nan,nan,407
2/18/2025 17:40:51,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,3,26,0,27,0,0.48,2295,nan
2/18/2025 17:41:09,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,3,27,0,27,0,nan,nan,148
2/18/2025 17:41:12,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,3,27,0,28,0,0.30,20,nan
2/18/2025 17:41:28,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,3,28,0,28,0,nan,nan,32
2/18/2025 17:41:31,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,3,28,0,29,0,0.85,20,nan
2/18/2025 17:42:05,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,3,29,0,29,0,nan,nan,228
2/18/2025 17:42:06,1.17.0,baseline,3,3.69,nan,1,RightinTimeout,LeftANDRight,3,30,0,29,0,nan,nan,0
2/18/2025 17:42:06,1.17.0,baseline,3,3.69,nan,1,RightinTimeout,LeftANDRight,3,30,0,29,0,nan,nan,296
2/18/2025 17:42:08,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,3,30,0,30,0,1.10,37,nan
2/18/2025 17:43:05,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,3,31,0,30,0,nan,nan,1248
2/18/2025 17:43:08,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,3,31,0,31,0,0.48,59,nan
2/18/2025 18:40:31,1.17.0,baseline,3,3.69,nan,1,Left,LeftANDRight,4,31,0,31,0,nan,nan,419
2/18/2025 18:40:33,1.17.0,baseline,3,3.67,nan,1,LeftWithPellet,LeftANDRight,5,31,0,31,0,nan,nan,59
2/18/2025 18:40:36,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,5,31,0,32,0,3.60,3449,nan
2/18/2025 18:41:01,1.17.0,baseline,3,3.69,nan,1,Left,LeftANDRight,6,31,0,32,0,nan,nan,0
2/18/2025 18:41:01,1.17.0,baseline,3,3.69,nan,1,LeftinTimeOut,LeftANDRight,7,31,0,32,0,nan,nan,nan
2/18/2025 18:41:02,1.17.0,baseline,3,3.69,nan,1,LeftinTimeOut,LeftANDRight,7,31,0,32,0,nan,nan,nan
2/18/2025 18:41:04,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,7,31,0,33,0,0.67,28,nan
2/18/2025 19:02:34,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,7,32,0,33,0,nan,nan,102
2/18/2025 19:02:38,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,7,32,0,34,0,1.89,1294,nan
2/18/2025 19:02:58,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,7,33,0,34,0,nan,nan,333
2/18/2025 19:03:00,1.17.0,baseline,3,3.69,2,1,Pellet,LeftANDRight,7,33,0,35,0,0.24,22,nan
2/18/2025 19:03:12,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,7,34,0,35,0,nan,nan,177
2/18/2025 19:03:14,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,7,34,0,36,0,0.48,14,nan
2/18/2025 19:04:07,1.17.0,baseline,3,3.69,nan,1,Left,LeftANDRight,8,34,0,36,0,nan,nan,379
2/18/2025 19:04:13,1.17.0,baseline,3,3.68,3,1,Pellet,LeftANDRight,8,34,0,37,0,0.06,59,nan
2/18/2025 19:04:34,1.17.0,baseline,3,3.69,nan,1,Left,LeftANDRight,9,34,0,37,0,nan,nan,42
2/18/2025 19:04:37,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,9,34,0,38,0,1.03,24,nan
2/18/2025 19:47:47,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,9,35,0,38,0,nan,nan,384
2/18/2025 19:47:50,1.17.0,baseline,3,3.68,1,1,Pellet,LeftANDRight,9,35,0,39,0,0.48,2593,nan
2/18/2025 19:48:02,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,9,36,0,39,0,nan,nan,186
2/18/2025 19:48:03,1.17.0,baseline,3,3.69,nan,1,RightinTimeout,LeftANDRight,9,37,0,39,0,nan,nan,0
2/18/2025 19:48:03,1.17.0,baseline,3,3.69,nan,1,RightinTimeout,LeftANDRight,9,37,0,39,0,nan,nan,300
2/18/2025 19:48:05,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,9,37,0,40,0,0.36,14,nan
2/18/2025 19:48:18,1.17.0,baseline,3,3.68,nan,1,Right,LeftANDRight,9,38,0,40,0,nan,nan,199
2/18/2025 19:48:21,1.17.0,baseline,3,3.68,1,1,Pellet,LeftANDRight,9,38,0,41,0,0.42,17,nan
2/18/2025 19:48:44,1.17.0,baseline,3,3.68,nan,1,Left,LeftANDRight,10,38,0,41,0,nan,nan,53
2/18/2025 19:48:47,1.17.0,baseline,3,3.69,1,1,Pellet,LeftANDRight,10,38,0,42,0,1.16,26,nan
2/18/2025 19:49:10,1.17.0,baseline,3,3.69,nan,1,Right,LeftANDRight,10,39,0,42,0,nan,nan,338
