1/10/2005 2:17:07,1.16.3,Free_feed,0,3.67,10,0,Pellet,Left,0,0,3,0,Timed_out,3769,nan
1/10/2005 2:17:25,1.16.3,Free_feed,0,3.67,1,0,Pellet,Left,0,0,4,0,6.08,18,nan
