MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL
,NZO/HlLtJ,69,,,,,F,CHOW,229.76,183.39,51.4,11/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,70,,,,,F,CHOW,214.82,192.6,48.1,11/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,71,,,,,F,CHOW,157.8,131.25,59.9,11/18/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,49,,,,,F,CHOW,219.61,207.02,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,50,,,,,F,CHOW,177.89,164.01,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,51,,,,,F,CHOW,174,152.8,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,52,,,,,F,CHOW,225.73,211.41,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,53,,,,,F,CHOW,231.14,219.06,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,54,,,,,F,CHOW,232.44,220.95,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,55,,,,,F,CHOW,137.01,124.49,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,56,,,,,F,CHOW,192,182.11,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,57,,,,,F,CHOW,159.11,148.51,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,58,,,,,F,CHOW,196.11,186.05,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,59,,,,,F,CHOW,192.15,180.72,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,60,,,,,F,CHOW,172.82,161.76,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,61,,,,,F,CHOW,245.45,231.3,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,62,,,,,F,CHOW,232.46,218.61,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,63,,,,,F,CHOW,173.6,160.74,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,64,,,,,F,CHOW,251.39,236.68,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,65,,,,,F,CHOW,193.39,177.07,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,66,,,,,F,CHOW,214.4,197.4,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,67,,,,,F,CHOW,189.01,173.6,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,68,,,,,F,CHOW,175.49,159.7,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,69,,,,,F,CHOW,183.39,167.73,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,70,,,,,F,CHOW,192.6,177.62,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,71,,,,,F,CHOW,131.25,112.5,,11/21/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,49,,,,,F,CHOW,,,22.9,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,50,,,,,F,CHOW,,,23.5,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,51,,,,,F,CHOW,,,23,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,52,,,,,F,CHOW,,,21.8,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,53,,,,,F,CHOW,,,24.3,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,54,,,,,F,CHOW,,,23.7,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,55,,,,,F,CHOW,,,23.6,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,56,,,,,F,CHOW,,,23,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,57,,,,,F,CHOW,,,22.3,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,58,,,,,F,CHOW,,,22.2,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,59,,,,,F,CHOW,,,22.1,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,60,,,,,F,CHOW,,,24.1,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,61,,,,,F,CHOW,,,50.4,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,62,,,,,F,CHOW,,,49.2,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,63,,,,,F,CHOW,,,50.3,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,64,,,,,F,CHOW,,,46.8,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,65,,,,,F,CHOW,,,57,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,66,,,,,F,CHOW,,,61.6,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,67,,,,,F,CHOW,,,47.1,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,68,,,,,F,CHOW,,,54.4,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,69,,,,,F,CHOW,,,49.4,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,70,,,,,F,CHOW,,,46.6,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,71,,,,,F,CHOW,,,57.3,11/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,49,,,,,F,CHOW,207.02,181.31,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,50,,,,,F,CHOW,164.01,138.09,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,51,,,,,F,CHOW,152.8,132.02,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,52,,,,,F,CHOW,211.41,189.67,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,53,,,,,F,CHOW,219.06,192.45,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,54,,,,,F,CHOW,220.95,195.59,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,55,,,,,F,CHOW,124.49,94.46,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,56,,,,,F,CHOW,182.11,158.87,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,57,,,,,F,CHOW,148.51,122,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,58,,,,,F,CHOW,186.05,161.19,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,59,,,,,F,CHOW,180.72,154.68,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,60,,,,,F,CHOW,161.76,136.03,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,61,,,,,F,CHOW,231.3,197.15,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,62,,,,,F,CHOW,218.61,184.82,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,63,,,,,F,CHOW,160.74,126.77,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,64,,,,,F,CHOW,236.68,204.36,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,65,,,,,F,CHOW,177.07,136.38,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,66,,,,,F,CHOW,197.4,156.58,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,67,,,,,F,CHOW,173.6,138.22,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,68,,,,,F,CHOW,159.7,127.57,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,69,,,,,F,CHOW,167.73,130.09,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,70,,,,,F,CHOW,177.62,140.64,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,71,,,,,F,CHOW,112.5,70.34,,11/28/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,49,,,,,F,CHOW,,,22.9,12/2/22,,380.36,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,50,,,,,F,CHOW,,,23.5,12/2/22,,378.95,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,51,,,,,F,CHOW,,,23,12/2/22,,340.16,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,52,,,,,F,CHOW,,,21.8,12/2/22,,378.4,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,53,,,,,F,CHOW,,,24.3,12/2/22,,363.17,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,54,,,,,F,CHOW,,,23.7,12/2/22,,376.3,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,55,,,,,F,CHOW,,,23.6,12/2/22,,364.81,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,56,,,,,F,CHOW,,,23,12/2/22,,384.25,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,57,,,,,F,CHOW,,,22.3,12/2/22,,350.4,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,58,,,,,F,CHOW,,,22.2,12/2/22,,374.45,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,59,,,,,F,CHOW,,,22.1,12/2/22,,349.59,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,60,,,,,F,CHOW,,,24.1,12/2/22,,347.34,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,61,,,,,F,CHOW,,,50.4,12/2/22,,368.24,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,62,,,,,F,CHOW,,,49.2,12/2/22,,375.02,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,63,,,,,F,CHOW,,,50.3,12/2/22,,355.36,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,64,,,,,F,CHOW,,,46.8,12/2/22,,383.68,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,65,,,,,F,CHOW,,,57,12/2/22,,362.17,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,66,,,,,F,CHOW,,,61.6,12/2/22,,336.63,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,67,,,,,F,CHOW,,,47.1,12/2/22,,335.24,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,68,,,,,F,CHOW,,,54.4,12/2/22,,394.9,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,69,,,,,F,CHOW,,,49.4,12/2/22,,370.7,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,70,,,,,F,CHOW,,,46.6,12/2/22,,355.2,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,71,,,,,F,CHOW,,,57.3,12/2/22,,349.14,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,49,,,,,F,CHOW,380.36,354.66,22.8,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,50,,,,,F,CHOW,378.95,360.15,22.4,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,51,,,,,F,CHOW,340.16,313.07,22.5,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,52,,,,,F,CHOW,378.4,359.28,21.2,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,53,,,,,F,CHOW,363.17,325.25,24,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,54,,,,,F,CHOW,376.3,357.75,23,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,55,,,,,F,CHOW,364.81,320.69,23.4,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,56,,,,,F,CHOW,384.25,370.6,23,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,57,,,,,F,CHOW,350.4,330.56,21.4,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,58,,,,,F,CHOW,374.45,357.92,21.2,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,59,,,,,F,CHOW,349.59,326.3,21.7,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,C57BL/6J,60,,,,,F,CHOW,347.34,325.02,23,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,61,,,,,F,CHOW,368.24,345.86,50.9,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,62,,,,,F,CHOW,375.02,349.52,50,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,63,,,,,F,CHOW,355.36,326.58,49.9,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,64,,,,,F,CHOW,383.68,360.01,47.8,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,65,,,,,F,CHOW,362.17,339.93,58.2,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,66,,,,,F,CHOW,336.63,333.72,62.7,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,67,,,,,F,CHOW,335.24,312.79,47,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,68,,,,,F,CHOW,394.9,365.8,53.4,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,69,,,,,F,CHOW,370.7,344.8,51.8,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,70,,,,,F,CHOW,355.2,329.86,47.3,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
,NZO/HlLtJ,71,,,,,F,CHOW,349.14,314.69,59.9,12/7/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,
