MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,322.91,315.81,24.22,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,C2,370-F,1/7/25,M,CHOW,283.69,275.48,22.87,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,285.14,250.04,26.83,3/17/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201002,C57BL/6J,8096,6B,B6,370-F,1/7/25,M,CHOW,271.85,252.45,22.73,3/17/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201003,C57BL/6J,8095,6B,C6,370-F,1/7/25,M,CHOW,257.85,220.55,26.94,3/17/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588103,C57BL/6J,8103,6B,D6,370-F,1/7/25,M,CHOW,333.06,302.41,22.82,3/17/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588102,C57BL/6J,8102,6B,E6,370-F,1/7/25,M,CHOW,267.03,243.9,23.57,3/17/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588101,C57BL/6J,8101,6B,F6,370-F,1/7/25,M,CHOW,316.4,296.83,24.52,3/17/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588100,C57BL/6J,8100,6B,G6,370-F,1/7/25,M,CHOW,282.69,262.53,24.26,3/17/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,315.81,290.73,25.15,3/17/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,B7,370-F,1/7/25,M,CHOW,275.48,254.5,23.48,3/17/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,250.04,227.67,28.16,3/21/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201002,C57BL/6J,8096,6B,B6,370-F,1/7/25,M,CHOW,252.45,238.13,22.9,3/21/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201003,C57BL/6J,8095,6B,C6,370-F,1/7/25,M,CHOW,220.55,189,27.85,3/21/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588103,C57BL/6J,8103,6B,D6,370-F,1/7/25,M,CHOW,302.41,282.77,23.32,3/21/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588102,C57BL/6J,8102,6B,E6,370-F,1/7/25,M,CHOW,243.9,227.6,24.46,3/21/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588101,C57BL/6J,8101,6B,F6,370-F,1/7/25,M,CHOW,296.83,282.16,24.71,3/21/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588100,C57BL/6J,8100,6B,G6,370-F,1/7/25,M,CHOW,262.53,247.97,24.52,3/21/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,290.73,272.14,25.95,3/21/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,B7,370-F,1/7/25,M,CHOW,254.5,239.33,24.06,3/21/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,227.67,212.89,28.75,3/24/25,moving_slow,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201002,C57BL/6J,8096,6B,B6,370-F,1/7/25,M,CHOW,238.13,227.02,23.3,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201003,C57BL/6J,8095,6B,C6,370-F,1/7/25,M,CHOW,189,171.99,28.38,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588103,C57BL/6J,8103,6B,D6,370-F,1/7/25,M,CHOW,282.77,270.37,23.74,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588102,C57BL/6J,8102,6B,E6,370-F,1/7/25,M,CHOW,227.6,215.92,24.32,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588101,C57BL/6J,8101,6B,F6,370-F,1/7/25,M,CHOW,282.16,270.17,25.08,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588100,C57BL/6J,8100,6B,G6,370-F,1/7/25,M,CHOW,247.97,237.33,24.53,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,272.14,257.33,26.17,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,B7,370-F,1/7/25,M,CHOW,239.33,228.85,23.5,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,212.89,204.49,29.09,3/26/25,moving_slow,300.06,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201002,C57BL/6J,8096,6B,B6,370-F,1/7/25,M,CHOW,227.02,219.32,23.39,3/26/25,,299.04,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201003,C57BL/6J,8095,6B,C6,370-F,1/7/25,M,CHOW,171.99,163.96,28.54,3/26/25,,319.96,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588103,C57BL/6J,8103,6B,D6,370-F,1/7/25,M,CHOW,270.37,262.56,23.48,3/26/25,,352.31,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588102,C57BL/6J,8102,6B,E6,370-F,1/7/25,M,CHOW,215.92,206.22,24.11,3/26/25,,310.29,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588101,C57BL/6J,8101,6B,F6,370-F,1/7/25,M,CHOW,270.17,261.85,25.25,3/26/25,,333.25,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588100,C57BL/6J,8100,6B,G6,370-F,1/7/25,M,CHOW,237.33,229.36,24.7,3/26/25,,287.29,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,257.33,246.35,26.46,3/26/25,,326.25,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,B7,370-F,1/7/25,M,CHOW,228.85,221.51,23.89,3/26/25,,328.43,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,300.06,283.25,28.7,3/28/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201002,C57BL/6J,8096,6B,B6,370-F,1/7/25,M,CHOW,299.04,299.3,24.09,3/28/25,hair_missing_on_right_leg_otherwise_healthy,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201003,C57BL/6J,8095,6B,C6,370-F,1/7/25,M,CHOW,319.96,307.33,28.49,3/28/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588103,C57BL/6J,8103,6B,D6,370-F,1/7/25,M,CHOW,352.31,340.99,23.6,3/28/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588102,C57BL/6J,8102,6B,E6,370-F,1/7/25,M,CHOW,310.29,297.35,24.67,3/28/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588101,C57BL/6J,8101,6B,F6,370-F,1/7/25,M,CHOW,333.25,322.1,25.52,3/28/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588100,C57BL/6J,8100,6B,G6,370-F,1/7/25,M,CHOW,287.29,277.89,25.3,3/28/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,326.25,310.23,26.8,3/28/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,B7,370-F,1/7/25,M,CHOW,328.43,317.87,23.75,3/28/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,283.25,256.19,29.15,3/31/25,,256.19,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201002,C57BL/6J,8096,6B,B6,370-F,1/7/25,M,CHOW,299.3,274.94,24.56,3/31/25,,274.94,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201003,C57BL/6J,8095,6B,C6,370-F,1/7/25,M,CHOW,307.33,271.14,29.27,3/31/25,,271.14,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588103,C57BL/6J,8103,6B,D6,370-F,1/7/25,M,CHOW,340.99,326.22,23.97,3/31/25,,326.22,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588102,C57BL/6J,8102,6B,E6,370-F,1/7/25,M,CHOW,297.35,274.55,24.79,3/31/25,,274.55,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588101,C57BL/6J,8101,6B,F6,370-F,1/7/25,M,CHOW,322.1,309.35,25.39,3/31/25,,309.35,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588100,C57BL/6J,8100,6B,G6,370-F,1/7/25,M,CHOW,277.89,264.46,25.38,3/31/25,,264.46,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,310.23,288.17,27.24,3/31/25,,288.17,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,B7,370-F,1/7/25,M,CHOW,317.87,305.66,24.05,3/31/25,,305.66,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,256.19,244.58,29.32,4/2/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201002,C57BL/6J,8096,6B,B6,370-F,1/7/25,M,CHOW,274.94,263.48,24.59,4/2/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201003,C57BL/6J,8095,6B,C6,370-F,1/7/25,M,CHOW,271.14,251.88,29.76,4/2/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588103,C57BL/6J,8103,6B,D6,370-F,1/7/25,M,CHOW,326.22,317.62,24.65,4/2/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588102,C57BL/6J,8102,6B,E6,370-F,1/7/25,M,CHOW,274.55,261.23,24.91,4/2/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588101,C57BL/6J,8101,6B,F6,370-F,1/7/25,M,CHOW,309.35,301.5,25.6,4/2/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588100,C57BL/6J,8100,6B,G6,370-F,1/7/25,M,CHOW,264.46,252.78,25.81,4/2/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,288.17,276.63,27.65,4/2/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,B7,370-F,1/7/25,M,CHOW,305.66,298.17,24.04,4/2/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,244.58,234.88,30.25,4/4/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201002,C57BL/6J,8096,6B,B6,370-F,1/7/25,M,CHOW,263.48,255.68,24.85,4/4/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201003,C57BL/6J,8095,6B,C6,370-F,1/7/25,M,CHOW,251.88,236.21,30.08,4/4/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588103,C57BL/6J,8103,6B,D6,370-F,1/7/25,M,CHOW,317.62,310.04,24.84,4/4/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588102,C57BL/6J,8102,6B,E6,370-F,1/7/25,M,CHOW,261.23,251.58,25.04,4/4/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588101,C57BL/6J,8101,6B,F6,370-F,1/7/25,M,CHOW,301.5,293.03,26.12,4/4/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588100,C57BL/6J,8100,6B,G6,370-F,1/7/25,M,CHOW,252.78,244.61,26.14,4/4/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,276.63,261.21,27.75,4/4/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,B7,370-F,1/7/25,M,CHOW,298.17,290.08,24.8,4/4/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,234.88,219.92,30.78,4/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201002,C57BL/6J,8096,6B,B6,370-F,1/7/25,M,CHOW,255.68,243.61,24.83,4/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201003,C57BL/6J,8095,6B,C6,370-F,1/7/25,M,CHOW,236.21,210.63,30.94,4/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588103,C57BL/6J,8103,6B,D6,370-F,1/7/25,M,CHOW,310.04,296.21,25.23,4/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588102,C57BL/6J,8102,6B,E6,370-F,1/7/25,M,CHOW,251.58,229.95,25.21,4/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588101,C57BL/6J,8101,6B,F6,370-F,1/7/25,M,CHOW,293.03,281.67,25.38,4/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588100,C57BL/6J,8100,6B,G6,370-F,1/7/25,M,CHOW,244.61,231.48,26.6,4/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588099,C57BL/6J,8099,6B,A7,370-F,1/7/25,M,CHOW,261.21,243.27,28.55,4/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
B00002588098,C57BL/6J,8098,6B,B7,370-F,1/7/25,M,CHOW,290.08,278.52,24.93,4/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
2489201001,C57BL/6J,8097,6B,A6,370-F,1/7/25,M,CHOW,219.92,187.1,31.15,4/14/25,,306.04,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2303-40942A
