MICE_ID_RAR_INDIVIDUAL,ID,STRAIN,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
,9415,CD1,6A,,370-F,7/13/25,M,LFD,15.66,6.86,44.2,10/29/25,,14.16,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,14.43,4.86,43.8,10/29/25,,15.56,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,12.01,4.24,,10/31/25,,16.35,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,11.48,4.63,,10/31/25,,14.32,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,15.17,9.86,,10/31/25,,13.6,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,12.62,5.46,,10/31/25,,14.03,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,12.46,5.36,,10/31/25,,13.81,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,13.24,7.78,,10/31/25,,16.02,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,13.56,7.62,,10/31/25,,14.17,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,15.56,10.07,,10/31/25,,15.59,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,15.9,8.74,,10/31/25,,13.73,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,16.41,9.19,,10/31/25,,13.64,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,15.4,6.79,,10/31/25,,14.57,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,14.41,5.62,,10/31/25,,15.99,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,14.22,8.78,,10/31/25,,14.96,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,14.16,6.98,,10/31/25,,14.58,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,15.56,9.59,,10/31/25,,16.37,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,16.35,6,,11/3/25,,14.54,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,14.32,6.58,,11/3/25,,12.53,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,13.6,5.78,,11/3/25,,13.31,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,14.03,4.92,,11/3/25,,13.75,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,13.81,3.95,,11/3/25,,13.89,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,16.02,5.05,,11/3/25,,13.96,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,14.17,4.53,,11/3/25,,12.45,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,15.59,5.29,,11/3/25,,15,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,13.73,1.57,,11/3/25,,16.08,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,13.64,3.46,,11/3/25,,14.62,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,14.57,0,,11/3/25,,18.62,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,15.99,3.14,,11/3/25,,14.87,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,14.96,3.37,,11/3/25,,16.45,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,14.58,2.09,,11/3/25,,15.23,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,16.37,5.77,,11/3/25,,14.01,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,14.54,7.83,35.1,11/5/25,,12.62,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,12.53,6.99,42.4,11/5/25,,10.22,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,13.31,7.13,34.29,11/5/25,,11.43,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,13.75,6.14,47.6,11/5/25,,14.64,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,13.89,6.57,59.63,11/5/25,,14.55,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,13.96,6.18,35.45,11/5/25,,13.64,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,12.45,6.42,39.65,11/5/25,,14.76,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,15,5.76,45.73,11/5/25,,15.16,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,16.08,8.33,37.58,11/5/25,,14.29,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,14.62,6.69,28.51,11/5/25,,14.4,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,18.62,8.01,25.72,11/5/25,,14.98,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,14.87,6.39,31.61,11/5/25,,15.29,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,16.45,10.51,28.1,11/5/25,,13.17,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,15.23,7.61,44.42,11/5/25,,14.26,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,14.01,7.92,41.95,11/5/25,,13.21,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,12.62,5.3,,11/7/25,,12.62,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,10.22,4.4,,11/7/25,,14.46,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,11.43,6.29,,11/7/25,,17.47,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,14.64,7.48,,11/7/25,,17.08,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,14.55,7.89,,11/7/25,,18.85,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,13.64,6.14,,11/7/25,,17.73,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,14.76,7.5,,11/7/25,,16.92,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,15.16,7,,11/7/25,,17.3,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,14.29,6.94,,11/7/25,,16.93,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,14.4,7.5,,11/7/25,,19.69,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,14.98,3.94,,11/7/25,,19.46,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,15.29,8.28,,11/7/25,,19.67,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,13.17,4.24,,11/7/25,,17.99,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,14.26,6.26,,11/7/25,,18.97,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,13.21,5.99,,11/7/25,,17.58,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,12.62,1.11,,11/10/25,,18.28,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,14.46,5.8,,11/10/25,,17.28,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,17.47,9.9,,11/10/25,,18.96,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,17.08,7.14,,11/10/25,,17.18,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,18.85,8.35,,11/10/25,,15.76,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,17.73,10.79,,11/10/25,,17.19,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,16.92,7.7,,11/10/25,,18.29,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,17.3,5.93,,11/10/25,,14.24,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,16.93,6.07,,11/10/25,,17.43,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,19.69,9.76,,11/10/25,,17.27,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,19.46,6.36,,11/10/25,,15.06,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,19.67,9.24,,11/10/25,,15.68,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,17.99,8.28,,11/10/25,,17.12,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,18.97,8,,11/10/25,,17.46,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,17.58,8.88,,11/10/25,,17.33,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,18.28,11,37.13,11/12/25,,15.68,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,17.28,10.12,45.1,11/12/25,,19.1,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,18.96,12.66,34.84,11/12/25,,18.17,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,17.18,9.34,50.09,11/12/25,,17.05,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,15.76,8.16,61.45,11/12/25,,16.45,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,17.19,11.31,34.45,11/12/25,,18.3,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,18.29,10.7,41.93,11/12/25,,15.53,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,14.24,7.43,46.9,11/12/25,,15.72,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,17.43,8.12,40.29,11/12/25,,15.38,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,17.27,8.72,29.95,11/12/25,,17.84,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,15.06,4.28,26.61,11/12/25,,14.44,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,15.68,5.7,34.05,11/12/25,,17.26,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,17.12,9.04,30.1,11/12/25,,16.03,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,17.46,9.37,44.96,11/12/25,,16.16,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,17.33,8.19,44.49,11/12/25,,15.4,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,15.68,9.04,,11/14/25,,13.19,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,19.1,12.92,,11/14/25,,14.96,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,18.17,13.7,,11/14/25,,17.55,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,17.05,9.85,,11/14/25,,18.02,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,16.45,9.23,,11/14/25,,15.02,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,18.3,13.17,,11/14/25,,15.72,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,15.53,9.05,,11/14/25,,17.06,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,15.72,6.53,,11/14/25,,18.12,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,15.38,9.18,,11/14/25,,16.86,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,17.84,12.7,,11/14/25,,17.4,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,14.44,3.9,,11/14/25,,18.5,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,17.26,9.87,,11/14/25,,19.27,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,16.03,8.68,,11/14/25,,16.47,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,16.16,10.2,,11/14/25,,18.42,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,15.4,8.29,,11/14/25,,16.08,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,13.19,2.89,,11/17/25,,14.3,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,14.96,7.03,,11/17/25,,14.05,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,17.55,9.54,,11/17/25,,14.33,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,18.02,8.48,,11/17/25,,13.17,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,15.02,5.48,,11/17/25,,14.33,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,15.72,7.85,,11/17/25,,14.09,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,17.06,7.65,,11/17/25,,14.09,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,18.12,9.18,,11/17/25,,13.55,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,16.86,5.5,,11/17/25,,14.04,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,17.4,6.61,,11/17/25,,14.14,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,18.5,3.04,,11/17/25,,16.81,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,19.27,9.37,,11/17/25,,15.84,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,16.47,6.94,,11/17/25,,13.2,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,18.42,6.91,,11/17/25,,14,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,16.08,7.1,,11/17/25,,16.54,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,14.3,8.89,36.84,11/19/25,,10.63,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,14.05,9.09,44.11,11/19/25,,11.12,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,14.33,10.36,32,11/19/25,,10.11,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,13.17,7.31,50.76,11/19/25,,11.5,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,14.33,8.8,60,11/19/25,,11.8,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,14.09,9.48,32.12,11/19/25,,10.11,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,14.09,8.16,41.62,11/19/25,,10.77,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,13.55,8.46,45.97,11/19/25,,13.79,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,14.04,6.52,38.12,11/19/25,,12.32,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,14.14,6.69,27.67,11/19/25,,12.8,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,16.81,6.92,26.12,11/19/25,,12.69,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,15.84,7.75,30.91,11/19/25,,12.63,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,13.2,6.27,28.95,11/19/25,,13.58,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,14,7.03,44.52,11/19/25,,12.89,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,16.54,11.17,41.27,11/19/25,,13.46,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,10.63,4.2,,11/21/25,,13.64,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,11.12,0,,11/21/25,,20.68,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,10.11,4.92,,11/21/25,,17.66,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,11.5,5.06,,11/21/25,,16.28,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,11.8,5.89,,11/21/25,,14.12,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,10.11,4.36,,11/21/25,,17.88,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,10.77,4.3,,11/21/25,,14.75,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,13.79,5.88,,11/21/25,,18.4,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,12.32,3.72,,11/21/25,,16.7,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,12.8,4.76,,11/21/25,,16.35,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,12.69,2.28,,11/21/25,,17.94,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,12.63,2.79,,11/21/25,,19.04,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,13.58,6.66,,11/21/25,,16.05,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,12.89,5.71,,11/21/25,,15.51,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,13.46,4.54,,11/21/25,,18.22,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,13.64,3.41,,11/24/25,,17.39,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,20.68,8.46,,11/24/25,,19.58,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,17.66,9.67,,11/24/25,,21.28,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,16.28,6.7,,11/24/25,,27.43,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,14.12,4.47,,11/24/25,,18.9,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,17.88,9.22,,11/24/25,,21.83,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,14.75,4.73,,11/24/25,,21.28,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,18.4,9.42,,11/24/25,,19.2,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,16.7,3.35,,11/24/25,,25.8,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,16.35,4.4,,11/24/25,,17.9,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,17.94,1.64,,11/24/25,,24.44,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,19.04,6.88,,11/24/25,,21,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,16.05,5.54,,11/24/25,,20.83,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,15.51,4.4,,11/24/25,,19.89,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,18.22,8.7,,11/24/25,,24.4,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,17.39,9.5,36.57,11/26/25,,17.83,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,19.58,9.88,44.34,11/26/25,,15.99,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,21.28,15.01,31.84,11/26/25,,19.09,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,27.43,20.48,50.03,11/26/25,,17.38,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,18.9,9.83,59.61,11/26/25,,21.2,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,21.83,14.56,31.31,11/26/25,,16.73,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,21.28,13,41.66,11/26/25,,17.97,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,19.2,11.45,46.57,11/26/25,,17.81,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,25.8,19.81,37.74,11/26/25,,19.45,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,17.9,13.38,23.08,11/26/25,,18.29,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,24.44,14.9,26.66,11/26/25,,17.87,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,21,13.52,29.85,11/26/25,,20.44,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,20.83,13.59,29.57,11/26/25,,20.67,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,19.89,13.09,44.23,11/26/25,,19.92,NO,D12450Hi,,,,,,2409-42370A
,9418,CD1,6A,,370-F,7/13/25,M,LFD,24.4,17.96,40.9,11/26/25,,20.09,NO,D12450Hi,,,,,,2409-42370A
,9402,CD1,6A,,370-F,7/13/25,F,HFD,17.83,10.72,,11/28/25,,13.86,NO,D12451i,,,,,,2409-42370A
,9403,CD1,6A,,370-F,7/13/25,M,HFD,15.99,10.77,,11/28/25,,14.14,NO,D12451i,,,,,,2409-42370A
,9405,CD1,6A,,370-F,7/13/25,F,HFD,19.09,14.66,,11/28/25,,14.29,NO,D12451i,,,,,,2409-42370A
,9407,CD1,6A,,370-F,7/13/25,M,HFD,17.38,11.48,,11/28/25,,13.98,NO,D12451i,,,,,,2409-42370A
,9410,CD1,6A,,370-F,7/13/25,M,HFD,21.2,13.62,,11/28/25,,14.04,NO,D12451i,,,,,,2409-42370A
,9411,CD1,6A,,370-F,7/13/25,F,HFD,16.73,10.47,,11/28/25,,14.72,NO,D12451i,,,,,,2409-42370A
,9417,CD1,6A,,370-F,7/13/25,M,HFD,17.97,11.47,,11/28/25,,14,NO,D12451i,,,,,,2409-42370A
,9400,CD1,6A,,370-F,7/13/25,M,LFD,17.81,13.97,,11/28/25,,14.85,NO,D12450Hi,,,,,,2409-42370A
,9401,CD1,6A,,370-F,7/13/25,M,LFD,19.45,10.68,,11/28/25,,14.17,NO,D12450Hi,,,,,,2409-42370A
,9404,CD1,6A,,370-F,7/13/25,F,LFD,18.29,8.79,,11/28/25,,16.68,NO,D12450Hi,,,,,,2409-42370A
,9406,CD1,6A,,370-F,7/13/25,F,LFD,17.87,6.79,,11/28/25,,16.19,NO,D12450Hi,,,,,,2409-42370A
,9412,CD1,6A,,370-F,7/13/25,F,LFD,20.44,12,,11/28/25,,13.91,NO,D12450Hi,,,,,,2409-42370A
,9414,CD1,6A,,370-F,7/13/25,F,LFD,20.67,14.46,,11/28/25,,16.22,NO,D12450Hi,,,,,,2409-42370A
,9415,CD1,6A,,370-F,7/13/25,M,LFD,19.92,12.77,,11/28/25,,15.23,NO,D12450Hi,,,,,,2409-42370A
