Oxymax CSV File ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,0107,7/9/26 2:24,4,20.874,20.638,0.236,8.9,3,0.028,0.224,0.197,7.9,0.799,0.6,0.9,75,STABLE,0,9.1,787,123,246,90,0,3,0,21.6,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,0107,7/9/26 2:35,5,20.874,20.585,0.29,9,4,0.028,0.287,0.259,7.9,0.871,0.8,0.9,75,UNSTABLE,0,9.1,756,133,972,171,415,3,0,21.5,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,0107,7/9/26 2:45,5,20.874,20.576,0.299,9,4,0.028,0.312,0.284,7.9,0.941,0.8,0.9,75,STABLE,0.28,9.38,507,101,786,164,381,2.9,0,21.4,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,0107,7/9/26 2:55,5,20.874,20.574,0.3,9,4,0.028,0.318,0.29,7.9,0.956,0.8,0.901,75,UNSTABLE,0,9.38,1126,504,924,459,501,3,0,21.4,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,0107,7/9/26 3:06,5,20.874,20.578,0.297,9,4,0.028,0.318,0.29,8,0.973,0.8,0.899,75,STABLE,0.06,9.44,1750,811,1803,1041,552,3,0,21.3,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,0107,7/9/26 3:16,4,20.874,20.587,0.287,9.1,4,0.028,0.309,0.281,8,0.975,0.8,0.9,75,UNSTABLE,0,9.44,1250,219,653,176,679,3,0,21.3,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,0107,7/9/26 3:27,4,20.874,20.596,0.278,9.1,4,0.028,0.301,0.273,8,0.977,0.8,0.901,75,STABLE,0.18,9.62,1026,321,774,340,413,3,0,21.2,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,0107,7/9/26 3:37,4,20.874,20.585,0.289,9.1,4,0.028,0.314,0.286,8,0.984,0.8,0.9,75,STABLE,0.09,9.71,1506,233,583,216,904,3,0,21.2,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,0107,7/9/26 3:48,4,20.874,20.588,0.286,9.1,4,0.028,0.311,0.283,8.1,0.987,0.8,0.899,75,UNSTABLE,0,9.71,1921,719,1805,1028,31,3,0,21.1,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,0107,7/9/26 3:58,4,20.874,20.605,0.27,9.2,4,0.028,0.29,0.262,8.1,0.965,0.7,0.9,75,UNSTABLE,0,9.71,1271,507,1121,402,88,3,0,21,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,0107,7/9/26 4:08,4,20.874,20.593,0.281,9.2,4,0.028,0.3,0.271,8.1,0.955,0.8,0.899,75,UNSTABLE,0,9.71,1300,324,696,280,618,3,0,20.9,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,0107,7/9/26 4:19,4,20.874,20.592,0.282,9.2,4,0.029,0.303,0.274,8.1,0.964,0.8,0.899,75,STABLE,0.09,9.8,1324,487,1212,630,280,3,0,20.9,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,0107,7/9/26 4:29,4,20.874,20.602,0.273,9.2,4,0.029,0.296,0.268,8.2,0.977,0.7,0.899,75,STABLE,0.07,9.87,1078,225,614,197,652,3,0,20.9,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,0107,7/9/26 4:40,4,20.874,20.595,0.279,9.3,4,0.029,0.301,0.272,8.2,0.972,0.8,0.899,75,UNSTABLE,0,9.87,1527,506,784,314,343,3,0,20.9,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,0107,7/9/26 4:50,4,20.874,20.601,0.273,9.3,4,0.029,0.297,0.269,8.2,0.978,0.7,0.899,75,STABLE,0.07,9.94,1251,220,440,86,428,3,0,21,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,0107,7/9/26 5:00,4,20.874,20.627,0.247,9.3,4,0.029,0.268,0.24,8.2,0.961,0.7,0.899,75,STABLE,0,9.94,1666,35,205,3,0,3,0,21.1,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,0107,7/9/26 5:11,4,20.874,20.626,0.249,9.3,4,0.029,0.263,0.234,8.3,0.927,0.7,0.9,75,STABLE,0,9.94,2729,3,96,1,0,3,0,21.2,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,0107,7/9/26 5:21,4,20.874,20.635,0.239,9.4,3,0.029,0.252,0.223,8.3,0.917,0.7,0.901,75,STABLE,0,9.94,3720,72,106,2,0,3,0,21.5,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,0107,7/9/26 5:32,4,20.874,20.617,0.258,9.4,4,0.029,0.266,0.237,8.3,0.901,0.7,0.9,75,UNSTABLE,0,9.94,1864,182,188,42,85,3,0,21.7,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,0107,7/9/26 5:42,5,20.874,20.578,0.296,9.4,4,0.029,0.312,0.282,8.3,0.944,0.8,0.901,75,STABLE,0.2,10.14,1347,308,632,207,487,3,0,21.6,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,0107,7/9/26 5:53,5,20.874,20.577,0.298,9.5,4,0.029,0.318,0.289,8.4,0.962,0.8,0.9,75,STABLE,0,10.14,1629,672,1253,511,334,3,0,21.6,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,0107,7/9/26 6:03,4,20.874,20.583,0.291,9.5,4,0.029,0.315,0.285,8.4,0.974,0.8,0.9,75,UNSTABLE,0.08,10.22,1007,311,931,483,721,3,0,21.5,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,0107,7/9/26 6:13,4,20.874,20.594,0.281,9.5,4,0.029,0.305,0.276,8.4,0.978,0.8,0.901,75,UNSTABLE,0.05,10.27,1307,362,1199,526,513,3,0,21.5,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,0107,7/9/26 6:24,4,20.874,20.594,0.28,9.5,4,0.03,0.307,0.277,8.4,0.99,0.8,0.901,75,STABLE,0.04,10.31,1747,581,1420,722,374,3,0,21.4,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,0107,7/9/26 6:34,4,20.874,20.616,0.258,9.6,4,0.03,0.285,0.255,8.5,0.986,0.7,0.899,75,STABLE,0,10.31,1396,485,1087,572,41,3,0,21.5,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,0107,7/9/26 6:45,4,20.874,20.631,0.243,9.6,4,0.03,0.265,0.236,8.5,0.964,0.7,0.899,75,STABLE,0,10.31,2000,484,830,377,14,3,0,21.6,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,0107,7/9/26 6:55,3,20.874,20.649,0.226,9.6,3,0.03,0.238,0.208,8.5,0.905,0.6,0.899,75,STABLE,0,10.31,2748,165,357,39,0,3,0,20.9,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,0107,7/9/26 7:05,3,20.874,20.652,0.222,9.6,3,0.03,0.236,0.206,8.5,0.911,0.6,0.898,75,STABLE,0,10.31,4271,171,451,2,0,3,0,21,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,0107,7/9/26 7:16,4,20.874,20.649,0.225,9.6,3,0.03,0.23,0.201,8.5,0.865,0.6,0.899,75,STABLE,0,10.31,4569,28,86,1,0,3,0,21.3,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,0107,7/9/26 7:26,3,20.874,20.66,0.214,9.7,3,0.03,0.219,0.19,8.6,0.862,0.6,0.899,75,STABLE,0,10.31,6318,12,372,40,0,3,0,21.5,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,0107,7/9/26 7:37,3,20.874,20.661,0.213,9.7,3,0.03,0.218,0.189,8.6,0.86,0.6,0.899,75,STABLE,0,10.31,2919,116,625,43,0,3,0,21.7,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,0107,7/9/26 7:47,3,20.874,20.661,0.213,9.7,3,0.03,0.212,0.182,8.6,0.824,0.6,0.898,75,STABLE,0,10.31,2030,42,453,3,0,3,0,21,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,0107,7/9/26 7:58,4,20.874,20.649,0.225,9.7,3,0.03,0.22,0.19,8.6,0.811,0.6,0.899,75,STABLE,0,10.31,3138,29,1350,18,0,3,0,21,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,0107,7/9/26 8:08,4,20.874,20.639,0.235,9.8,3,0.03,0.229,0.2,8.6,0.817,0.6,0.899,75,STABLE,0,10.31,1070,33,330,44,0,3,0,21.3,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,0107,7/9/26 8:18,4,20.874,20.617,0.257,9.8,3,0.029,0.254,0.225,8.7,0.846,0.7,0.9,75,UNSTABLE,0,10.31,2011,291,481,124,248,3,0,21.5,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,0107,7/9/26 8:29,4,20.874,20.633,0.242,9.8,3,0.029,0.253,0.224,8.7,0.908,0.7,0.899,75,STABLE,0.03,10.34,1825,331,712,283,178,3,0,21.7,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,0107,7/9/26 8:39,4,20.874,20.636,0.238,9.8,3,0.029,0.249,0.22,8.7,0.903,0.6,0.898,75,UNSTABLE,0,10.34,1324,366,669,260,378,3,0,21.1,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,0107,7/9/26 8:50,4,20.874,20.62,0.255,9.8,4,0.029,0.269,0.24,8.7,0.93,0.7,0.899,75,STABLE,0.07,10.41,1476,165,370,15,637,3,0,21,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,EVENT,7/9/26 9:00,3,20.874,20.658,0.216,9.9,3,0.028,0.227,0.198,8.7,0.899,0.6,0.899,75,STABLE,0,10.41,248,22,56,9,0,3,0,21.2,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,0107,7/9/26 9:10,3,20.874,20.68,0.195,9.9,3,0.028,0.196,0.168,8.8,0.833,0.5,0.899,75,STABLE,0,10.41,1347,1,76,6,0,3,0,21.4,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,0107,7/9/26 9:21,3,20.874,20.652,0.223,9.9,3,0.028,0.223,0.195,8.8,0.846,0.6,0.9,75,STABLE,0.09,10.5,2794,27,1560,19,0,3,0,21.6,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,0107,7/9/26 9:31,3,20.874,20.661,0.214,9.9,3,0.028,0.213,0.185,8.8,0.835,0.6,0.899,75,STABLE,0,10.5,984,8,52,18,0,3,0,21.6,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,0107,7/9/26 9:42,3,20.874,20.673,0.202,9.9,3,0.028,0.199,0.171,8.8,0.817,0.5,0.899,75,STABLE,0,10.5,551,12,269,9,0,3,0,20.9,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,0107,7/9/26 9:52,3,20.874,20.652,0.222,10,3,0.028,0.221,0.193,8.8,0.84,0.6,0.899,75,STABLE,0,10.5,262,53,661,32,0,3,0,21,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,0107,7/9/26 10:03,3,20.874,20.668,0.206,10,3,0.027,0.204,0.177,8.8,0.826,0.6,0.9,75,STABLE,0,10.5,418,5,240,1,0,3,0,21.2,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,0107,7/9/26 10:13,3,20.874,20.676,0.198,10,3,0.027,0.192,0.165,8.9,0.796,0.5,0.899,75,STABLE,0.05,10.55,1722,39,97,22,0,3,0,21.4,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,0107,7/9/26 10:23,3,20.874,20.676,0.198,10,3,0.027,0.194,0.167,8.9,0.806,0.5,0.899,75,STABLE,0,10.55,503,0,550,0,0,3,0,21.6,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,0107,7/9/26 10:34,4,20.874,20.627,0.247,10.1,3,0.027,0.239,0.212,8.9,0.829,0.7,0.9,75,STABLE,0,10.55,771,35,475,5,387,3,0,21.3,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,0107,7/9/26 10:44,3,20.874,20.691,0.183,10.1,3,0.027,0.192,0.165,8.9,0.878,0.5,0.898,75,STABLE,0.06,10.61,934,11,601,95,0,3,0,20.9,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,0107,7/9/26 10:55,3,20.874,20.687,0.187,10.1,3,0.027,0.192,0.165,8.9,0.856,0.5,0.899,75,STABLE,0,10.61,105,2,298,6,0,3,0,21.1,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,0107,7/9/26 11:05,3,20.874,20.674,0.2,10.1,3,0.027,0.199,0.172,8.9,0.829,0.5,0.899,75,STABLE,0,10.61,358,5,1206,9,0,3,0,21.3,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,0107,7/9/26 11:15,4,20.874,20.621,0.253,10.1,3,0.027,0.242,0.215,9,0.816,0.7,0.899,75,STABLE,0.37,10.98,1148,103,392,76,246,3,0,21.5,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,0107,7/9/26 11:26,4,20.874,20.638,0.236,10.2,3,0.027,0.246,0.219,9,0.909,0.6,0.898,75,STABLE,0,10.98,9,0,60,1,0,3,0,21.7,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,0107,7/9/26 11:36,4,20.874,20.625,0.249,10.2,4,0.027,0.262,0.235,9,0.929,0.7,0.898,75,UNSTABLE,0.17,11.15,1338,504,1327,628,27,3,0,21.2,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,0107,7/9/26 11:47,4,20.874,20.613,0.261,10.2,4,0.027,0.274,0.247,9,0.932,0.7,0.898,75,STABLE,0,11.15,928,341,975,378,17,3,0,20.9,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,0107,7/9/26 11:57,4,20.874,20.613,0.261,10.2,4,0.027,0.268,0.241,9,0.906,0.7,0.899,75,STABLE,0,11.15,1662,448,1092,470,2,3,0,21.1,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,0107,7/9/26 12:08,3,20.874,20.668,0.206,10.2,3,0.027,0.214,0.188,9.1,0.891,0.6,0.899,75,STABLE,0,11.15,6441,2,587,20,0,3,0,21.3,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,0107,7/9/26 12:18,3,20.874,20.661,0.213,10.3,3,0.027,0.218,0.191,9.1,0.874,0.6,0.9,75,STABLE,0,11.15,3378,20,880,16,0,3,0,21.5,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,0107,7/9/26 12:28,3,20.874,20.659,0.215,10.3,3,0.027,0.222,0.195,9.1,0.886,0.6,0.899,75,STABLE,0,11.15,3267,150,529,0,0,3,0,21.6,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,0107,7/9/26 12:39,4,20.874,20.64,0.234,10.3,3,0.026,0.243,0.217,9.1,0.911,0.6,0.899,75,STABLE,0,11.15,3759,617,159,14,0,3,0,21.4,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,0107,7/9/26 12:49,4,20.874,20.647,0.227,10.3,3,0.026,0.235,0.209,9.1,0.901,0.6,0.898,75,STABLE,0,11.15,2161,366,595,8,0,3,0,20.9,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,0107,7/9/26 13:00,3,20.874,20.652,0.222,10.4,3,0.027,0.228,0.202,9.2,0.887,0.6,0.899,75,STABLE,0,11.15,1839,177,348,2,0,3,0,21,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,0107,7/9/26 13:10,4,20.874,20.631,0.243,10.4,3,0.026,0.247,0.221,9.2,0.889,0.7,0.899,75,STABLE,0,11.15,1396,87,390,11,0,3,0,21.2,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,0107,7/9/26 13:20,3,20.874,20.655,0.219,10.4,3,0.026,0.228,0.201,9.2,0.898,0.6,0.899,75,STABLE,0,11.15,3330,9,122,15,0,3,0,21.4,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,0107,7/9/26 13:31,3,20.874,20.661,0.213,10.4,3,0.027,0.217,0.191,9.2,0.872,0.6,0.899,75,STABLE,0,11.15,1891,111,52,9,0,3,0,21.6,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,0107,7/9/26 13:41,4,20.874,20.648,0.226,10.4,3,0.026,0.233,0.206,9.2,0.893,0.6,0.898,75,STABLE,0,11.15,1287,90,808,159,0,3,0,21.4,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,0107,7/9/26 13:52,3,20.874,20.684,0.19,10.5,3,0.026,0.195,0.169,9.3,0.86,0.5,0.899,75,STABLE,0,11.15,1469,123,302,21,0,3,0,20.9,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,0107,7/9/26 14:02,3,20.874,20.666,0.208,10.5,3,0.026,0.215,0.189,9.3,0.888,0.6,0.899,75,STABLE,0,11.15,2401,214,148,6,0,3,0,21,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,0107,7/9/26 14:13,3,20.874,20.658,0.217,10.5,3,0.026,0.219,0.193,9.3,0.865,0.6,0.899,75,STABLE,0,11.15,1932,74,187,24,1,3,0,21.2,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,0107,7/9/26 14:23,3,20.874,20.69,0.184,10.5,2,0.026,0.184,0.158,9.3,0.828,0.5,0.9,75,STABLE,0,11.15,20,5,127,18,0,3,0,21.5,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,0107,7/9/26 14:33,3,20.874,20.663,0.211,10.5,3,0.026,0.21,0.184,9.3,0.842,0.6,0.899,75,STABLE,0,11.15,1426,142,82,27,0,3,0,21.7,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,0107,7/9/26 14:44,3,20.874,20.674,0.2,10.6,3,0.026,0.197,0.171,9.3,0.82,0.5,0.898,75,STABLE,0,11.15,1943,39,2246,1,0,3,0,21.2,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,0107,7/9/26 14:54,3,20.874,20.657,0.217,10.6,3,0.026,0.213,0.187,9.4,0.831,0.6,0.898,75,STABLE,0,11.15,2984,162,1378,6,0,3,0,20.9,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,0107,7/9/26 15:05,4,20.874,20.641,0.234,10.6,3,0.026,0.224,0.198,9.4,0.814,0.6,0.899,75,STABLE,0,11.15,1273,119,379,31,0,3,0,21.1,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,0107,7/9/26 15:15,4,20.874,20.603,0.272,10.6,4,0.026,0.259,0.232,9.4,0.824,0.7,0.9,75,STABLE,0,11.15,1197,475,965,384,233,3,0,21.4,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,0107,7/9/26 15:25,4,20.874,20.636,0.238,10.7,3,0.026,0.232,0.206,9.4,0.835,0.6,0.9,75,STABLE,0,11.15,442,87,427,116,268,3,0,21.5,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,0107,7/9/26 15:36,3,20.874,20.693,0.181,10.7,2,0.026,0.18,0.154,9.4,0.815,0.5,0.899,75,STABLE,0,11.15,38,0,54,11,0,3,0,21.6,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,0107,7/9/26 15:46,3,20.874,20.684,0.19,10.7,2,0.026,0.184,0.158,9.4,0.799,0.5,0.899,75,STABLE,0,11.15,30,0,792,5,0,3,0,21.1,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,0107,7/9/26 15:57,3,20.874,20.67,0.204,10.7,3,0.026,0.198,0.172,9.5,0.81,0.6,0.898,75,STABLE,0,11.15,392,17,802,23,0,3,0,20.9,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,0107,7/9/26 16:07,3,20.874,20.657,0.217,10.7,3,0.026,0.205,0.178,9.5,0.784,0.6,0.899,75,STABLE,0,11.15,307,36,458,34,0,3,0,21.1,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,0107,7/9/26 16:18,3,20.874,20.667,0.207,10.7,3,0.026,0.195,0.169,9.5,0.781,0.6,0.9,75,STABLE,0,11.15,129,3,375,25,0,3,0,21.4,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,0107,7/9/26 16:28,3,20.874,20.678,0.197,10.8,2,0.026,0.187,0.161,9.5,0.782,0.5,0.899,75,STABLE,0,11.15,2835,5,1498,102,0,3,0,21.6,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0107,7/9/26 16:38,3,20.874,20.693,0.182,10.8,2,0.026,0.173,0.147,9.5,0.772,0.5,0.9,75,STABLE,0,11.15,2294,29,988,33,1,3,0,21.7,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,0107,7/9/26 16:49,3,20.874,20.704,0.171,10.8,2,0.026,0.164,0.138,9.5,0.77,0.5,0.898,75,STABLE,0,11.15,1199,8,52,14,0,3,0,21.1,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,0107,7/9/26 16:59,3,20.874,20.67,0.205,10.8,3,0.026,0.195,0.169,9.5,0.788,0.6,0.898,75,STABLE,0,11.15,339,33,270,50,0,3,0,21,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,0107,7/9/26 17:10,4,20.874,20.647,0.227,10.8,3,0.026,0.212,0.186,9.6,0.783,0.6,0.899,75,STABLE,0.13,11.28,306,45,356,5,0,3,0,21.2,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,0107,7/9/26 17:20,3,20.874,20.663,0.211,10.9,3,0.026,0.196,0.17,9.6,0.764,0.6,0.899,75,STABLE,0,11.28,228,3,3,0,0,3,0,21.4,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,0107,7/9/26 17:30,3,20.874,20.656,0.219,10.9,3,0.026,0.203,0.177,9.6,0.772,0.6,0.899,75,UNSTABLE,0,11.28,1362,72,349,27,53,3,0,21.6,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0107,7/9/26 17:41,4,20.874,20.615,0.259,10.9,3,0.026,0.253,0.227,9.6,0.848,0.7,0.9,75,UNSTABLE,0,11.28,226,9,30,5,793,3,0,21.7,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,0107,7/9/26 17:51,4,20.874,20.616,0.258,10.9,4,0.026,0.269,0.243,9.6,0.928,0.7,0.899,75,STABLE,0,11.28,875,122,692,142,125,3,0,21,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,0107,7/9/26 18:02,3,20.874,20.686,0.188,11,3,0.026,0.195,0.169,9.7,0.873,0.5,0.899,75,STABLE,0,11.28,290,49,422,46,0,3,0,20.9,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,0107,7/9/26 18:12,3,20.874,20.661,0.213,11,3,0.026,0.213,0.188,9.7,0.853,0.6,0.9,75,STABLE,0,11.28,54,2,119,2,0,3,0,21.2,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,0107,7/9/26 18:23,4,20.874,20.646,0.228,11,3,0.026,0.225,0.198,9.7,0.839,0.6,0.899,75,UNSTABLE,0,11.28,430,36,247,29,112,3,0,21.4,21,0,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,0107,7/9/26 18:33,4,20.874,20.595,0.279,11,4,0.026,0.281,0.255,9.7,0.893,0.8,0.9,75,UNSTABLE,0.1,11.38,475,153,478,134,1003,3,0,21.5,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,0107,7/9/26 18:43,4,20.874,20.591,0.283,11,4,0.026,0.294,0.269,9.7,0.936,0.8,0.9,75,UNSTABLE,0,11.38,1073,419,958,395,506,3,0,21.4,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,0107,7/9/26 18:54,3,20.874,20.651,0.224,11.1,3,0.026,0.241,0.215,9.8,0.951,0.6,0.899,75,STABLE,0,11.38,1133,135,279,8,189,3,0,21.3,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,0107,7/9/26 19:04,3,20.874,20.66,0.214,11.1,3,0.026,0.233,0.207,9.8,0.958,0.6,0.9,75,STABLE,0,11.38,481,7,60,14,0,3,0,21.3,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,0107,7/9/26 19:15,3,20.874,20.65,0.224,11.1,3,0.026,0.237,0.21,9.8,0.923,0.6,0.899,75,STABLE,0,11.38,298,4,108,5,0,3,0,21.2,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,0107,7/9/26 19:25,4,20.874,20.648,0.227,11.1,3,0.026,0.23,0.203,9.8,0.874,0.6,0.9,75,STABLE,0,11.38,5113,217,1239,72,0,3,0,21.1,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,0107,7/9/26 19:35,4,20.874,20.619,0.255,11.2,3,0.026,0.256,0.23,9.8,0.879,0.7,0.899,75,UNSTABLE,0,11.38,2209,55,989,12,393,3,0,21,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,0107,7/9/26 19:46,4,20.874,20.615,0.259,11.2,4,0.026,0.277,0.25,9.9,0.957,0.7,0.899,75,STABLE,0.15,11.54,1339,127,485,121,44,3,0,20.9,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,0107,7/9/26 19:56,4,20.874,20.639,0.235,11.2,3,0.026,0.243,0.217,9.9,0.905,0.6,0.899,75,STABLE,0,11.54,129,0,159,0,0,3,0,20.9,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,0107,7/9/26 20:07,4,20.874,20.624,0.25,11.2,3,0.026,0.25,0.225,9.9,0.875,0.7,0.899,75,UNSTABLE,0,11.54,1263,61,484,108,14,3,0,21.1,21,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
