MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL
B00002447876,C57BL/6J,7876,6A,H9,370-F,7/9/24,F,HFD,8,0,0,0,18.32,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,K8,370-F,7/9/24,F,HFD,8,0,0,0,17.91,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,L9,370-F,7/9/24,F,LFD,8,0,0,0,17.57,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,M9,370-F,7/9/24,F,LFD,8,0,0,0,18.88,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,I9,370-F,7/9/24,F,HFD,8,0,0,0,19.19,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,J9,370-F,7/9/24,F,HFD,8,0,0,0,17.78,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,L8,370-F,7/9/24,F,HFD,8,0,0,0,18.6,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,M8,370-F,7/9/24,F,HFD,8,0,0,0,18.45,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447882,C57BL/6J,7882,6A,N9,370-F,7/9/24,F,LFD,8,0,0,0,17.44,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447883,C57BL/6J,7883,6A,H10,370-F,7/9/24,F,LFD,8,0,0,0,18.36,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,N8,370-F,7/9/24,F,HFD,8,0,0,0,18.8,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,K9,370-F,7/9/24,F,HFD,8,0,0,0,18.55,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,H5,370-F,7/9/24,M,HFD,8,0,0,0,25.82,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,N1,370-F,7/9/24,M,HFD,8,0,0,0,28.36,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,J5,370-F,7/9/24,M,HFD,8,0,0,0,25.35,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,K5,370-F,7/9/24,M,HFD,8,0,0,0,24.6,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,J7,370-F,7/9/24,M,HFD,8,0,0,0,22,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447868,C57BL/6J,7868,6A,I7,370-F,7/9/24,M,LFD,8,0,0,0,24,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447869,C57BL/6J,7869,6A,H8,370-F,7/9/24,M,LFD,8,0,0,0,25.14,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447870,C57BL/6J,7870,6A,I8,370-F,7/9/24,M,LFD,8,0,0,0,21.15,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,L5,370-F,7/9/24,M,HFD,8,0,0,0,24.1,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,K7,370-F,7/9/24,M,HFD,8,0,0,0,24.65,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447863,C57BL/6J,7863,6A,M5,370-F,7/9/24,M,HFD,8,0,0,0,26.51,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447871,C57BL/6J,7871,6A,J8,370-F,7/9/24,M,LFD,8,0,0,0,27.08,9/3/24,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,NA,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
B00002447876,C57BL/6J,7876,6A,H9,370-F,7/9/24,F,HFD,8.4,0.4,10.03,0,NA,9/9/24,FOOD_REPLACEMENT,17.17,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,K8,370-F,7/9/24,F,HFD,8.4,0.4,10.4,1.15,NA,9/9/24,FOOD_REPLACEMENT,16.02,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,L9,370-F,7/9/24,F,LFD,8.4,0.4,12.37,4.95,NA,9/9/24,FOOD_REPLACEMENT,14.1,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,M9,370-F,7/9/24,F,LFD,8.4,0.4,12.7,4.09,NA,9/9/24,FOOD_REPLACEMENT,14.9,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,I9,370-F,7/9/24,F,HFD,8.4,0.4,10.39,1,NA,9/9/24,FOOD_REPLACEMENT,13.62,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,J9,370-F,7/9/24,F,HFD,8.4,0.4,10.47,1.76,NA,9/9/24,FOOD_REPLACEMENT,13.99,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,L8,370-F,7/9/24,F,HFD,8.4,0.4,9.86,0,NA,9/9/24,FOOD_REPLACEMENT,17.75,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,M8,370-F,7/9/24,F,HFD,8.4,0.4,10.09,2.39,NA,9/9/24,FOOD_REPLACEMENT,13.72,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447882,C57BL/6J,7882,6A,N9,370-F,7/9/24,F,LFD,8.4,0.4,12.64,5.4,NA,9/9/24,FOOD_REPLACEMENT,13.61,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447883,C57BL/6J,7883,6A,H10,370-F,7/9/24,F,LFD,8.4,0.4,12.24,3.7,NA,9/9/24,FOOD_REPLACEMENT,12.88,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,N8,370-F,7/9/24,F,HFD,8.4,0.4,11.37,2.87,NA,9/9/24,FOOD_REPLACEMENT,13.08,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,K9,370-F,7/9/24,F,HFD,8.4,0.4,11.1,1.44,NA,9/9/24,FOOD_REPLACEMENT,14.44,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,H5,370-F,7/9/24,M,HFD,8.4,0.4,10.35,0,NA,9/9/24,FOOD_REPLACEMENT,16.71,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,N1,370-F,7/9/24,M,HFD,8.4,0.4,9.25,0,NA,9/9/24,FOOD_REPLACEMENT,17.52,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,J5,370-F,7/9/24,M,HFD,8.4,0.4,10.1,0,NA,9/9/24,FOOD_REPLACEMENT,17.38,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,K5,370-F,7/9/24,M,HFD,8.4,0.4,10.43,0,NA,9/9/24,FOOD_REPLACEMENT,17.58,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,J7,370-F,7/9/24,M,HFD,8.4,0.4,10.38,0,NA,9/9/24,FOOD_REPLACEMENT,17.97,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447868,C57BL/6J,7868,6A,I7,370-F,7/9/24,M,LFD,8.4,0.4,11.97,2.69,NA,9/9/24,FOOD_REPLACEMENT,12.82,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447869,C57BL/6J,7869,6A,H8,370-F,7/9/24,M,LFD,8.4,0.4,11.92,5.58,NA,9/9/24,FOOD_REPLACEMENT,12.51,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447870,C57BL/6J,7870,6A,I8,370-F,7/9/24,M,LFD,8.4,0.4,9.22,0.82,NA,9/9/24,FOOD_REPLACEMENT,15.57,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,L5,370-F,7/9/24,M,HFD,8.4,0.4,10.32,0,NA,9/9/24,FOOD_REPLACEMENT,17.26,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,K7,370-F,7/9/24,M,HFD,8.4,0.4,13.42,3.57,NA,9/9/24,FOOD_REPLACEMENT,14.48,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447863,C57BL/6J,7863,6A,M5,370-F,7/9/24,M,HFD,8.4,0.4,9.94,0,NA,9/9/24,FOOD_REPLACEMENT,17.82,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447871,C57BL/6J,7871,6A,J8,370-F,7/9/24,M,LFD,8.4,0.4,9.3,0,NA,9/9/24,FOOD_REPLACEMENT,18.19,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,9,1,17.17,12.19,17.28,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,9,1,16.02,11.63,17.38,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,N8,370-F,7/9/24,F,LFD,9,1,14.1,6.52,17.52,9/11/24,NA,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,H9,370-F,7/9/24,F,LFD,9,1,14.9,8.99,17.82,9/11/24,NA,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,9,1,13.62,9.19,18.3,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,9,1,13.99,9.25,18.26,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,G5,370-F,7/9/24,F,HFD,9,1,17.75,12.05,18.47,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,9,1,13.72,8.85,17.58,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447882,C57BL/6J,7882,6A,I9,370-F,7/9/24,F,LFD,9,1,13.61,5.31,18.43,9/11/24,NA,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447883,C57BL/6J,7883,6A,J9,370-F,7/9/24,F,LFD,9,1,12.88,6.65,17.32,9/11/24,NA,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,9,1,13.08,7.73,18.03,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,9,1,14.44,10.13,17.05,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,K7,370-F,7/9/24,M,HFD,9,1,16.71,10.06,25.4,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,L7,370-F,7/9/24,M,HFD,9,1,17.52,7.4,27.43,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,H8,370-F,7/9/24,M,HFD,9,1,17.38,9.85,25.28,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,I8,370-F,7/9/24,M,HFD,9,1,17.58,10.38,24.89,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,J8,370-F,7/9/24,M,HFD,9,1,17.97,13.09,21.77,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447868,C57BL/6J,7868,6A,K7,370-F,7/9/24,M,LFD,9,1,12.82,5.23,23.2,9/11/24,NA,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447869,C57BL/6J,7869,6A,L9,370-F,7/9/24,M,LFD,9,1,12.51,4.72,23.4,9/11/24,NA,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447870,C57BL/6J,7870,6A,M9,370-F,7/9/24,M,LFD,9,1,15.57,7.92,21.59,9/11/24,NA,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,K8,370-F,7/9/24,M,HFD,9,1,17.26,10.42,23.78,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,L8,370-F,7/9/24,M,HFD,9,1,14.48,8.83,23.93,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447863,C57BL/6J,7863,6A,M8,370-F,7/9/24,M,HFD,9,1,17.82,8.63,28.06,9/11/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447871,C57BL/6J,7871,6A,N9,370-F,7/9/24,M,LFD,9,1,18.19,9.2,26.28,9/11/24,NA,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,9.3,1.3,12.19,7.78,NA,9/13/24,FOOD_REPLACEMENT,10.83,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,9.3,1.3,11.63,7.65,NA,9/13/24,FOOD_REPLACEMENT,10.18,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,N8,370-F,7/9/24,F,HFD,9.3,1.3,9.19,4.67,NA,9/13/24,FOOD_REPLACEMENT,12.42,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,H9,370-F,7/9/24,F,HFD,9.3,1.3,9.25,4.54,NA,9/13/24,FOOD_REPLACEMENT,10.36,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,N4,370-F,7/9/24,F,HFD,9.3,1.3,12.05,7.63,NA,9/13/24,FOOD_REPLACEMENT,11.22,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,H5,370-F,7/9/24,F,HFD,9.3,1.3,8.85,3.65,NA,9/13/24,FOOD_REPLACEMENT,11.16,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,G5,370-F,7/9/24,F,HFD,9.3,1.3,7.73,2.87,NA,9/13/24,FOOD_REPLACEMENT,11.08,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,K5,370-F,7/9/24,F,HFD,9.3,1.3,10.13,5.31,NA,9/13/24,FOOD_REPLACEMENT,13.37,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,I9,370-F,7/9/24,M,HFD,9.3,1.3,10.06,5.35,NA,9/13/24,FOOD_REPLACEMENT,11.36,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,J9,370-F,7/9/24,M,HFD,9.3,1.3,7.4,0,NA,9/13/24,FOOD_REPLACEMENT,18.6,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,L5,370-F,7/9/24,M,HFD,9.3,1.3,9.85,3.87,NA,9/13/24,FOOD_REPLACEMENT,13.22,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,M5,370-F,7/9/24,M,HFD,9.3,1.3,10.38,5.86,NA,9/13/24,FOOD_REPLACEMENT,10.56,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,K7,370-F,7/9/24,M,HFD,9.3,1.3,13.09,7.46,NA,9/13/24,FOOD_REPLACEMENT,13.08,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,L7,370-F,7/9/24,M,HFD,9.3,1.3,10.42,4.6,NA,9/13/24,FOOD_REPLACEMENT,11.61,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,H8,370-F,7/9/24,M,HFD,9.3,1.3,8.83,4.37,NA,9/13/24,FOOD_REPLACEMENT,11.28,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447863,C57BL/6J,7863,6A,I8,370-F,7/9/24,M,HFD,9.3,1.3,8.63,1.85,NA,9/13/24,FOOD_REPLACEMENT,14.53,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,J8,370-F,7/9/24,F,LFD,9.3,1.3,6.52,0,NA,9/13/24,FOOD_REPLACEMENT,17.58,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,K7,370-F,7/9/24,F,LFD,9.3,1.3,8.99,2.49,NA,9/13/24,FOOD_REPLACEMENT,14.95,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447882,C57BL/6J,7882,6A,L9,370-F,7/9/24,F,LFD,9.3,1.3,5.31,0,NA,9/13/24,FOOD_REPLACEMENT,18.34,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447883,C57BL/6J,7883,6A,M9,370-F,7/9/24,F,LFD,9.3,1.3,6.65,0.73,NA,9/13/24,FOOD_REPLACEMENT,16.06,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447868,C57BL/6J,7868,6A,K8,370-F,7/9/24,M,LFD,9.3,1.3,5.23,0,NA,9/13/24,FOOD_REPLACEMENT,17.51,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447869,C57BL/6J,7869,6A,L8,370-F,7/9/24,M,LFD,9.3,1.3,4.72,0,NA,9/13/24,FOOD_REPLACEMENT,17.4,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447870,C57BL/6J,7870,6A,M8,370-F,7/9/24,M,LFD,9.3,1.3,7.92,0.74,NA,9/13/24,FOOD_REPLACEMENT,14.69,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447871,C57BL/6J,7871,6A,N9,370-F,7/9/24,M,LFD,9.3,1.3,9.2,0.74,NA,9/13/24,FOOD_REPLACEMENT,14.7,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,9.5,1.5,10.83,3.56,NA,9/16/24,FOOD_REPLACEMENT,13.44,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,9.5,1.5,10.18,3.95,NA,9/16/24,FOOD_REPLACEMENT,13.42,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,N8,370-F,7/9/24,F,HFD,9.5,1.5,12.42,5.18,NA,9/16/24,FOOD_REPLACEMENT,13.6,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,H9,370-F,7/9/24,F,HFD,9.5,1.5,10.36,3.59,NA,9/16/24,FOOD_REPLACEMENT,13.33,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,N4,370-F,7/9/24,F,HFD,9.5,1.5,11.22,3.04,NA,9/16/24,FOOD_REPLACEMENT,13.66,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,H5,370-F,7/9/24,F,HFD,9.5,1.5,11.16,4.82,NA,9/16/24,FOOD_REPLACEMENT,13.14,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,G5,370-F,7/9/24,F,HFD,9.5,1.5,11.08,3.1,NA,9/16/24,FOOD_REPLACEMENT,13.57,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,K5,370-F,7/9/24,F,HFD,9.5,1.5,13.37,6.55,NA,9/16/24,FOOD_REPLACEMENT,13.57,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,I9,370-F,7/9/24,M,HFD,9.5,1.5,11.36,3.78,NA,9/16/24,FOOD_REPLACEMENT,14.28,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,J9,370-F,7/9/24,M,HFD,9.5,1.5,18.6,6.04,NA,9/16/24,FOOD_REPLACEMENT,22.6,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,L5,370-F,7/9/24,M,HFD,9.5,1.5,13.22,5.96,NA,9/16/24,FOOD_REPLACEMENT,13.45,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,M5,370-F,7/9/24,M,HFD,9.5,1.5,10.56,2.6,NA,9/16/24,FOOD_REPLACEMENT,14.28,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,K7,370-F,7/9/24,M,HFD,9.5,1.5,13.08,5.49,NA,9/16/24,FOOD_REPLACEMENT,13.63,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,L7,370-F,7/9/24,M,HFD,9.5,1.5,11.61,1.86,NA,9/16/24,FOOD_REPLACEMENT,15.46,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,H8,370-F,7/9/24,M,HFD,9.5,1.5,11.28,3.02,NA,9/16/24,FOOD_REPLACEMENT,13.97,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447863,C57BL/6J,7863,6A,I8,370-F,7/9/24,M,HFD,9.5,1.5,14.53,6.31,NA,9/16/24,FOOD_REPLACEMENT,15.51,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,J8,370-F,7/9/24,F,LFD,9.5,1.5,17.58,8.42,NA,9/16/24,FOOD_REPLACEMENT,16.27,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,K7,370-F,7/9/24,F,LFD,9.5,1.5,14.95,8.17,NA,9/16/24,FOOD_REPLACEMENT,14.89,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
