MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,12.3,4.3,11.48,7.92,NA,10/4/24,FOOD_REPLACEMENT,13.34,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,12.3,4.3,12.19,6.67,NA,10/4/24,FOOD_REPLACEMENT,14.53,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,12.3,4.3,10.3,4.68,NA,10/4/24,FOOD_REPLACEMENT,15.01,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,12.3,4.3,8.53,3.03,NA,10/4/24,FOOD_REPLACEMENT,14.84,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,12.3,4.3,10.63,5.03,NA,10/4/24,FOOD_REPLACEMENT,14.33,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,12.3,4.3,9.2,3.4,NA,10/4/24,FOOD_REPLACEMENT,11.78,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,12.3,4.3,11.92,5.64,NA,10/4/24,FOOD_REPLACEMENT,15.57,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,12.3,4.3,10.85,5.33,NA,10/4/24,FOOD_REPLACEMENT,13.3,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,12.3,4.3,8.73,2.47,NA,10/4/24,FOOD_REPLACEMENT,13.93,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,12.5,4.5,11.08,3.31,NA,10/7/24,FOOD_REPLACEMENT,14.37,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,12.5,4.5,10.45,4.48,NA,10/7/24,FOOD_REPLACEMENT,14.05,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,12.5,4.5,11.82,4.15,NA,10/7/24,FOOD_REPLACEMENT,16.62,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,12.5,4.5,10.65,3,NA,10/7/24,FOOD_REPLACEMENT,13.99,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,12.5,4.5,14.19,7.3,NA,10/7/24,FOOD_REPLACEMENT,14.84,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,12.5,4.5,10.43,3.41,NA,10/7/24,FOOD_REPLACEMENT,12.96,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,12.5,4.5,11.02,2.89,NA,10/7/24,FOOD_REPLACEMENT,14.26,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,12.5,4.5,13.57,6.31,NA,10/7/24,FOOD_REPLACEMENT,14.04,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,12.5,4.5,10.01,1.95,NA,10/7/24,FOOD_REPLACEMENT,14.09,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,12.5,4.5,13.42,3.86,NA,10/7/24,FOOD_REPLACEMENT,16.92,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,12.5,4.5,12.9,4.57,NA,10/7/24,FOOD_REPLACEMENT,14.25,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,12.5,4.5,11.08,3.94,NA,10/7/24,FOOD_REPLACEMENT,15.34,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,12.5,4.5,12.02,5.03,NA,10/7/24,FOOD_REPLACEMENT,13.74,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,12.5,4.5,10.7,0.68,NA,10/7/24,FOOD_REPLACEMENT,17.3,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,12.5,4.5,10.97,3.39,NA,10/7/24,FOOD_REPLACEMENT,14.22,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,12.5,4.5,13.34,6.22,NA,10/7/24,FOOD_REPLACEMENT,16.45,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,12.5,4.5,14.53,6.49,NA,10/7/24,FOOD_REPLACEMENT,13,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,12.5,4.5,15.01,6.78,NA,10/7/24,FOOD_REPLACEMENT,15.53,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,12.5,4.5,14.84,6.88,NA,10/7/24,FOOD_REPLACEMENT,14.89,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,12.5,4.5,14.33,5.99,NA,10/7/24,FOOD_REPLACEMENT,15.28,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,12.5,4.5,11.78,3.88,NA,10/7/24,FOOD_REPLACEMENT,14.01,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,12.5,4.5,15.57,7.11,NA,10/7/24,FOOD_REPLACEMENT,16.78,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,12.5,4.5,13.3,4.94,NA,10/7/24,FOOD_REPLACEMENT,14.37,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,12.5,4.5,13.93,4.64,NA,10/7/24,FOOD_REPLACEMENT,16.64,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,13,5,14.37,9.97,18.83,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,13,5,14.05,9.88,18.75,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,13,5,16.62,11.16,20.86,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,13,5,13.99,8.91,20.2,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,13,5,14.84,9.6,19.88,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,13,5,12.96,8.13,20.17,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,13,5,14.26,9.58,19.43,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,13,5,14.04,9.11,20.4,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,13,5,14.09,7.56,28.52,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,13,5,16.92,9.75,32.03,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,13,5,14.25,8.11,30.24,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,13,5,15.34,8.64,29.32,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,13,5,13.74,8.6,24.52,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,13,5,17.3,11.72,27.55,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,13,5,14.22,9.38,25.8,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,13,5,16.45,10.99,29.33,10/9/24,,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,13,5,13,8.33,18.39,10/9/24,,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,13,5,15.53,9.93,19.45,10/9/24,,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,13,5,14.89,9.5,17.74,10/9/24,,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,13,5,15.28,10.37,17.97,10/9/24,,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,13,5,14.01,9.65,23.23,10/9/24,,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,13,5,16.78,10.9,23.88,10/9/24,,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,13,5,14.37,10.31,21.64,10/9/24,,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,13,5,16.64,9.96,27.92,10/9/24,,NA,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,13.3,5.3,9.97,4.8,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,10.41,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,13.3,5.3,9.88,5.67,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,10.58,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,13.3,5.3,11.16,6.85,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,10.46,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,13.3,5.3,8.91,5.18,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,11.16,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,13.3,5.3,9.6,3.82,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,14.74,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,13.3,5.3,8.13,4.32,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,13.66,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,13.3,5.3,9.58,5.21,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,10.51,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,13.3,5.3,9.11,4.32,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,13.54,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,13.3,5.3,7.56,2.49,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,13.65,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,13.3,5.3,9.75,4.31,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,12.81,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,13.3,5.3,8.11,3.27,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,13.14,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,13.3,5.3,8.64,5.08,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,10.2,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,13.3,5.3,8.6,3.17,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,14.23,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,13.3,5.3,11.72,6.6,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,13.11,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,13.3,5.3,9.38,5.32,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,10.98,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,13.3,5.3,10.99,7.08,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,13.57,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,13.3,5.3,8.33,2.84,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,15.64,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,13.3,5.3,9.93,4.27,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,14.15,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,13.3,5.3,9.5,3.92,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,13.97,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,13.3,5.3,10.37,5.66,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,13.45,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,13.3,5.3,9.65,3.88,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,14.63,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,13.3,5.3,10.9,5.31,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,13.91,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,13.3,5.3,10.31,4.43,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,15.47,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,13.3,5.3,9.96,3.54,NA,10/11/24,CAGE_AND_FOOD_REPLACEMENT,15.96,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,13.5,5.5,10.41,4.01,NA,10/14/24,FOOD_REPLACEMENT,13.86,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,13.5,5.5,10.58,5.41,NA,10/14/24,FOOD_REPLACEMENT,11.16,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,13.5,5.5,10.46,2.94,NA,10/14/24,FOOD_REPLACEMENT,13.43,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,13.5,5.5,11.16,5.51,NA,10/14/24,FOOD_REPLACEMENT,12.65,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,13.5,5.5,14.74,7.29,NA,10/14/24,FOOD_REPLACEMENT,15.95,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,13.5,5.5,13.66,8,NA,10/14/24,FOOD_REPLACEMENT,14.18,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,13.5,5.5,10.51,3.81,NA,10/14/24,FOOD_REPLACEMENT,15.1,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,13.5,5.5,13.54,6.05,NA,10/14/24,FOOD_REPLACEMENT,15.78,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,13.5,5.5,13.65,6.34,NA,10/14/24,FOOD_REPLACEMENT,14.24,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,13.5,5.5,12.81,2.94,NA,10/14/24,FOOD_REPLACEMENT,17.08,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,13.5,5.5,13.14,6,NA,10/14/24,FOOD_REPLACEMENT,14.85,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,13.5,5.5,10.2,2.71,NA,10/14/24,FOOD_REPLACEMENT,13.3,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,13.5,5.5,14.23,8,NA,10/14/24,FOOD_REPLACEMENT,14,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,13.5,5.5,13.11,5.33,NA,10/14/24,FOOD_REPLACEMENT,15.64,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,13.5,5.5,10.98,5.15,NA,10/14/24,FOOD_REPLACEMENT,13.04,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,13.5,5.5,13.57,6.62,NA,10/14/24,FOOD_REPLACEMENT,13.5,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,13.5,5.5,15.64,8.62,NA,10/14/24,FOOD_REPLACEMENT,15.09,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,13.5,5.5,14.15,7.72,NA,10/14/24,FOOD_REPLACEMENT,14.35,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,13.5,5.5,13.97,6.49,NA,10/14/24,FOOD_REPLACEMENT,14.39,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,13.5,5.5,13.45,6.2,NA,10/14/24,FOOD_REPLACEMENT,15.05,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,13.5,5.5,14.63,7.75,NA,10/14/24,FOOD_REPLACEMENT,15.21,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,13.5,5.5,13.91,5.48,NA,10/14/24,FOOD_REPLACEMENT,15.4,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,13.5,5.5,15.47,6.8,NA,10/14/24,FOOD_REPLACEMENT,15.56,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,13.5,5.5,15.96,7.53,NA,10/14/24,FOOD_REPLACEMENT,15.58,NO,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,664,
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,14,6,13.86,9.19,18.97,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,14,6,11.16,6.6,19.14,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,14,6,13.43,7.7,21.58,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,14,6,12.65,7.72,19.45,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,14,6,15.95,10.72,20.57,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,14,6,14.18,8.64,20.74,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,14,6,15.1,8.29,21.16,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,14,6,15.78,10.8,19.82,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,14,6,14.24,8.64,28.2,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,14,6,17.08,9.23,33.74,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,14,6,14.85,8.97,30.21,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,14,6,13.3,6.86,29.56,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,14,6,14,9.04,23.81,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,14,6,15.64,8.32,27.65,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,14,6,13.04,7.03,25.93,10/16/24,NA,NA,NO,D12451i_research_diets,24072303i,JACKSON_LABORATORIES,664,
