ID,Fat,Lean,Weight,Date,SEX,COHORT,STRAIN,AIM,DIET_FORMULA,adiposity_index,n_measurement
7874,2.02,17.22,18.45,2024-09-03,F,2,C57BL6/J,EEGAP,D12451i,0.11730545876887341,1
7873,2.04,17.4,18.6,2024-09-03,F,2,C57BL6/J,EEGAP,D12451i,0.11724137931034484,1
7878,1.45,17.46,17.78,2024-09-03,F,2,C57BL6/J,EEGAP,D12451i,0.08304696449026346,1
7877,1.9,18.23,19.19,2024-09-03,F,2,C57BL6/J,EEGAP,D12451i,0.10422380691168404,1
7881,1.71,18.13,18.88,2024-09-03,F,2,C57BL6/J,EEGAP,D12450Ki,0.0943188086045229,1
7880,1.52,17.26,17.57,2024-09-03,F,2,C57BL6/J,EEGAP,D12450Ki,0.0880648899188876,1
7872,1.36,17.79,17.91,2024-09-03,F,2,C57BL6/J,EEGAP,D12451i,0.07644744238336144,1
7876,2.14,17.15,18.32,2024-09-03,F,2,C57BL6/J,EEGAP,D12451i,0.12478134110787174,1
7864,1.8,24.65,25.82,2024-09-03,M,2,C57BL6/J,EEGAP,D12451i,0.073022312373225165,1
7865,2.17,26.88,28.36,2024-09-03,M,2,C57BL6/J,EEGAP,D12451i,0.08072916666666667,1
7860,1.83,24.61,25.35,2024-09-03,M,2,C57BL6/J,EEGAP,D12451i,0.07436001625355547,1
7861,1.57,23.85,24.6,2024-09-03,M,2,C57BL6/J,EEGAP,D12451i,0.06582809224318659,1
7866,2.55,20.81,22,2024-09-03,M,2,C57BL6/J,EEGAP,D12451i,0.122537241710716,1
7868,1.83,23.27,24,2024-09-03,M,2,C57BL6/J,EEGAP,D12450Ki,0.07864202836269876,1
7869,2.02,24.03,25.14,2024-09-03,M,2,C57BL6/J,EEGAP,D12450Ki,0.0840615896795672,1
7870,2.44,19.88,21.15,2024-09-03,M,2,C57BL6/J,EEGAP,D12450Ki,0.1227364185110664,1
7862,2.64,22.72,24.1,2024-09-03,M,2,C57BL6/J,EEGAP,D12451i,0.11619718309859156,1
7867,2.23,23.41,24.65,2024-09-03,M,2,C57BL6/J,EEGAP,D12451i,0.09525843656557027,1
7863,2.94,24.56,2651,2024-09-03,M,2,C57BL6/J,EEGAP,D12451i,0.11970684039087948,1
7871,2.15,26.04,27.08,2024-09-03,M,2,C57BL6/J,EEGAP,D12450Ki,0.0825652841781874,1
7862,6.06,22.3,28.2,2024-10-22,M,2,C57BL6/J,EEGAP,D12451i,0.2717488789237668,2
7880,1.76,17.99,18.8,2024-10-22,F,2,C57BL6/J,EEGAP,D12450Ki,0.09783212896053364,2
7863,6.03,25.34,30.4,2024-10-22,M,2,C57BL6/J,EEGAP,D12451i,0.23796369376479876,2
7867,7.59,20.75,26.9,2024-10-22,M,2,C57BL6/J,EEGAP,D12451i,0.36578313253012046,2
7882,1.59,18.3,18.7,2024-10-22,F,2,C57BL6/J,EEGAP,D12450Ki,0.08688524590163935,2
7883,3.22,16.78,18.6,2024-10-22,F,2,C57BL6/J,EEGAP,D12450Ki,0.19189511323003575,2
7861,6.94,24.96,30.8,2024-10-22,M,2,C57BL6/J,EEGAP,D12451i,0.2780448717948718,2
7866,2.47,23.67,24.9,2024-10-22,M,2,C57BL6/J,EEGAP,D12451i,0.10435149978876215,2
7865,7.36,27.91,34.3,2024-10-22,M,2,C57BL6/J,EEGAP,D12451i,0.26370476531709064,2
7878,2.91,17.9,19.7,2024-10-22,F,2,C57BL6/J,EEGAP,D12451i,0.16256983240223466,2
7864,5.78,24,28.9,2024-10-22,M,2,C57BL6/J,EEGAP,D12451i,0.24083333333333334,2
7875,2.31,19.4,20.9,2024-10-22,F,2,C57BL6/J,EEGAP,D12451i,0.11907216494845362,2
7869,2.84,24.06,25.7,2024-10-22,M,2,C57BL6/J,EEGAP,D12450Ki,0.11803823773898586,2
7871,3.63,26.43,29.5,2024-10-22,M,2,C57BL6/J,EEGAP,D12450Ki,0.1373439273552781,2
7877,1.43,21.88,22.2,2024-10-22,F,2,C57BL6/J,EEGAP,D12451i,0.06535648994515539,2
7874,2.11,19.15,20.1,2024-10-22,F,2,C57BL6/J,EEGAP,D12451i,0.11018276762402089,2
7879,1.88,19.63,20.3,2024-10-22,F,2,C57BL6/J,EEGAP,D12451i,0.09577177789098319,2
7872,2.31,18,18.9,2024-10-22,F,2,C57BL6/J,EEGAP,D12451i,0.12833333333333333,2
7860,6.99,24.67,30.7,2024-10-22,M,2,C57BL6/J,EEGAP,D12451i,0.2833400891771382,2
7873,2.06,19.25,20.2,2024-10-22,F,2,C57BL6/J,EEGAP,D12451i,0.10701298701298702,2
7876,1.99,18.79,19.7,2024-10-22,F,2,C57BL6/J,EEGAP,D12451i,0.10590739755188931,2
7868,2.91,23.1,24.6,2024-10-22,M,2,C57BL6/J,EEGAP,D12450Ki,0.12597402597402596,2
7881,1.89,19.08,19.8,2024-10-22,F,2,C57BL6/J,EEGAP,D12450Ki,0.09905660377358491,2
7870,2.07,21.31,21.9,2024-10-22,M,2,C57BL6/J,EEGAP,D12450Ki,0.09713749413420929,2
3993,4.07,18.63,21.8,2024-10-25,F,1,C57BL6/J,FISETIN,D12451i,0.21846484165324748,3
3994,4.53,20.21,23.9,2024-10-25,F,1,C57BL6/J,FISETIN,D12451i,0.22414646214745176,3
3995,3.64,19.07,22,2024-10-25,F,1,C57BL6/J,FISETIN,D12451i,0.19087572102779235,3
3996,3.99,19.41,22.8,2024-10-25,F,1,C57BL6/J,FISETIN,D12451i,0.20556414219474498,3
3997,6.8,20.33,26.5,2024-10-25,F,1,C57BL6/J,FISETIN,D12451i,0.3344810624692573,3
3998,4.22,20.81,24.3,2024-10-25,F,1,C57BL6/J,FISETIN,D12451i,0.2027871215761653,3
3999,4.2,20.97,24.3,2024-10-25,F,1,C57BL6/J,FISETIN,D12451i,0.20028612303290416,3
4000,5.72,20.27,25.1,2024-10-25,F,1,C57BL6/J,FISETIN,D12451i,0.28219042920572274,3
4001,2.72,19.88,21.9,2024-10-25,F,1,C57BL6/J,FISETIN,D12450Hi,0.13682092555331993,3
4002,3.12,20.26,22.5,2024-10-25,F,1,C57BL6/J,FISETIN,D12450Hi,0.1539980256663376,3
4003,3.25,17.47,20,2024-10-25,F,1,C57BL6/J,FISETIN,D12450Hi,0.18603319977103608,3
4004,2.37,20.3,21.8,2024-10-25,F,1,C57BL6/J,FISETIN,D12450Hi,0.11674876847290641,3
4005,11.34,23.95,34.6,2024-10-25,M,1,C57BL6/J,FISETIN,D12451i,0.47348643006263047,3
4006,6.72,23.67,29.4,2024-10-25,M,1,C57BL6/J,FISETIN,D12451i,0.2839036755386565,3
4007,7.7,23.16,30.2,2024-10-25,M,1,C57BL6/J,FISETIN,D12451i,0.3324697754749568,3
4008,12.06,24.75,36.3,2024-10-25,M,1,C57BL6/J,FISETIN,D12451i,0.4872727272727273,3
4009,10.81,25.63,35.4,2024-10-25,M,1,C57BL6/J,FISETIN,D12451i,0.4217713616855248,3
4010,11.92,27.1,37.6,2024-10-25,M,1,C57BL6/J,FISETIN,D12451i,0.4398523985239852,3
4011,9.79,24.44,33.4,2024-10-25,M,1,C57BL6/J,FISETIN,D12451i,0.4005728314238952,3
4012,5.77,24.46,29.5,2024-10-25,M,1,C57BL6/J,FISETIN,D12451i,0.23589533932951756,3
4013,2.23,26.4,27.8,2024-10-25,M,1,C57BL6/J,FISETIN,D12450Hi,0.08446969696969697,3
4014,6.09,25.87,31.2,2024-10-25,M,1,C57BL6/J,FISETIN,D12450Hi,0.23540780827212987,3
4015,11.09,26.68,37.2,2024-10-25,M,1,C57BL6/J,FISETIN,D12450Hi,0.4156671664167916,3
4016,4.51,25.78,29.5,2024-10-25,M,1,C57BL6/J,FISETIN,D12450Hi,0.17494181536074474,3
7877,2.17,20.7,21.9,2024-11-05,F,2,C57BL6/J,EEGAP,D12451i,0.10483091787439613,3
7875,2.36,19.45,20.9,2024-11-05,F,2,C57BL6/J,EEGAP,D12451i,0.12133676092544987,3
7879,2,19.23,20.2,2024-11-05,F,2,C57BL6/J,EEGAP,D12451i,0.10400416016640665,3
7861,8.49,24.58,32.7,2024-11-05,M,2,C57BL6/J,EEGAP,D12451i,0.34540276647681045,3
7860,8.57,24.33,32.1,2024-11-05,M,2,C57BL6/J,EEGAP,D12451i,0.35224003288121664,3
7865,8.66,27.4,35.6,2024-11-05,M,2,C57BL6/J,EEGAP,D12451i,0.31605839416058396,3
7872,2.09,18.05,19.2,2024-11-05,F,2,C57BL6/J,EEGAP,D12451i,0.11578947368421051,3
7876,2.13,18.53,19.5,2024-11-05,F,2,C57BL6/J,EEGAP,D12451i,0.11494873178629249,3
7864,8.25,24.44,31.9,2024-11-05,M,2,C57BL6/J,EEGAP,D12451i,0.3375613747954173,3
7873,2.67,18.21,21.7,2024-11-05,F,2,C57BL6/J,EEGAP,D12451i,0.14662273476112025,3
7874,2.43,19.07,20.6,2024-11-05,F,2,C57BL6/J,EEGAP,D12451i,0.12742527530152073,3
7866,3.67,24.05,26.7,2024-11-05,M,2,C57BL6/J,EEGAP,D12451i,0.15259875259875258,3
7878,3.01,18.02,20.1,2024-11-05,F,2,C57BL6/J,EEGAP,D12451i,0.16703662597114316,3
7862,5.68,26.04,30.6,2024-11-05,M,2,C57BL6/J,EEGAP,D12451i,0.21812596006144394,3
7867,4.72,24.18,28,2024-11-05,M,2,C57BL6/J,EEGAP,D12451i,0.19520264681555002,3
7863,6.75,24.65,30.7,2024-11-05,M,2,C57BL6/J,EEGAP,D12451i,0.27383367139959436,3
7880,1.6,17.83,19.3,2024-11-05,F,2,C57BL6/J,EEGAP,D12450Ki,0.08973639932697702,3
7881,1.6,19.33,20,2024-11-05,F,2,C57BL6/J,EEGAP,D12450Ki,0.08277289187791,3
7871,5.4,26.23,31,2024-11-05,M,2,C57BL6/J,EEGAP,D12450Ki,0.20587113991612657,3
7870,2.02,22.01,22.9,2024-11-05,M,2,C57BL6/J,EEGAP,D12450Ki,0.09177646524307133,3
7869,2.67,24.31,26.2,2024-11-05,M,2,C57BL6/J,EEGAP,D12450Ki,0.10983134512546278,3
7868,3.1,23.44,25.9,2024-11-05,M,2,C57BL6/J,EEGAP,D12450Ki,0.13225255972696245,3
7883,3.38,16.88,19.1,2024-11-05,F,2,C57BL6/J,EEGAP,D12450Ki,0.20023696682464456,3
7882,2.16,18.83,20.1,2024-11-05,F,2,C57BL6/J,EEGAP,D12450Ki,0.11471056824216677,3
3706,6.97,23.56,30,2024-11-12,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.2958404074702886,1
3707,11.54,24.12,35.5,2024-11-12,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.47844112769485897,1
3708,15.01,25.19,39.9,2024-11-12,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.5958713775307661,1
3709,13.29,24.76,37.7,2024-11-12,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.5367528271405492,1
3710,12.8,23.77,36.1,2024-11-12,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.5384938998737905,1
3711,11.94,24.74,36.3,2024-11-12,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.4826192400970089,1
3712,14.85,27.13,41.7,2024-11-12,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.547364541098415,1
3713,11.28,27.39,39.1,2024-11-19,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.41182913472070093,1
3714,14.06,25.5,39.8,2024-11-19,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.5513725490196079,1
3715,13.64,23.85,37.3,2024-11-19,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.5719077568134172,1
3716,10.23,21.72,31.6,2024-11-19,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.4709944751381216,1
3717,9.27,23.62,32.6,2024-11-19,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.3924640135478408,1
3718,12.92,23.32,35.5,2024-11-19,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.5540308747855918,1
3719,11.74,22.21,33.7,2024-11-19,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.5285907248986943,1
7876,2.83,18.89,21.05,2024-11-26,F,2,C57BL6/J,EEGAP,D12451i,0.1498147167813658,4
7872,2.32,17.81,19.33,2024-11-26,F,2,C57BL6/J,EEGAP,D12451i,0.13026389668725435,4
7877,2.42,20.3,22.22,2024-11-26,F,2,C57BL6/J,EEGAP,D12451i,0.11921182266009851,4
7878,2.98,19.09,21.33,2024-11-26,F,2,C57BL6/J,EEGAP,D12451i,0.15610267155578836,4
7873,2.86,20.2,22.34,2024-11-26,F,2,C57BL6/J,EEGAP,D12451i,0.14158415841584157,4
7874,2.94,19.94,21.84,2024-11-26,F,2,C57BL6/J,EEGAP,D12451i,0.1474423269809428,4
7875,2.42,20.49,20.32,2024-11-26,F,2,C57BL6/J,EEGAP,D12451i,0.11810639336261591,4
7879,2.56,19.77,21.3,2024-11-26,F,2,C57BL6/J,EEGAP,D12451i,0.1294891249367729,4
7864,10.8,24.22,34.56,2024-11-26,M,2,C57BL6/J,EEGAP,D12451i,0.44591246903385634,4
7865,10.25,28.89,38.37,2024-11-26,M,2,C57BL6/J,EEGAP,D12451i,0.3547940463828314,4
7860,10.19,24.24,34.05,2024-11-26,M,2,C57BL6/J,EEGAP,D12451i,0.4203795379537954,4
7861,7.78,24.65,31.81,2024-11-26,M,2,C57BL6/J,EEGAP,D12451i,0.3156186612576065,4
7870,1.75,22.86,23.56,2024-11-26,M,2,C57BL6/J,EEGAP,D12450Ki,0.07655293088363954,4
7871,6.08,27.18,32.72,2024-11-26,M,2,C57BL6/J,EEGAP,D12450Ki,0.22369389256806477,4
7868,2.98,23.03,25.06,2024-11-26,M,2,C57BL6/J,EEGAP,D12450Ki,0.12939643942683457,4
7869,2.93,24.69,26.75,2024-11-26,M,2,C57BL6/J,EEGAP,D12450Ki,0.11867152693398136,4
7883,2.65,17.65,19.04,2024-11-26,F,2,C57BL6/J,EEGAP,D12450Ki,0.1501416430594901,4
7882,1.52,19.21,19.88,2024-11-26,F,2,C57BL6/J,EEGAP,D12450Ki,0.07912545549193128,4
7881,1.37,20.19,20.51,2024-11-26,F,2,C57BL6/J,EEGAP,D12450Ki,0.06785537394749876,4
7880,1.75,18.92,19.55,2024-11-26,F,2,C57BL6/J,EEGAP,D12450Ki,0.09249471458773784,4
7866,3.49,24.52,27,2024-11-26,M,2,C57BL6/J,EEGAP,D12451i,0.14233278955954323,4
7862,6.23,26.3,31.6,2024-11-26,M,2,C57BL6/J,EEGAP,D12451i,0.23688212927756655,4
7863,7.48,25.82,32.73,2024-11-26,M,2,C57BL6/J,EEGAP,D12451i,0.28969790859798605,4
7867,7.66,24.52,30.7,2024-11-26,M,2,C57BL6/J,EEGAP,D12451i,0.31239804241435565,4
3720,8.08,22.81,30.59,2024-11-26,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.35423060061376593,1
3721,11.13,25.51,36.9,2024-11-26,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.4362994903959232,1
3722,11.07,25.64,35.15,2024-11-26,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.43174726989079565,1
3723,15.96,23.66,39.81,2024-11-26,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.6745562130177515,1
3724,10.57,22.77,33.16,2024-11-26,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.46420729029424684,1
3725,11.76,23.59,35.24,2024-11-26,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.49851632047477745,1
3726,12.09,23.03,31.46,2024-11-26,F,5,NZO/HlLtJ,EEGAP,D12450Ki,0.5249674337820234,1
3727,10.87,25.38,36.2,2024-12-03,F,5,NZO/HlLtJ,EEGAP,D12450Ki,0.42828999211977936,1
3728,10.29,24.04,34.3,2024-12-03,F,5,NZO/HlLtJ,EEGAP,D12450Ki,0.4280366056572379,1
3729,14.07,25,39.3,2024-12-03,F,5,NZO/HlLtJ,EEGAP,D12450Ki,0.5628,1
3706,8.72,21.98,30.43,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.3967242948134668,2
3707,13.01,23.79,36.94,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.5468684321143338,2
3708,15.61,23.34,39,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.668808911739503,2
3709,11.87,23.89,35.39,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.4968606111343658,2
3710,15.99,23.5,39.43,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.6804255319148936,2
3711,14.14,22.46,36.3,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.6295636687444346,2
3712,15.64,26.02,41.34,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.601076095311299,2
3706,8.72,21.98,30.43,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.3967242948134668,2
3707,13.01,23.79,36.94,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.5468684321143338,2
3708,15.61,23.34,39,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.668808911739503,2
3709,11.87,23.89,35.39,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.4968606111343658,2
3710,15.99,23.5,39.43,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.6804255319148936,2
3711,14.14,22.46,36.3,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.6295636687444346,2
3712,15.64,26.02,41.34,2024-12-05,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.601076095311299,2
3715,12.84,24.63,36.9,2024-12-11,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.5213154689403167,2
7869,3.24,25.47,27.8,2024-12-11,M,2,C57BL6/J,EEGAP,D12450Ki,0.12720848056537104,5
7883,2.19,18.33,19.5,2024-12-11,F,2,C57BL6/J,EEGAP,D12450Ki,0.11947626841243864,5
7868,3.32,23.04,25.7,2024-12-11,M,2,C57BL6/J,EEGAP,D12450Ki,0.1440972222222222,5
7861,7.01,24.16,30.6,2024-12-11,M,2,C57BL6/J,EEGAP,D12451i,0.2901490066225165,5
7860,11.28,25.14,35.7,2024-12-11,M,2,C57BL6/J,EEGAP,D12451i,0.4486873508353222,5
7871,7.94,26.23,33.8,2024-12-11,M,2,C57BL6/J,EEGAP,D12450Ki,0.30270682424704537,5
3714,18.05,25.54,44.5,2024-12-11,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.706734534064213,2
3717,13.66,23.97,37.2,2024-12-11,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.5698790154359616,2
3718,16.49,23.18,39,2024-12-11,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.7113891285591026,2
3719,19.21,22.8,41.5,2024-12-11,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.8425438596491228,2
3716,13.2,22.35,35,2024-12-11,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.5906040268456375,2
3713,14.73,23.12,37.5,2024-12-11,F,3,NZO/HlLtJ,EEGAP,D12450Ki,0.6371107266435986,2
7872,2.98,16.96,19.2,2024-12-11,F,2,C57BL6/J,EEGAP,D12451i,0.17570754716981132,5
7878,2.78,18.68,20.5,2024-12-11,F,2,C57BL6/J,EEGAP,D12451i,0.1488222698072805,5
7870,2.28,22.08,23.6,2024-12-11,M,2,C57BL6/J,EEGAP,D12450Ki,0.10326086956521739,5
7880,1.48,19.25,19.7,2024-12-11,F,2,C57BL6/J,EEGAP,D12450Ki,0.07688311688311689,5
7875,3.02,20.68,22.9,2024-12-11,F,2,C57BL6/J,EEGAP,D12451i,0.14603481624758222,5
7863,8.01,25.36,32.7,2024-12-11,M,2,C57BL6/J,EEGAP,D12451i,0.31585173501577285,5
7867,8.24,24.29,31.8,2024-12-11,M,2,C57BL6/J,EEGAP,D12451i,0.3392342527789214,5
7882,1.73,19.72,20.8,2024-12-11,F,2,C57BL6/J,EEGAP,D12450Ki,0.08772819472616633,5
7864,11.94,24.97,36.1,2024-12-11,M,2,C57BL6/J,EEGAP,D12451i,0.47817380857028435,5
7874,2.6,19.47,21.3,2024-12-11,F,2,C57BL6/J,EEGAP,D12451i,0.13353877760657423,5
7876,1.73,19.37,20,2024-12-11,F,2,C57BL6/J,EEGAP,D12451i,0.08931337119256581,5
7862,7.95,25.96,33.3,2024-12-11,M,2,C57BL6/J,EEGAP,D12451i,0.3062403697996918,5
7873,2.95,21.04,23.1,2024-12-11,F,2,C57BL6/J,EEGAP,D12451i,0.1402091254752852,5
7866,4.89,24.03,27.8,2024-12-11,M,2,C57BL6/J,EEGAP,D12451i,0.20349563046192257,5
7877,2.5,20.83,22.9,2024-12-11,F,2,C57BL6/J,EEGAP,D12451i,0.12001920307249161,5
7881,1.18,19.48,19.6,2024-12-11,F,2,C57BL6/J,EEGAP,D12450Ki,0.06057494866529774,5
7879,2.57,20.43,22.2,2024-12-11,F,2,C57BL6/J,EEGAP,D12451i,0.12579539892315222,5
7865,11.25,28.38,39.2,2024-12-11,M,2,C57BL6/J,EEGAP,D12451i,0.3964059196617336,5
3720,9.3,21.77,31.2,2024-12-13,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.4271933853927423,2
3721,11.75,24.97,36.77,2024-12-13,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.4705646776131358,2
3723,14.52,24.23,38.47,2024-12-13,F,4,NZO/HlLtJ,EEGAP,D12450Ki,0.5992571192736277,2
3726,12.77,22.7,35.65,2024-12-13,F,5,NZO/HlLtJ,EEGAP,D12450Ki,0.5625550660792952,2
