ID,BW,DATE,COMMENTS,SEX,COHORT,STRAIN,AIM,DIET_CODE
1,31.2,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,31.2,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,32,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,32,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,32.4,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,32.4,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,32.3,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,32.3,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,32.1,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,32.1,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,33,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,33,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,34.1,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,34.1,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,34.6,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1,34.6,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,30.5,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,30.5,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.6,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.6,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.5,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.5,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,30.7,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,30.7,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,29.7,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,29.7,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.6,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.6,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.7,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.7,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.6,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2,31.6,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,33.1,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,33.1,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,33.7,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,33.7,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,33.7,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,33.7,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,33,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,33,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,35.1,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,35.1,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,36.6,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,36.6,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,37.4,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,37.4,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,37.2,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
3,37.2,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,30.9,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,30.9,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,31.9,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,31.9,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,33.3,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,33.3,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,31.5,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,31.5,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,31.6,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,31.6,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,32.4,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,32.4,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,33.4,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,33.4,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,33.4,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
4,33.4,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,31,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,31,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,31.2,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,31.2,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,30.4,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,30.4,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,30.3,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,30.3,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,30.2,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,30.2,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,31.8,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,31.8,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,33,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,33,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,33.1,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
5,33.1,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,31.3,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,31.3,2022-02-17,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,32.4,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,32.4,2022-02-18,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,31.3,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,31.3,2022-02-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,30,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,30,2022-03-04,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,29,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,29,2022-03-11,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,29.6,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,29.6,2022-03-25,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,30.5,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,30.5,2022-04-01,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,30.4,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
6,30.4,2022-04-08,NA,M,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,18.9,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,18.9,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,19.7,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,19.7,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,20.7,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,20.7,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,20.8,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,20.8,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,20.6,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,20.6,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,21.7,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,21.7,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,22.1,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,22.1,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,21.7,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
7,21.7,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,21.4,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,21.4,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,21.3,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,21.3,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,22.1,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,22.1,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,21.7,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,21.7,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,21.7,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,21.7,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,22.6,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,22.6,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,23.3,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,23.3,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,23.6,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
8,23.6,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,19.9,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,19.9,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,20.3,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,20.3,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,21.2,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,21.2,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,20.8,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,20.8,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,21.9,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,21.9,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,22.9,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,22.9,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,22.2,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,22.2,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,22.6,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
9,22.6,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,19,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,19,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,19.5,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,19.5,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,20.9,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,20.9,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,21.4,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,21.4,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,21.5,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,21.5,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,21.9,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,21.9,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,22.9,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,22.9,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,22.8,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
10,22.8,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,21.1,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,21.1,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,21.6,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,21.6,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22.4,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22.4,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22.2,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22.2,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22.2,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22.2,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22.9,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,22.9,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,23.2,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
11,23.2,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,21.7,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,21.7,2022-02-17,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,22.2,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,22.2,2022-02-18,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,22.6,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,22.6,2022-02-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,23,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,23,2022-03-04,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,23.3,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,23.3,2022-03-11,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,24.5,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,24.5,2022-03-25,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,25.9,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,25.9,2022-04-01,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,25.8,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
12,25.8,2022-04-08,NA,F,8,C57BL/6J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,52.7,2022-02-17,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,52.7,2022-02-17,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,53.1,2022-02-18,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,53.1,2022-02-18,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,55.2,2022-02-25,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,55.2,2022-02-25,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,52.3,2022-03-04,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,52.3,2022-03-04,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,51.6,2022-03-11,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,51.6,2022-03-11,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,49.7,2022-03-25,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,49.7,2022-03-25,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,47.6,2022-04-01,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,47.6,2022-04-01,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,45.7,2022-04-08,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
13,45.7,2022-04-08,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
14,53.3,2022-02-17,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
14,53.3,2022-02-17,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
14,50,2022-02-18,NA,M,8,NZO/HlLtJ,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
