ID,BW,DATE,COMMENTS,SEX,COHORT,STRAIN,AIM,DIET_CODE
1006,21.82,2025-01-03,INJECTION_DAY_2,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1006,29.5,2025-01-06,INJECTION_DAY_3,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1007,33.06,2024-12-18,INDIVIDUALLY_HOUSED,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1007,33.75,2024-12-20,NA,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1007,33.11,2024-12-23,NA,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1007,33.5,2024-12-25,NA,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1007,32.81,2024-12-27,NA,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1007,33.14,2024-12-30,MOCK_INJECTION,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1007,32.47,2024-12-31,INJECTION_DAY_1,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1007,31.33,2025-01-03,INJECTION_DAY_2,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
1007,30.1,2025-01-06,INJECTION_DAY_3,M,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,23.36,2024-12-18,INDIVIDUALLY_HOUSED,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,22.42,2024-12-20,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,22.54,2024-12-23,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,21.99,2024-12-25,FUR_ISSUES,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,21.96,2024-12-27,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,21.9,2024-12-30,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,22.36,2025-01-03,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,22.84,2025-01-07,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,24.09,2025-01-09,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,21.13,2025-01-10,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,21.29,2025-01-13,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2001,24.45,2025-01-15,MOCK_INJECTION,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,25.06,2024-12-18,INDIVIDUALLY_HOUSED,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,23.32,2024-12-20,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,23.73,2024-12-23,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,23.21,2024-12-25,FUR_ISSUES,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,22.81,2024-12-27,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,22.9,2024-12-30,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,22.75,2025-01-03,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,23.21,2025-01-07,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,23.15,2025-01-09,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,20.57,2025-01-10,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,23.21,2025-01-13,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2002,23.45,2025-01-15,MOCK_INJECTION,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,22.73,2024-12-18,INDIVIDUALLY_HOUSED,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,22.82,2024-12-20,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,21.6,2024-12-23,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,21.79,2024-12-25,FUR_ISSUES,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,20.99,2024-12-27,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,16.94,2024-12-30,SIGNS_OF_DEHYDRATION,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,22.37,2025-01-03,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,22.15,2025-01-07,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,21.94,2025-01-09,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,20.61,2025-01-10,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,21.49,2025-01-13,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2003,21.4,2025-01-15,MOCK_INJECTION,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,24.03,2024-12-18,INDIVIDUALLY_HOUSED,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,22.9,2024-12-20,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,22.86,2024-12-23,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,23.3,2024-12-25,FUR_ISSUES,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,22.4,2024-12-27,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,22.83,2024-12-30,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,23,2025-01-03,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,23.29,2025-01-07,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,22.9,2025-01-09,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,21.4,2025-01-10,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,23.71,2025-01-13,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2004,23.12,2025-01-15,MOCK_INJECTION,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,24.06,2024-12-18,INDIVIDUALLY_HOUSED,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,23.71,2024-12-20,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,23.36,2024-12-23,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,24.36,2024-12-25,FUR_ISSUES,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,23.49,2024-12-27,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,24.33,2024-12-30,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,24.55,2025-01-03,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,25.07,2025-01-07,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,25.3,2025-01-09,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,22.56,2025-01-10,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,24.12,2025-01-13,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2005,24.3,2025-01-15,MOCK_INJECTION,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,22.9,2024-12-18,INDIVIDUALLY_HOUSED,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,23.31,2024-12-20,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,23.4,2024-12-23,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,22.75,2024-12-25,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,22.94,2024-12-27,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,22.56,2024-12-30,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,23.19,2025-01-03,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,23.99,2025-01-07,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,23.7,2025-01-09,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,21.16,2025-01-10,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,20.21,2025-01-13,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2006,22.75,2025-01-15,MOCK_INJECTION,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,22.86,2024-12-18,INDIVIDUALLY_HOUSED,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,22.62,2024-12-20,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,22.3,2024-12-23,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,22.5,2024-12-25,FUR_ISSUES,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,21.31,2024-12-27,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,22.34,2024-12-30,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,21.97,2025-01-03,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,21.91,2025-01-07,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,22.05,2025-01-09,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,19.6,2025-01-10,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,20.96,2025-01-13,NA,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2007,23.88,2025-01-15,MOCK_INJECTION,F,6,C57BL6/J,EEGAP,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2307,29.34,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2307,26.38,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2307,27.02,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2307,27.43,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2307,29.09,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2308,32.71,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2308,29.71,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2308,27.7,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2308,28.55,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2308,29.44,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2309,31.74,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2309,30.24,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2309,27,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2309,27.92,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2309,28.9,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2310,36.95,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2310,34.82,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2310,30.48,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2310,31.38,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2310,32.17,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2311,40.51,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2311,38.74,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2311,32.14,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2311,30.64,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2311,31.26,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2312,40.07,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2312,32.52,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2312,33.87,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2312,34.2,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2312,34.3,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2313,38.2,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2313,38.05,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2313,36.1,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2313,37.06,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2313,37.09,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2314,34.27,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2314,33.51,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2314,34.4,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2314,35.34,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2314,36.29,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2315,42.02,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2315,37.93,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2315,31.31,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2315,29.39,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2315,28.92,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2316,45.39,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2316,39.35,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2316,37.17,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2316,38.88,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2316,39.41,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2317,29.42,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2317,27.03,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2317,27.3,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2317,26.14,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2317,27.13,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2318,33.13,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2318,29.3,2025-01-22,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2318,25.41,2025-01-29,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2318,25.97,2025-02-05,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2318,26.55,2025-02-12,NA,F,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2319,45.6,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2319,41.3,2025-01-22,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2319,40.78,2025-01-29,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2319,41.81,2025-02-05,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2319,42.68,2025-02-12,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2320,34.07,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2320,33.18,2025-01-22,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2320,35.16,2025-01-29,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2320,37.85,2025-02-05,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2320,39.85,2025-02-12,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2321,55.4,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2321,56.33,2025-01-22,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2321,57.24,2025-01-29,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2321,58.16,2025-02-05,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2321,59.69,2025-02-12,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2322,59.95,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2322,58.39,2025-01-22,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2322,58.81,2025-01-29,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2322,56.62,2025-02-05,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2322,57.96,2025-02-12,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2323,41.02,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2323,39.6,2025-01-22,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2323,34.19,2025-01-29,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2323,35.77,2025-02-05,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2323,36.48,2025-02-12,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2324,46.66,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2324,44.14,2025-01-22,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2324,35.81,2025-01-29,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2324,34.35,2025-02-05,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2324,33.33,2025-02-12,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2325,50.28,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2325,47.63,2025-01-22,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2325,37.04,2025-01-29,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2325,34.66,2025-02-05,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2325,34.16,2025-02-12,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2326,46.33,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2326,40.62,2025-01-22,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2326,37.32,2025-01-29,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2326,36.91,2025-02-05,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2326,37.16,2025-02-12,NA,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
2327,40.12,2025-01-09,INDIVIDUALLY_HOUSED_AND_ECHO_MRI,M,7,C57BL6/J,FISETIN,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet
