MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
,NZO/HlLtJ,43,,,,1/11/22,F,CHOW,,,52.05,4/22/22,,316.75,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,44,,,,1/11/22,F,CHOW,,,47.39,4/22/22,,248.73,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,45,,,,1/11/22,F,CHOW,,,48.92,4/22/22,,255.68,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,46,,,,1/11/22,F,CHOW,,,44.74,4/22/22,,287.53,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,47,,,,1/11/22,F,CHOW,,,50.2,4/22/22,,354.57,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,48,,,,1/11/22,F,CHOW,,,43,4/22/22,,307.96,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,25,,,,1/11/22,M,CHOW,313.97,294.94,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,26,,,,1/11/22,M,CHOW,328.87,304.48,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,27,,,,1/11/22,M,CHOW,303.96,279.24,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,28,,,,1/11/22,M,CHOW,307.9,276.6,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,29,,,,1/11/22,M,CHOW,294.79,274.56,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,30,,,,1/11/22,M,CHOW,324.07,295.15,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,31,,,,1/11/22,F,CHOW,341.46,322.79,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,32,,,,1/11/22,F,CHOW,285.4,270.53,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,33,,,,1/11/22,F,CHOW,294.42,276.17,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,34,,,,1/11/22,F,CHOW,309.18,289.65,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,35,,,,1/11/22,F,CHOW,311.3,290.85,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,36,,,,1/11/22,F,CHOW,302.69,281.29,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,37,,,,1/11/22,M,CHOW,290.22,263,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,38,,,,1/11/22,M,CHOW,318.65,289.11,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,39,,,,1/11/22,M,CHOW,282.93,262.62,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,40,,,,1/11/22,M,CHOW,340.57,314.25,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,41,,,,1/11/22,M,CHOW,380.86,356,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,42,,,,1/11/22,M,CHOW,310.09,288.88,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,43,,,,1/11/22,F,CHOW,316.75,296.35,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,44,,,,1/11/22,F,CHOW,248.73,229.01,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,45,,,,1/11/22,F,CHOW,255.68,237.59,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,46,,,,1/11/22,F,CHOW,287.53,263.01,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,47,,,,1/11/22,F,CHOW,354.57,329.07,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,48,,,,1/11/22,F,CHOW,307.96,290.64,,4/25/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,25,,,,1/11/22,M,CHOW,294.94,274.59,31.5,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,26,,,,1/11/22,M,CHOW,304.48,278.41,32.8,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,27,,,,1/11/22,M,CHOW,279.24,252.47,29.7,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,28,,,,1/11/22,M,CHOW,276.6,241.28,27.1,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,29,,,,1/11/22,M,CHOW,274.56,256.12,28.4,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,30,,,,1/11/22,M,CHOW,295.15,256.59,27.3,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,31,,,,1/11/22,F,CHOW,322.79,305.53,20.37,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,32,,,,1/11/22,F,CHOW,270.53,254.05,20.82,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,33,,,,1/11/22,F,CHOW,276.17,256.99,21.6,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,34,,,,1/11/22,F,CHOW,289.65,266.72,22.47,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,35,,,,1/11/22,F,CHOW,290.85,271.23,23.8,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,36,,,,1/11/22,F,CHOW,281.29,260.29,23.2,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,37,,,,1/11/22,M,CHOW,263,236.52,51.92,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,38,,,,1/11/22,M,CHOW,289.11,254.3,42.68,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,39,,,,1/11/22,M,CHOW,262.62,232.14,49.53,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,40,,,,1/11/22,M,CHOW,314.25,322.22,43.88,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,41,,,,1/11/22,M,CHOW,356,329.09,44.88,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,42,,,,1/11/22,M,CHOW,288.88,263.51,46.46,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,43,,,,1/11/22,F,CHOW,296.35,272.1,52.48,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,44,,,,1/11/22,F,CHOW,229.01,204.75,50,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,45,,,,1/11/22,F,CHOW,237.59,215.14,50.74,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,46,,,,1/11/22,F,CHOW,263.01,237.77,46.59,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,47,,,,1/11/22,F,CHOW,329.07,298.58,53.89,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,48,,,,1/11/22,F,CHOW,290.64,272.39,43.41,4/29/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,25,,,,1/11/22,M,CHOW,274.59,261.5,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,26,,,,1/11/22,M,CHOW,278.41,262.92,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,27,,,,1/11/22,M,CHOW,252.47,234.12,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,28,,,,1/11/22,M,CHOW,241.28,219.32,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,29,,,,1/11/22,M,CHOW,256.12,243.3,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,30,,,,1/11/22,M,CHOW,256.59,239.12,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,31,,,,1/11/22,F,CHOW,305.53,294.55,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,32,,,,1/11/22,F,CHOW,254.05,243.71,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,33,,,,1/11/22,F,CHOW,256.99,243.76,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,34,,,,1/11/22,F,CHOW,266.72,250.85,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,35,,,,1/11/22,F,CHOW,271.23,258.06,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,36,,,,1/11/22,F,CHOW,260.29,247.15,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,37,,,,1/11/22,M,CHOW,236.52,219.32,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,38,,,,1/11/22,M,CHOW,254.3,229.79,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,39,,,,1/11/22,M,CHOW,232.14,208.87,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,40,,,,1/11/22,M,CHOW,322.22,295.94,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,41,,,,1/11/22,M,CHOW,329.09,306.49,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,42,,,,1/11/22,M,CHOW,263.51,244.51,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,43,,,,1/11/22,F,CHOW,272.1,254.58,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,44,,,,1/11/22,F,CHOW,204.75,190.41,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,45,,,,1/11/22,F,CHOW,215.14,199.3,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,46,,,,1/11/22,F,CHOW,237.77,219.81,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,47,,,,1/11/22,F,CHOW,298.58,278.56,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,48,,,,1/11/22,F,CHOW,272.39,257.98,,5/2/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,25,,,,1/11/22,M,CHOW,261.5,242.51,32.6,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,26,,,,1/11/22,M,CHOW,262.92,245.77,33.4,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,27,,,,1/11/22,M,CHOW,234.12,213.92,30.2,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,28,,,,1/11/22,M,CHOW,219.32,193.52,27.7,5/6/22,,252.25,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,29,,,,1/11/22,M,CHOW,243.3,226.82,29.3,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,30,,,,1/11/22,M,CHOW,239.12,217.73,28.5,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,31,,,,1/11/22,F,CHOW,294.55,279.36,20.7,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,32,,,,1/11/22,F,CHOW,243.71,228.79,20.6,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,33,,,,1/11/22,F,CHOW,243.76,225.89,21.05,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,34,,,,1/11/22,F,CHOW,250.85,231.47,22.7,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,35,,,,1/11/22,F,CHOW,258.06,240.81,24.2,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,36,,,,1/11/22,F,CHOW,247.15,228.87,23.7,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,37,,,,1/11/22,M,CHOW,219.32,193.2,52.1,5/6/22,,251.21,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,38,,,,1/11/22,M,CHOW,229.79,191.07,41.4,5/6/22,,264.42,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,39,,,,1/11/22,M,CHOW,208.87,176.78,47.05,5/6/22,,228.26,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,40,,,,1/11/22,M,CHOW,295.94,265.73,40.4,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,41,,,,1/11/22,M,CHOW,306.49,269.22,44.7,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,42,,,,1/11/22,M,CHOW,244.51,219.95,45.4,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,43,,,,1/11/22,F,CHOW,254.58,226.74,55.6,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,44,,,,1/11/22,F,CHOW,190.41,169.09,50.5,5/6/22,,248.15,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,45,,,,1/11/22,F,CHOW,199.3,176.24,52,5/6/22,,262.54,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,46,,,,1/11/22,F,CHOW,219.81,196.69,49.3,5/6/22,,287.46,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,47,,,,1/11/22,F,CHOW,278.56,249.86,56.9,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,48,,,,1/11/22,F,CHOW,257.98,238.3,43.5,5/6/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,25,,,,1/11/22,M,CHOW,242.51,230.48,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,26,,,,1/11/22,M,CHOW,245.77,234.45,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,27,,,,1/11/22,M,CHOW,213.92,199.4,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,28,,,,1/11/22,M,CHOW,252.25,236.2,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,29,,,,1/11/22,M,CHOW,226.82,217.2,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,30,,,,1/11/22,M,CHOW,217.73,205.5,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,31,,,,1/11/22,F,CHOW,279.36,270.14,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,32,,,,1/11/22,F,CHOW,228.79,220.65,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,33,,,,1/11/22,F,CHOW,225.89,215.36,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,34,,,,1/11/22,F,CHOW,231.47,220.26,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,35,,,,1/11/22,F,CHOW,240.81,227.2,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,36,,,,1/11/22,F,CHOW,228.87,218.61,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,37,,,,1/11/22,M,CHOW,251.21,232.9,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,38,,,,1/11/22,M,CHOW,264.42,237.2,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,39,,,,1/11/22,M,CHOW,228.26,203.91,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,40,,,,1/11/22,M,CHOW,265.73,237.79,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,41,,,,1/11/22,M,CHOW,269.22,242.97,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,42,,,,1/11/22,M,CHOW,219.95,201.44,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,43,,,,1/11/22,F,CHOW,226.74,210.59,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,44,,,,1/11/22,F,CHOW,248.15,232.72,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,45,,,,1/11/22,F,CHOW,262.54,247.54,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,46,,,,1/11/22,F,CHOW,287.46,271.85,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,47,,,,1/11/22,F,CHOW,249.86,230.46,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,48,,,,1/11/22,F,CHOW,238.3,227.01,,5/9/22,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,25,,,,1/11/22,M,CHOW,230.48,198.52,33.3,5/13/22,,230.37,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,26,,,,1/11/22,M,CHOW,234.45,218.39,33.6,5/13/22,,218.39,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,27,,,,1/11/22,M,CHOW,199.4,176.91,30.8,5/13/22,,222,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,28,,,,1/11/22,M,CHOW,236.2,213.37,28.6,5/13/22,,213.37,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,29,,,,1/11/22,M,CHOW,217.2,203.93,29.1,5/13/22,,203.93,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,30,,,,1/11/22,M,CHOW,205.5,183.51,29.2,5/13/22,,232.11,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,31,,,,1/11/22,F,CHOW,270.14,250.72,21.1,5/13/22,,250.72,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,32,,,,1/11/22,F,CHOW,220.65,209.25,20.7,5/13/22,,209.25,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,33,,,,1/11/22,F,CHOW,215.36,185.4,21.8,5/13/22,,219.64,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,34,,,,1/11/22,F,CHOW,220.26,205.68,22.4,5/13/22,,205.68,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,35,,,,1/11/22,F,CHOW,227.2,211.41,25.5,5/13/22,,211.41,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,C57BL/6J,36,,,,1/11/22,F,CHOW,218.61,204.05,24,5/13/22,,204.05,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
,NZO/HlLtJ,37,,,,1/11/22,M,CHOW,232.9,186.55,49.3,5/13/22,,220.02,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,,,,,
