MICE_ID_RAR_INDIVIDUAL,ID,STRAIN,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC,,,,,
,9444,CD-1,6A,,370-F,12/31/25,F,LFD,12.57,0,,2/11/26,"Mice did not get fed on 2/9, staff misread calendar",12.65,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/25,M,LFD,11.19,0,,2/11/26,"Mice did not get fed on 2/9, staff misread calendar",12.99,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/25,M,LFD,16.4,0,,2/11/26,"Mice did not get fed on 2/9, staff misread calendar",16.9,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/26,F,LFD,15.63,0,,2/11/26,"Mice did not get fed on 2/9, staff misread calendar",16.6,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/25,F,HFD,17.1,9.62,,2/13/26,,19.03,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/25,F,HFD,16.93,8.53,,2/13/26,,18.16,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/25,M,HFD,16.95,6.02,,2/13/26,,17.77,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/25,M,HFD,19.41,8.57,,2/13/26,,18.2,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/25,F,HFD,13.74,7.23,,2/13/26,,17.97,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/25,M,HFD,15.55,7.2,,2/13/26,,19.86,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/25,M,HFD,17.38,7.6,,2/13/26,,21.92,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/26,M,HFD,14.32,2.8,,2/13/26,,20.68,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/26,F,HFD,22.57,16.59,,2/13/26,,23.69,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/25,F,LFD,16.42,4.39,,2/13/26,,19.16,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/25,M,LFD,21.91,13.66,,2/13/26,,18.85,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/25,M,LFD,16.61,6.73,,2/13/26,,19.08,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/25,F,LFD,17.11,7.83,,2/13/26,,19.51,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/25,F,LFD,12.65,3.55,,2/13/26,,24.75,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/25,M,LFD,12.99,3.18,,2/13/26,,31.55,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/25,M,LFD,16.9,9.77,,2/13/26,,17.18,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/26,F,LFD,16.6,7.19,,2/13/26,,20.41,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/25,F,HFD,19.03,9.1,,2/16/26,,15.53,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/25,F,HFD,18.16,8.31,,2/16/26,,12.7,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/25,M,HFD,17.77,3.46,,2/16/26,,19.27,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/25,M,HFD,18.2,4.44,,2/16/26,,17.26,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/25,F,HFD,17.97,11.83,,2/16/26,,14.81,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/25,M,HFD,19.86,11.27,,2/16/26,,17.33,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/25,M,HFD,21.92,12.4,,2/16/26,,12.24,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/26,M,HFD,20.68,7.62,,2/16/26,,17.17,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/26,F,HFD,23.69,13.77,,2/16/26,,17.46,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/25,F,LFD,19.16,6.52,,2/16/26,,19.53,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/25,M,LFD,18.85,7.32,,2/16/26,,17.14,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/25,M,LFD,19.08,5.21,,2/16/26,,19.69,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/25,F,LFD,19.51,11.33,,2/16/26,,15.36,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/25,F,LFD,24.75,13.37,,2/16/26,,14.26,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/25,M,LFD,31.55,21.57,,2/16/26,,19.18,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/25,M,LFD,17.18,7.43,,2/16/26,,15.7,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/26,F,LFD,20.41,9.36,,2/16/26,,15.33,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/25,F,HFD,15.53,9.75,28.85,2/18/26,,12.72,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/25,F,HFD,12.7,6.56,33.03,2/18/26,,11.27,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/25,M,HFD,19.27,10.64,45.43,2/18/26,,13.48,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/25,M,HFD,17.26,9.95,41.07,2/18/26,,13.88,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/25,F,HFD,14.81,9.58,23.6,2/18/26,,10,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/25,M,HFD,17.33,12.32,32.23,2/18/26,,12.69,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/25,M,HFD,12.24,6.81,25.01,2/18/26,,10.64,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/26,M,HFD,17.17,9.46,42.97,2/18/26,,15.18,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/26,F,HFD,17.46,9.42,36.3,2/18/26,,12.99,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/25,F,LFD,19.53,13.61,29.19,2/18/26,,11.09,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/25,M,LFD,17.14,9.89,28.58,2/18/26,,15.97,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/25,M,LFD,19.69,13.06,33.29,2/18/26,,10.12,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/25,F,LFD,15.36,8.95,28.88,2/18/26,,9.28,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/25,F,LFD,14.26,8.24,27.63,2/18/26,,10.16,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/25,M,LFD,19.18,13.24,26.88,2/18/26,,9.31,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/25,M,LFD,15.7,10.73,31.03,2/18/26,,11.33,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/26,F,LFD,15.33,7.43,27.62,2/18/26,,12.67,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/25,F,HFD,,,,2/20/26,,,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/25,F,HFD,,,,2/20/26,,,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/25,M,HFD,,,,2/20/26,,,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/25,M,HFD,,,,2/20/26,,,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/25,F,HFD,,,,2/20/26,,,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/25,M,HFD,,,,2/20/26,,,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/25,M,HFD,,,,2/20/26,,,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/26,M,HFD,,,,2/20/26,,,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/26,F,HFD,,,,2/20/26,,,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/25,F,LFD,,,,2/20/26,,,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/25,M,LFD,,,,2/20/26,,,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/25,M,LFD,,,,2/20/26,,,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/25,F,LFD,,,,2/20/26,,,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/25,F,LFD,,,,2/20/26,,,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/25,M,LFD,,,,2/20/26,,,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/25,M,LFD,,,,2/20/26,,,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/26,F,LFD,,,,2/20/26,,,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,15.81,4.8,,2/23/26,,11.1,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,14.58,5.64,,2/23/26,,12.2,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,16.36,3.37,,2/23/26,,13.37,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,16.93,4.55,,2/23/26,,13.67,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,15.69,7.18,,2/23/26,,9.79,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,14.06,5.66,,2/23/26,,10.76,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,14.83,5.76,,2/23/26,,11.33,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,16.92,4.13,,2/23/26,,13.76,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,14.92,7.28,,2/23/26,,10.03,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,16.79,4.17,,2/23/26,,13.01,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,15.36,3.26,,2/23/26,,12.8,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,16.6,5.29,,2/23/26,,12.36,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,21.68,12.56,,2/23/26,,15.3,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,15.8,7.63,,2/23/26,,12.88,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,19.09,9.26,,2/23/26,,12.97,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,15.86,5.55,,2/23/26,,12.26,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,14.67,0,,2/23/26,,20.5,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,11.1,5.25,30.55,2/25/26,,10.96,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,12.2,5.95,33.86,2/25/26,,14.22,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,13.37,4.97,48.62,2/25/26,,12.91,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,13.67,5.77,43.1,2/25/26,,13.67,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,9.79,3.35,24.45,2/25/26,,10.3,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,10.76,4.31,34.19,2/25/26,,11.05,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,11.33,5.68,36.88,2/25/26,,10.49,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,13.76,6.9,44.65,2/25/26,,11.01,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,10.03,3.68,34.77,2/25/26,,9.87,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,13.01,5.01,30.31,2/25/26,,11.12,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,12.8,3.59,31.43,2/25/26,,12.69,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,12.36,4.03,35.4,2/25/26,,12.98,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,15.3,8.18,29.86,2/25/26,,12.58,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,12.88,8.33,25.84,2/25/26,,8.95,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,12.97,6.45,28.76,2/25/26,,10.61,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,12.26,5.98,32.15,2/25/26,,11.87,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,20.5,7.35,27.36,2/25/26,,19.64,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,10.96,3.08,,2/27/26,,15.67,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,14.22,8.29,,2/27/26,,14.01,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,12.91,4.22,,2/27/26,,17.31,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,13.67,5.71,,2/27/26,,16.41,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,10.3,4.32,,2/27/26,,14.1,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,11.05,5.72,,2/27/26,,12.51,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,10.49,3.56,,2/27/26,,16.84,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,11.01,4.03,,2/27/26,,13.86,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,9.87,2.25,,2/27/26,,14.45,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,11.12,3.74,,2/27/26,,15.49,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,12.69,5.74,,2/27/26,,15.62,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,12.98,5.85,,2/27/26,,15.74,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,12.58,5.1,,2/27/26,,15.12,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,8.95,4.48,,2/27/26,,12.34,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,10.61,5.6,,2/27/26,,11.52,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,11.87,5.66,,2/27/26,,14.46,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,19.64,9.4,,2/27/26,,19.14,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,15.67,6.69,,3/2/26,,11.01,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,14.01,2.46,,3/2/26,,12.58,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,17.31,4.2,,3/2/26,,13.2,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,16.41,4.34,,3/2/26,,11.62,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,14.1,3.5,,3/2/26,,12.85,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,12.51,3.59,,3/2/26,,13.36,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,16.84,7.78,,3/2/26,,11.07,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,13.86,0,,3/2/26,,23.45,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,14.45,3.7,,3/2/26,,14.15,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,15.49,3.58,,3/2/26,,12.45,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,15.62,3.33,,3/2/26,,12.13,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,15.74,3.82,,3/2/26,,12.14,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,15.12,4.48,,3/2/26,,12.63,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,12.34,4.77,,3/2/26,,11.68,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,11.52,1.36,,3/2/26,,12.92,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,14.46,4.7,,3/2/26,,13.05,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,19.14,0,,3/2/26,,23.38,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,11.01,3.44,32.09,3/4/26,,14.3,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,12.58,4.31,36.63,3/4/26,,14.01,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,13.2,4,53.6,3/4/26,,14.91,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,11.62,3.45,45.65,3/4/26,,11.11,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,12.85,5.55,27.22,3/4/26,,14.3,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,13.36,7.39,35.88,3/4/26,,13.71,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,11.07,4.62,39.18,3/4/26,,10.33,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,23.45,15.12,50.11,3/4/26,,14.92,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,14.15,9.23,36.32,3/4/26,,10.64,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,12.45,4.76,31.43,3/4/26,,11.45,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,12.13,4.25,33.1,3/4/26,,12.79,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,12.14,4.83,36.36,3/4/26,,12.14,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,12.63,3.36,32.24,3/4/26,,12.58,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,11.68,5.32,26.4,3/4/26,,11.2,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,12.92,5.78,31.12,3/4/26,,13.47,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,13.05,6.56,34.1,3/4/26,,13.83,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,23.38,13.19,27.97,3/4/26,,18.99,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,14.3,9.39,,3/6/26,,14.44,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,14.01,8.19,,3/6/26,,14.07,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,14.91,6.48,,3/6/26,,17.8,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,11.11,5,,3/6/26,,16.52,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,14.3,7.87,,3/6/26,,14.7,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,13.71,9.27,,3/6/26,,13.9,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,10.33,6.26,,3/6/26,,14.05,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,14.92,9.16,,3/6/26,,18.36,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,10.64,7.2,,3/6/26,,13.89,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,11.45,4.35,,3/6/26,,15.16,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,12.79,6.97,,3/6/26,,14.87,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,12.14,6.12,,3/6/26,,15.9,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,12.58,5.71,,3/6/26,,15.31,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,11.2,6.49,,3/6/26,,12.1,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,13.47,8.97,,3/6/26,,15.27,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,13.83,7.89,,3/6/26,,14.43,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,18.99,7.6,,3/6/26,,28.76,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,14.44,2.77,,3/9/26,,13.7,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,14.07,3.74,,3/9/26,,10.86,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,17.8,4.96,,3/9/26,,11.22,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,16.52,6.27,,3/9/26,,11.09,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,14.7,4.51,,3/9/26,,10.04,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,13.9,6.58,,3/9/26,,9.84,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,14.05,6.73,,3/9/26,,10.03,NO,D12451i,,,,,,2409-42370A,,,,,
