MICE_ID_RAR_INDIVIDUAL,ID,STRAIN,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,18.36,7.38,,3/9/26,,14.39,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,13.89,6.33,,3/9/26,,10.79,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,15.16,2.68,,3/9/26,,14.11,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,14.87,3.55,,3/9/26,,13.47,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,15.9,5.78,,3/9/26,,12.97,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,15.31,5.31,,3/9/26,,10.86,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,12.1,3.84,,3/9/26,,9.54,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,15.27,5.49,,3/9/26,,12.03,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,14.43,6.64,,3/9/26,,11.08,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,28.76,11.58,,3/9/26,,18.31,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,13.7,7.15,30.34,3/11/26,,10.4,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,10.86,4.63,36.53,3/11/26,,11.38,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,11.22,2.07,56.48,3/11/26,,13.89,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,11.09,2.75,45.1,3/11/26,,11.12,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,10.04,2.11,26.37,3/11/26,,12.55,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,9.84,3.86,35.43,3/11/26,,11.53,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,10.03,4.6,37.62,3/11/26,,11.31,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,14.39,5.51,50.07,3/11/26,,13.51,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,10.79,4.27,35.51,3/11/26,,10.09,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,14.11,6.79,32.36,3/11/26,,12.44,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,13.47,4.62,33.45,3/11/26,,12.19,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,12.97,5.06,36.71,3/11/26,,11.83,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,10.86,2.77,32.43,3/11/26,,12.31,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,9.54,4,25.35,3/11/26,,10.96,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,12.03,4.5,32.37,3/11/26,,13.54,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,11.08,3.15,34.76,3/11/26,,10.55,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,18.31,5.14,29.2,3/11/26,,19.45,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,10.4,2.61,,3/13/26,,15.19,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,11.38,3.99,,3/13/26,,16.67,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,13.89,4.87,,3/13/26,,17.47,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,11.12,3.22,,3/13/26,,16.75,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,12.55,5.59,,3/13/26,,14.75,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,11.53,6,,3/13/26,,11.06,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,11.31,6.33,,3/13/26,,11.35,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,13.51,5.88,,3/13/26,,17.65,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,10.09,5.16,,3/13/26,,11.81,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,12.44,4.12,,3/13/26,,19.1,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,12.19,4.54,,3/13/26,,17.61,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,11.83,4.68,,3/13/26,,14.59,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,12.31,6.1,,3/13/26,,15.19,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,10.96,5.99,,3/13/26,,12.14,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,13.54,7.61,,3/13/26,,13.44,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,10.55,3.75,,3/13/26,,15.99,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,19.45,7.3,,3/13/26,,23.98,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,15.19,5.3,,3/16/26,,10.15,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,16.67,7.82,,3/16/26,,11.6,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,17.47,2.85,,3/16/26,,14.8,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,16.75,5.14,,3/16/26,,14.63,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,14.75,3.58,,3/16/26,,12.94,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,11.06,1.58,,3/16/26,,10.93,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,11.35,2.87,,3/16/26,,11.22,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,17.65,7.21,,3/16/26,,13.64,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,11.81,0.8,,3/16/26,,14.81,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,19.1,8.39,,3/16/26,,13.61,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,17.61,6.16,,3/16/26,,14.8,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,14.59,3.94,,3/16/26,,14.24,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,15.19,2.8,,3/16/26,,15.3,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,12.14,2.77,,3/16/26,,12.76,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,13.44,3.36,,3/16/26,,14.73,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,15.99,6.24,,3/16/26,,14.46,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,23.98,6.17,,3/16/26,,19.12,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,10.15,4.39,33.19,3/18/26,,12.34,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,11.6,5.45,37.84,3/18/26,,10.93,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,14.8,3.94,59.33,3/18/26,,14.98,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,14.63,6.04,47.59,3/18/26,,10.39,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,12.94,4.41,27.03,3/18/26,,14.12,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,10.93,4.3,38.05,3/18/26,,11,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,11.22,5.93,38.53,3/18/26,,9.83,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,13.64,6.7,50.03,3/18/26,,10.71,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,14.81,8.92,37.9,3/18/26,,9.95,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,13.61,6.05,33.42,3/18/26,,12.39,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,14.8,6.8,35.05,3/18/26,,12.51,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,14.24,6.52,37.53,3/18/26,,12.3,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,15.3,8.78,33.44,3/18/26,,12.76,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,12.76,6.48,26.83,3/18/26,,12.6,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,14.73,9.55,32.07,3/18/26,,12.56,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,14.46,7.45,36.26,3/18/26,,12.02,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,19.12,5.98,29.85,3/18/26,,21.41,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,12.34,4.78,,3/20/26,,17.53,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,10.93,3.22,,3/20/26,,14.58,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,14.98,5.02,,3/20/26,,20.99,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,10.39,4.05,,3/20/26,,14.28,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,14.12,6.66,,3/20/26,,17.12,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,11,6.51,,3/20/26,,17.43,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,9.83,4.75,,3/20/26,,14.81,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,10.71,2.46,,3/20/26,,18.15,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,9.95,3.21,,3/20/26,,14.52,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,12.39,3.58,,3/20/26,,20.12,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,12.51,4.47,,3/20/26,,17.91,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,12.3,5.65,,3/20/26,,17.41,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,12.76,6.41,,3/20/26,,15.64,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,12.6,6.71,,3/20/26,,14.86,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,12.56,5.97,,3/20/26,,16.64,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,12.02,5.56,,3/20/26,,15.32,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,21.41,8.55,,3/20/26,,28.13,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,17.53,9.45,,3/23/26,,11.25,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,14.58,7.32,,3/23/26,,10.87,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,20.99,6.61,,3/23/26,,13.95,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,14.28,5.03,,3/23/26,,12.3,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,17.12,4.48,,3/23/26,,13.75,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,17.43,8.99,,3/23/26,,10.1,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,14.81,7.44,,3/23/26,,11.71,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,18.15,7.26,,3/23/26,,11.7,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,14.52,3.58,,3/23/26,,13.3,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,20.12,12.29,,3/23/26,,13.69,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,17.91,7.44,,3/23/26,,12.74,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,17.41,7.47,,3/23/26,,11.52,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,15.64,7.25,,3/23/26,,10.44,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,14.86,7.83,,3/23/26,,12.31,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,16.64,7.75,,3/23/26,,10.97,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,15.32,6.92,,3/23/26,,11.93,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,28.13,9.49,,3/23/26,,20.22,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,11.25,4,34.12,3/25/26,,14.51,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,10.87,5.72,35.95,3/25/26,,13.82,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,13.95,3.6,61.4,3/25/26,,14.54,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,12.3,5.48,46.11,3/25/26,,11.12,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,13.75,5.49,27.6,3/25/26,,12.67,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,10.1,4.48,37.66,3/25/26,,10.58,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,11.71,5.92,38.83,3/25/26,,10.06,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,11.7,4.25,50.93,3/25/26,,14.63,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,13.3,4.62,41.96,3/25/26,,16.34,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,13.69,5.05,34.22,3/25/26,,15.69,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,12.74,5.3,35.49,3/25/26,,12.61,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,11.52,3.92,38.29,3/25/26,,16.61,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,10.44,4.08,32.46,3/25/26,,11.87,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,12.31,5.13,26.22,3/25/26,,11.83,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,10.97,3.71,33.5,3/25/26,,12.82,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,11.93,4.79,36.19,3/25/26,,12.9,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,20.22,7.7,30.37,3/25/26,,20.84,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9432,CD-1,6A,,370-F,12/31/2025,F,HFD,14.51,7.51,,3/27/26,,14.8,NO,D12451i,,,,,,2409-42370A,,,,,
,9433,CD-1,6A,,370-F,12/31/2025,F,HFD,13.82,6.28,,3/27/26,,14.87,NO,D12451i,,,,,,2409-42370A,,,,,
,9437,CD-1,6A,,370-F,12/31/2025,M,HFD,14.54,4.57,,3/27/26,,20.13,NO,D12451i,,,,,,2409-42370A,,,,,
,9441,CD-1,6A,,370-F,12/31/2025,M,HFD,11.12,3.97,,3/27/26,,17.23,NO,D12451i,,,,,,2409-42370A,,,,,
,9449,CD-1,6A,,370-F,12/31/2025,F,HFD,12.67,4.04,,3/27/26,,16.7,NO,D12451i,,,,,,2409-42370A,,,,,
,9451,CD-1,6A,,370-F,12/31/2025,M,HFD,10.58,5.38,,3/27/26,,15.42,NO,D12451i,,,,,,2409-42370A,,,,,
,9452,CD-1,6A,,370-F,12/31/2025,M,HFD,10.06,4.75,,3/27/26,,17.18,NO,D12451i,,,,,,2409-42370A,,,,,
,9454,CD-1,6A,,370-F,1/2/2026,M,HFD,14.63,7.39,,3/27/26,,16.59,NO,D12451i,,,,,,2409-42370A,,,,,
,9455,CD-1,6A,,370-F,1/2/2026,F,HFD,16.34,12.61,,3/27/26,,14.38,NO,D12451i,,,,,,2409-42370A,,,,,
,9436,CD-1,6A,,370-F,12/31/2025,F,LFD,15.69,9.07,,3/27/26,,16.19,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9438,CD-1,6A,,370-F,12/31/2025,M,LFD,12.61,5.6,,3/27/26,,16.85,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9439,CD-1,6A,,370-F,12/31/2025,M,LFD,16.61,8.32,,3/27/26,,18.47,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9443,CD-1,6A,,370-F,12/31/2025,F,LFD,11.87,2.98,,3/27/26,,20.52,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9444,CD-1,6A,,370-F,12/31/2025,F,LFD,11.83,7.38,,3/27/26,,12.78,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9450,CD-1,6A,,370-F,12/31/2025,M,LFD,12.82,6.52,,3/27/26,,14.71,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9453,CD-1,6A,,370-F,12/31/2025,M,LFD,12.9,6.49,,3/27/26,,16.12,NO,D12450Hi,,,,,,2409-42370A,,,,,
,9456,CD-1,6A,,370-F,1/2/2026,F,LFD,20.84,9.46,,3/27/26,,28.81,NO,D12450Hi,,,,,,2409-42370A,,,,,
