MICE_ID_RAR_INDIVIDUAL,ID,STRAIN,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
,9373,CD1,6A,,370-F,,M,LFD,12.58,4.37,,5/23/25,,17.69,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,12.69,3.93,,5/23/25,,17.74,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,10.49,4.68,,5/23/25,,14.8,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,10.55,3.69,,5/23/25,,15.18,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,11.01,2.95,,5/23/25,,16.59,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,11.63,3.7,,5/23/25,,18.13,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,13.72,3.34,,5/26/25,,10.78,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,14.5,4.81,,5/26/25,,11.57,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,16.41,4.85,,5/26/25,,10.97,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,18.68,9.3,,5/26/25,,10.81,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,14,4.77,,5/26/25,,9.98,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,16.11,4.05,,5/26/25,,14.49,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,16.24,7.32,,5/26/25,,10.08,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,17.56,6.32,,5/26/25,,13.53,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,14.47,4.4,,5/26/25,,13.73,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,14.43,4.86,,5/26/25,,10.58,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,15.53,4.42,,5/26/25,,12.81,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,16.86,7.18,,5/26/25,,10.63,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,21.03,9.49,,5/26/25,,12.53,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,17.68,8.8,,5/26/25,,13.78,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,15.93,5.48,,5/26/25,,12.53,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,16.48,4.89,,5/26/25,,13.31,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,16.76,5.73,,5/26/25,,12.32,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,16.28,6.62,,5/26/25,,12.4,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,17.69,6.86,,5/26/25,,13.94,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,17.74,4.87,,5/26/25,,14.84,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,14.8,2.43,,5/26/25,,11.9,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,15.18,3.28,,5/26/25,,12.4,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,16.59,5.55,,5/26/25,,12.56,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,18.13,7.23,,5/26/25,,12.39,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,10.78,4.86,35.71,5/28/25,,11.82,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,11.57,4.92,30.42,5/28/25,,11.76,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,10.97,3.43,34.48,5/28/25,,10.9,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,10.81,6,28.88,5/28/25,,11.07,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,9.98,2.92,31.16,5/28/25,,11.7,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,14.49,8.06,40.13,5/28/25,,11.16,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,10.08,3.76,21.12,5/28/25,,10.87,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,13.53,7.09,27.5,5/28/25,,10.21,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,13.73,7.3,33.12,5/28/25,,10.38,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,10.58,4.26,32.42,5/28/25,,10.83,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,12.81,5.96,22.76,5/28/25,,10.85,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,10.63,3.49,30.67,5/28/25,,10.56,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,12.53,5.23,33.7,5/28/25,,10.27,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,13.78,7.19,19.7,5/28/25,,10.43,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,12.53,7.14,27.37,5/28/25,,10.31,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,13.31,9.06,24.72,5/28/25,,11.4,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,12.32,6.97,27.34,5/28/25,,10.18,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,12.4,6.35,25.49,5/28/25,,13.09,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,13.94,6.8,31.04,5/28/25,,12.78,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,14.84,6.76,35.08,5/28/25,,13.01,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,11.9,5.21,25.42,5/28/25,,12.44,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,12.4,6.87,29.19,5/28/25,,10.98,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,12.56,6.82,31.2,5/28/25,,12.18,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,12.39,4.66,21.27,5/28/25,,15.01,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,11.82,5.23,,5/30/25,,17.77,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,11.76,6.44,,5/30/25,,16.4,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,10.9,4.97,,5/30/25,,18.27,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,11.07,5.03,,5/30/25,,17.18,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,11.7,4.86,,5/30/25,,14.41,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,11.16,2.23,,5/30/25,,20.5,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,10.87,1.79,,5/30/25,,21.7,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,10.21,3.92,,5/30/25,,20.7,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,10.38,4.62,,5/30/25,,14.9,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,10.83,6.21,,5/30/25,,14.53,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,10.85,3.23,,5/30/25,,16.75,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,10.56,4.57,,5/30/25,,17.37,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,10.27,4.54,,5/30/25,,14.85,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,10.43,2.47,,5/30/25,,16.42,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,10.31,4.84,,5/30/25,,15.49,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,11.4,4.23,,5/30/25,,15.79,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,10.18,5.74,,5/30/25,,17.44,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,13.09,8.67,,5/30/25,,19.77,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,12.78,7.78,,5/30/25,,15.48,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,13.01,3.79,,5/30/25,,17.16,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,12.44,3.97,,5/30/25,,19.13,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,10.98,3.8,,5/30/25,,19.75,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,12.18,6.36,,5/30/25,,17.49,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,15.01,8.25,,5/30/25,,17.27,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,17.77,7.63,,6/2/25,,11.18,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,16.4,7.56,,6/2/25,,10.84,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,18.27,6.96,,6/2/25,,14.77,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,17.18,7.96,,6/2/25,,11,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,14.41,8.57,,6/2/25,,11.39,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,20.5,10.04,,6/2/25,,10.85,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,21.7,8.42,,6/2/25,,13.74,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,20.7,10.21,,6/2/25,,13.69,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,14.9,3.4,,6/2/25,,13.84,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,14.53,5.56,,6/2/25,,13.4,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,16.75,4.61,,6/2/25,,14.79,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,17.37,10.23,,6/2/25,,13.3,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,14.85,5.54,,6/2/25,,12.44,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,16.42,7.37,,6/2/25,,11.96,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,15.49,4.94,,6/2/25,,12.43,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,15.79,7.53,,6/2/25,,12.4,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,17.44,6.07,,6/2/25,,12.69,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,19.77,9.96,,6/2/25,,12.04,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,15.48,3.73,,6/2/25,,11.91,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,17.16,6.03,,6/2/25,,14.49,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,19.13,5.74,,6/2/25,,14.28,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,19.75,9.6,,6/2/25,,13.06,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,17.49,6.75,,6/2/25,,12.19,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,17.27,4.54,,6/2/25,,14.03,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,11.18,4.67,37.18,6/4/25,,13.37,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,10.84,4.04,31.46,6/4/25,,11.13,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,14.77,7.12,35.7,6/4/25,,10.52,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,11,4.98,30.04,6/4/25,,9.92,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,11.39,6.3,29.09,6/4/25,,10.82,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,10.85,1.84,44.91,6/4/25,,14.11,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,13.74,6.18,23.16,6/4/25,,10.87,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,13.69,6.64,29.21,6/4/25,,10.72,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,13.84,6.54,34.67,6/4/25,,11.23,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,13.4,7.04,33.6,6/4/25,,12.61,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,14.79,6.76,24.64,6/4/25,,10.91,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,13.3,5.83,32.13,6/4/25,,10.55,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,12.44,3.75,33.97,6/4/25,,13.48,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,11.96,3.68,21.79,6/4/25,,11.72,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,12.43,3.94,27.63,6/4/25,,13.16,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,12.4,5.11,26.15,6/4/25,,13.2,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,12.69,6.7,27.86,6/4/25,,10.92,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,12.04,6.62,24.96,6/4/25,,11.24,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,11.91,5.13,31.51,6/4/25,,12.45,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,14.49,5.73,38.08,6/4/25,,14.98,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,14.28,5.94,28.55,6/4/25,,11.48,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,13.06,5.67,31.57,6/4/25,,11.79,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,12.19,5.43,32.08,6/4/25,,10.15,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,14.03,4.98,23.05,6/4/25,,13.19,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,13.37,7.03,,6/6/25,,16.78,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,11.13,3.24,,6/6/25,,16.91,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,10.52,2.83,,6/6/25,,18.95,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,9.92,4.35,,6/6/25,,17.86,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,10.82,5.63,,6/6/25,,17.73,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,14.11,6.28,,6/6/25,,17.95,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,10.87,2.07,,6/6/25,,23.68,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,10.72,4.23,,6/6/25,,22.34,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,11.23,5.24,,6/6/25,,18.25,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,12.61,7.16,,6/6/25,,18.82,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,10.91,2.98,,6/6/25,,25.07,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,10.55,5.13,,6/6/25,,18.48,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,13.48,5.94,,6/6/25,,25.3,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,11.72,5.08,,6/6/25,,19.68,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,13.16,4.69,,6/6/25,,16.98,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,13.2,5.23,,6/6/25,,19.01,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,10.92,4.67,,6/6/25,,17.34,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,11.24,5.09,,6/6/25,,16.11,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,12.45,5.61,,6/6/25,,17.31,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,14.98,4.18,,6/6/25,,16.98,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,11.48,6.01,,6/6/25,,18.57,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,11.79,5.92,,6/6/25,,18.35,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,10.15,2.77,,6/6/25,,20.65,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,13.19,5.81,,6/6/25,,23.07,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,16.78,7.29,,6/9/25,,18.28,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,16.91,8.48,,6/9/25,,17.41,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,18.95,8.65,,6/9/25,,13.47,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,17.86,8.4,,6/9/25,,9.36,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,17.73,8.41,,6/9/25,,10.77,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,17.95,5.63,,6/9/25,,13.68,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,23.68,11.11,,6/9/25,,14.51,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,22.34,11.41,,6/9/25,,12.05,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,18.25,7.94,,6/9/25,,13.83,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,18.82,10.24,,6/9/25,,10.21,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,25.07,13.16,,6/9/25,,11.62,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,18.48,10.73,,6/9/25,,10.15,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,25.3,13.95,,6/9/25,,13.59,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,19.68,8.61,,6/9/25,,15.36,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,16.98,1.72,,6/9/25,,17.91,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,19.01,5.86,,6/9/25,,15.13,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,17.34,8.68,,6/9/25,,10.64,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,16.11,6.44,,6/9/25,,12.6,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,17.31,5.21,,6/9/25,,11.93,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,16.98,4.93,,6/9/25,,14.24,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,18.57,10.71,,6/9/25,,12.5,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,18.35,7.45,,6/9/25,,11.95,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,20.65,12.1,,6/9/25,,8.7,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,23.07,11.38,,6/9/25,,16.06,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,18.28,12.37,38.88,6/11/25,,11.61,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,17.41,11.04,33.62,6/11/25,,10.3,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,13.47,6.08,36.98,6/11/25,,11.28,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,9.36,3.65,30.87,6/11/25,,11.13,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,10.77,6.51,27.5,6/11/25,,10.82,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,13.68,7.04,47.15,6/11/25,,10.43,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,14.51,4.58,23.98,6/11/25,,14.82,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,12.05,5.99,29.44,6/11/25,,13.23,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,13.83,6.81,36.11,6/11/25,,10.98,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,10.21,4.29,33.43,6/11/25,,10.05,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,11.62,3.18,24.77,6/11/25,,11.31,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,10.15,3.01,32.72,6/11/25,,11.26,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,13.59,6.42,34.47,6/11/25,,12.02,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,15.36,8.38,21.9,6/11/25,,11.91,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,17.91,6.36,29.4,6/11/25,,15.01,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,15.13,9.97,27.75,6/11/25,,12.56,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,10.64,3.16,29.06,6/11/25,,12.3,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,12.6,5.93,25.16,6/11/25,,13.29,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,11.93,5.78,32.65,6/11/25,,10.22,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,14.24,8.9,38.89,6/11/25,,12.65,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,12.5,9.96,25.46,6/11/25,,10.72,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,11.95,5.14,33.05,6/11/25,,11.55,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,8.7,1.23,33.26,6/11/25,,11.38,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,16.06,8.66,23.85,6/11/25,,12.46,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,11.61,5.49,,6/13/25,,17.12,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,10.3,3.57,,6/13/25,,16.62,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,11.28,3.67,,6/13/25,,20.31,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,11.13,5.98,,6/13/25,,17.98,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,10.82,4.48,,6/13/25,,16.32,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,10.43,3.86,,6/13/25,,21.51,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,14.82,6.46,,6/13/25,,22.41,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,13.23,5.32,,6/13/25,,19.96,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,10.98,2.55,,6/13/25,,18.02,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,10.05,3.44,,6/13/25,,21.43,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,11.31,3.38,,6/13/25,,21.42,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,11.26,5.34,,6/13/25,,20.69,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,12.02,4.32,,6/13/25,,24.3,NO,D12450Hi,,,,,,2409-42370A
