MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,IN_SABLE,NEW_FOOD_END_SESSION_G,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL
B00002513707,NZO/HlLtJ,3707,3A,I1,370-F,9/17/24,F,LFD,24.3,15.3,19.93,8.11,50.98,3/3/25,AD_LIB_GROUP,NO,30.64,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,J1,370-F,9/17/24,F,LFD,24.3,15.3,2.41,0,46.38,3/3/25,RESTRICTED_GROUP,NO,2.51,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,K1,370-F,9/17/24,F,LFD,24.3,15.3,22.46,10,45.8,3/3/25,AD_LIB_GROUP,NO,27.79,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,L1,370-F,9/17/24,F,LFD,24.3,15.3,3.85,2.2,52.14,3/3/25,RESTRICTED_GROUP,NO,3.97,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,,CAGE_6,230-F,9/17/24,F,LFD,24.3,15.3,237.43,228.31,41.75,3/3/25,DAY_4_SABLE,YES,28.93,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,N1,370-F,9/17/24,F,LFD,24.3,15.3,20.52,8.48,54.16,3/3/25,AD_LIB_GROUP,NO,27.96,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,H2,370-F,9/17/24,F,LFD,24.3,15.3,20,7.43,46.84,3/3/25,AD_LIB_GROUP,NO,27.61,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,K2,370-F,9/17/24,F,LFD,24.3,15.3,3.41,0,48.37,3/3/25,RESTRICTED_GROUP,NO,3.5,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,J1,370-F,9/17/24,F,LFD,24.4,15.4,2.51,0,,3/4/25,RESTRICTED_GROUP,NO,2.34,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,L1,370-F,9/17/24,F,LFD,24.4,15.4,3.97,3.29,,3/4/25,RESTRICTED_GROUP,NO,3.99,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,K2,370-F,9/17/24,F,LFD,24.4,15.4,3.5,0,,3/4/25,RESTRICTED_GROUP,NO,3.45,D12450Ki_research_diets,25012308i,JACKSON_LABORATORIES,2105,,
