MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,IN_SABLE,NEW_FOOD_END_SESSION_G,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,9,0,28.49,,36.33,11/18/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,168,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,9,0,32.67,,40.85,11/18/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,184,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,9,,129.46,110.56,,11/18/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,9,,206.54,190.73,,11/18/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,9,,204.08,189.26,,11/18/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,9.2,0,30.19,,35.64,11/19/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,162,
B00002513713,NZO/HlLtJ,3713,,CAGE_1,230-F,9/17/24,F,CHOW,9.2,,314.41,,39.1,11/19/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,,CAGE_2,230-F,9/17/24,F,CHOW,9.2,,335.72,,39.8,11/19/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,,CAGE_4,230-F,9/17/24,F,CHOW,9.2,,339.19,,37.3,11/19/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,9.3,0.3,29.59,26.16,28.24,11/20/24,,NO,28.83,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,9.3,0.3,30.89,28.68,31.22,11/20/24,FOOD_REPLACEMENT,NO,28.18,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,9.3,0.3,29.24,26.2,34.43,11/20/24,FOOD_REPLACEMENT,NO,28.07,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,9.3,0.3,30.19,29.92,32.86,11/20/24,FOOD_REPLACEMENT,NO,29.78,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,9.3,0.3,28.53,24.98,34.59,11/20/24,FOOD_REPLACEMENT,NO,30.48,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,9.3,0.3,28.49,27.11,31.8,11/20/24,FOOD_REPLACEMENT,NO,31.68,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,9.3,0.3,32.67,31.1,35.95,11/20/24,FOOD_REPLACEMENT,NO,29.64,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,,CAGE_1,230-F,9/17/24,F,CHOW,9.3,,314.41,310.16,35.11,11/20/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,,CAGE_2,230-F,9/17/24,F,CHOW,9.3,,335.72,332.16,36.19,11/20/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,,CAGE_4,230-F,9/17/24,F,CHOW,9.3,,339.19,334.67,35.1,11/20/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,9.5,0.5,28.83,22.85,,11/22/24,,NO,30.44,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,9.5,0.5,28.18,21.83,,11/22/24,FOOD_REPLACEMENT,NO,29.04,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,9.5,0.5,28.07,20.98,,11/22/24,FOOD_REPLACEMENT,NO,30.48,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,9.5,0.5,29.78,25.63,,11/22/24,FOOD_REPLACEMENT,NO,30.22,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,9.5,0.5,30.48,23.1,,11/22/24,FOOD_REPLACEMENT,NO,29.48,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,9.5,0.5,31.68,26.89,,11/22/24,FOOD_REPLACEMENT,NO,29.02,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,9.5,0.5,29.64,24.96,,11/22/24,FOOD_REPLACEMENT,NO,30.09,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,,CAGE_1,230-F,9/17/24,F,CHOW,9.5,,310.16,302.02,,11/22/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,,CAGE_2,230-F,9/17/24,F,CHOW,9.5,,332.16,321.02,,11/22/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,,CAGE_4,230-F,9/17/24,F,CHOW,9.5,,334.67,323.79,,11/22/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,10,1,30.44,18.62,,11/25/24,,NO,27.5,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,10,1,29.04,15.94,,11/25/24,FOOD_REPLACEMENT,NO,28.56,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,10,1,30.48,15.31,,11/25/24,FOOD_REPLACEMENT,NO,30.02,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,10,1,30.22,19.11,,11/25/24,FOOD_REPLACEMENT,NO,29.66,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,10,1,29.48,17.85,,11/25/24,FOOD_REPLACEMENT,NO,31.04,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,10,1,29.02,18.6,,11/25/24,FOOD_REPLACEMENT,NO,28.31,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,10,1,30.09,19.2,,11/25/24,FOOD_REPLACEMENT,NO,31.6,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,10,0,32.25,,37.1,11/25/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,N3,370-F,9/17/24,F,LFD,10,0,31.17,,39.6,11/25/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,M3,370-F,9/17/24,F,LFD,10,0,31.65,,36.55,11/25/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,10.3,1.3,27.5,19.15,29.75,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,10.3,1.3,28.56,18.95,33.47,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,10.3,1.3,30.02,20.98,37.37,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,10.3,1.3,29.66,20.97,31.88,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,10.3,1.3,31.04,22.26,35.87,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,10.3,1.3,28.31,20.39,33.03,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,10.3,1.3,31.6,22.29,36.25,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,10.3,0.3,32.25,30.48,34.58,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,10.3,0.3,31.17,30.58,36.94,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,10.3,0.3,31.65,30.61,33.23,11/27/24,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,10.5,1.5,19.15,12.03,,11/29/24,,NO,26.7,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,10.5,1.5,18.95,7.97,,11/29/24,FOOD_REPLACEMENT,NO,27.52,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,10.5,1.5,20.98,11.55,,11/29/24,FOOD_REPLACEMENT,NO,23.95,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,10.5,1.5,20.97,13.94,,11/29/24,FOOD_REPLACEMENT,NO,24.68,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,10.5,1.5,22.26,12.49,,11/29/24,FOOD_REPLACEMENT,NO,28.65,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,10.5,1.5,20.39,10.98,,11/29/24,FOOD_REPLACEMENT,NO,25.69,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,10.5,1.5,22.29,13.65,,11/29/24,FOOD_REPLACEMENT,NO,24.28,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,10.5,0.5,30.48,23.61,,11/29/24,FOOD_REPLACEMENT,NO,25.09,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,10.5,0.5,30.58,25.5,,11/29/24,FOOD_REPLACEMENT,NO,22.26,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,10.5,0.5,30.61,27.14,,11/29/24,FOOD_REPLACEMENT,NO,25.28,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,11,2,26.7,14.66,,12/2/24,,NO,29.09,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,11,2,27.52,12.92,,12/2/24,FOOD_REPLACEMENT,NO,30.21,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,11,2,23.95,12.22,,12/2/24,FOOD_REPLACEMENT,NO,29.99,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,11,2,24.68,9.78,,12/2/24,FOOD_REPLACEMENT,NO,29.76,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,11,2,28.65,13.68,,12/2/24,FOOD_REPLACEMENT,NO,27.89,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,11,2,25.69,12.06,,12/2/24,FOOD_REPLACEMENT,NO,28.15,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,11,2,24.28,9.04,,12/2/24,FOOD_REPLACEMENT,NO,25.52,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,11,1,25.09,14.13,,12/2/24,FOOD_REPLACEMENT,NO,25.72,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,11,1,22.26,9.08,,12/2/24,FOOD_REPLACEMENT,NO,22.99,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,11,1,25.28,13.75,,12/2/24,FOOD_REPLACEMENT,NO,25.93,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,11.3,2.3,29.09,27.23,29.97,12/4/24,,NO,21.23,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,11.3,2.3,30.21,21.42,36.54,12/4/24,FOOD_REPLACEMENT,NO,21.42,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,11.3,2.3,29.99,21.3,38.73,12/4/24,FOOD_REPLACEMENT,NO,21.3,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,11.3,2.3,29.76,19.95,34.65,12/4/24,FOOD_REPLACEMENT,NO,19.95,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,11.3,2.3,27.89,19.32,38.65,12/4/24,FOOD_REPLACEMENT,NO,19.32,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,11.3,2.3,28.15,19.92,35.67,12/4/24,FOOD_REPLACEMENT,NO,19.92,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,11.3,2.3,25.52,13.49,40.8,12/4/24,FOOD_REPLACEMENT,NO,16.57,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,11.3,1.3,25.72,18.62,35.14,12/4/24,FOOD_REPLACEMENT,NO,18.62,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,11.3,1.3,22.99,13.28,39.38,12/4/24,FOOD_REPLACEMENT,NO,14.9,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,11.3,1.3,25.93,18.49,33.15,12/4/24,FOOD_REPLACEMENT,NO,18.49,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,11.5,2.5,21.23,14.18,,12/6/24,,NO,30.02,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,11.5,2.5,21.42,11.96,,12/6/24,FOOD_REPLACEMENT,NO,22.48,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,11.5,2.5,21.3,13.07,,12/6/24,FOOD_REPLACEMENT,NO,16.02,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,11.5,2.5,19.95,10.07,,12/6/24,FOOD_REPLACEMENT,NO,21.33,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,11.5,2.5,19.32,9.04,,12/6/24,FOOD_REPLACEMENT,NO,20.1,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,11.5,2.5,19.92,12.23,,12/6/24,FOOD_REPLACEMENT,NO,22.51,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,11.5,2.5,16.57,5.98,,12/6/24,FOOD_REPLACEMENT,NO,24.37,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,11.5,1.5,18.62,9.8,,12/6/24,FOOD_REPLACEMENT,NO,22.22,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,11.5,1.5,14.9,4.99,,12/6/24,FOOD_REPLACEMENT,NO,19.66,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,11.5,1.5,18.49,9.43,,12/6/24,FOOD_REPLACEMENT,NO,19.91,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,12,3,30.02,18.8,,12/9/24,,NO,31.3,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,12,3,22.48,5.56,,12/9/24,FOOD_REPLACEMENT,NO,35.31,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,12,3,16.02,2.93,,12/9/24,FOOD_REPLACEMENT,NO,35.36,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,12,3,21.33,4.86,,12/9/24,FOOD_REPLACEMENT,NO,33.22,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,12,3,20.1,5.48,,12/9/24,FOOD_REPLACEMENT,NO,35.15,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,12,3,22.51,10.4,,12/9/24,FOOD_REPLACEMENT,NO,34.68,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,12,3,24.37,9.58,,12/9/24,FOOD_REPLACEMENT,NO,34.24,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,12,2,22.22,10.44,,12/9/24,FOOD_REPLACEMENT,NO,33.05,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,12,2,19.66,4.73,,12/9/24,FOOD_REPLACEMENT,NO,31.55,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,12,2,19.91,7.48,,12/9/24,FOOD_REPLACEMENT,NO,31.17,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,12.3,3.3,31.3,24.41,30.68,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,12.3,3.3,35.31,26.5,39.78,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,12.3,3.3,35.36,27.76,39.9,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,12.3,3.3,33.22,24.31,38.42,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,12.3,3.3,35.15,27.63,41.44,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,12.3,3.3,34.68,25.13,38.69,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,12.3,3.3,34.24,26.36,43.21,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,12.3,3.3,33.05,25.7,36.31,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,12.3,3.3,31.55,22.75,41.7,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,12.3,3.3,31.17,22.98,35.36,12/11/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,12.5,3.5,24.41,15.7,31.4,12/13/24,,NO,18.79,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,12.5,3.5,26.5,14.69,42.22,12/13/24,FOOD_REPLACEMENT,NO,19.97,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,12.5,3.5,27.76,19.22,40.85,12/13/24,FOOD_REPLACEMENT,NO,16.76,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,12.5,3.5,24.31,15.43,38.93,12/13/24,FOOD_REPLACEMENT,NO,17.37,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,12.5,3.5,27.63,17.98,42.45,12/13/24,FOOD_REPLACEMENT,NO,20.62,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,12.5,3.5,25.13,16.06,39.04,12/13/24,FOOD_REPLACEMENT,NO,16.52,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
