ID,starting_lean,time
3706,23.703256610447344,1.0070425352492391
3707,25.79068502987314,1.3787088819133764
3708,25.238018782939076,1.162943959984961
3709,24.958643424927605,1.0231756111852657
3710,25.321693989386,1.3489824252152633
3711,24.141136793860817,0.9820964840071469
3712,27.61656640531275,1.322742038869082
3713,25.872098176025613,0.9646602496514232
3714,26.314832828938393,1.1310789544864934
3716,23.657090273691225,1.125777955029739
3717,25.34679519289443,1.177518191981608
3718,24.618200318899447,1.1073992724853892
3719,24.00921475072345,1.1260361736079232
3720,23.387247221689535,0.9884497171134173
3721,26.045456798275623,1.099895953084514
3722,26.32864445298212,1.050682499002052
3723,24.96028363457288,1.0751009069639421
3724,24.399564721952103,1.076234715371517
3725,23.138554650016214,0.7456928618415785
3726,24.066393271510506,1.0811127473549993
3727,25.787065366086694,1.0383685360979318
3728,25.462726045703047,1.078955340543134
3729,26.591833969413898,1.160136189367392
