MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,IN_SABLE,NEW_FOOD_END_SESSION_G,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,11.3,3.3,15.78,10.45,24.34,5/15/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,11.3,3.3,19.05,13.07,24.65,5/15/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,14.5,6.5,10.7,5.87,NA,5/17/24,FOOD_REPLACEMENT,NO,14.87,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,14.5,6.5,10.8,7.2,NA,5/17/24,FOOD_REPLACEMENT,NO,14.84,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,14.5,6.5,12.26,7.74,NA,5/17/24,FOOD_REPLACEMENT,NO,16.58,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,14.5,6.5,11.74,5.67,NA,5/17/24,FOOD_REPLACEMENT,NO,18.95,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,14.5,6.5,13.55,8.16,NA,5/17/24,FOOD_REPLACEMENT,NO,15.44,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,14.5,6.5,10.79,5.39,NA,5/17/24,FOOD_REPLACEMENT,NO,15.93,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,11.5,3.5,10.45,6.8,NA,5/17/24,FOOD_REPLACEMENT,NO,14.91,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,11.5,3.5,13.07,5.16,NA,5/17/24,FOOD_REPLACEMENT,NO,20.65,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,15,7,14.87,8.83,NA,5/20/24,FOOD_REPLACEMENT,NO,14.48,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,15,7,14.84,7.33,NA,5/20/24,FOOD_REPLACEMENT,NO,14.93,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,15,7,16.58,9.22,NA,5/20/24,FOOD_REPLACEMENT,NO,16.27,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,15,7,18.95,11.71,NA,5/20/24,FOOD_REPLACEMENT,NO,15.08,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,15,7,15.44,6.52,NA,5/20/24,FOOD_REPLACEMENT,NO,19.4,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,15,7,15.93,8.11,NA,5/20/24,FOOD_REPLACEMENT,NO,15.38,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,12,4,14.91,8.33,NA,5/20/24,FOOD_REPLACEMENT,NO,14.49,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,12,4,20.65,12.81,NA,5/20/24,FOOD_REPLACEMENT,NO,16.31,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,15.3,7.3,14.48,10.66,27.83,5/22/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,15.3,7.3,14.93,10.08,26.63,5/22/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,15.3,7.3,16.27,11.36,29.31,5/22/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,15.3,7.3,15.08,8.95,24.61,5/22/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,15.3,7.3,19.4,15.26,25,5/22/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,15.3,7.3,15.38,9.34,27.02,5/22/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,12.3,4.3,14.49,9.9,25.18,5/22/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,12.3,4.3,16.31,11.28,25.2,5/22/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,15.5,7.5,10.66,8.51,NA,5/24/24,FOOD_REPLACEMENT,NO,10,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,15.5,7.5,10.08,7.03,NA,5/24/24,FOOD_REPLACEMENT,NO,11.8,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,15.5,7.5,11.36,7.62,NA,5/24/24,FOOD_REPLACEMENT,NO,9.49,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,15.5,7.5,8.95,4.1,NA,5/24/24,FOOD_REPLACEMENT,NO,11.41,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,15.5,7.5,15.26,9.82,NA,5/24/24,FOOD_REPLACEMENT,NO,10.08,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,15.5,7.5,9.34,3.82,NA,5/24/24,FOOD_REPLACEMENT,NO,11.51,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,12.5,4.5,9.9,6.84,NA,5/24/24,FOOD_REPLACEMENT,NO,10.61,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,12.5,4.5,11.28,5.93,NA,5/24/24,FOOD_REPLACEMENT,NO,10.17,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,16,8,10,3.69,NA,5/27/24,FOOD_REPLACEMENT,NO,18.18,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,16,8,11.8,5.88,NA,5/27/24,FOOD_REPLACEMENT,NO,15.02,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,16,8,9.49,2.92,NA,5/27/24,FOOD_REPLACEMENT,NO,21.48,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,16,8,11.41,4.67,NA,5/27/24,FOOD_REPLACEMENT,NO,18.67,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,16,8,10.08,1.17,NA,5/27/24,FOOD_REPLACEMENT,NO,20.81,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,16,8,11.51,3.25,NA,5/27/24,FOOD_REPLACEMENT,NO,23.6,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,13,5,10.61,5.11,NA,5/27/24,FOOD_REPLACEMENT,NO,16.78,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,13,5,10.17,0.48,NA,5/27/24,FOOD_REPLACEMENT,NO,23.7,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,16.3,8.3,18.18,11.92,29.55,5/29/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,16.3,8.3,15.02,10.33,26.51,5/29/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,16.3,8.3,21.48,16.91,29.37,5/29/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,16.3,8.3,18.67,13.84,24.03,5/29/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,16.3,8.3,20.81,16.49,26.11,5/29/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,16.3,8.3,23.6,17,28.89,5/29/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,13.3,5.3,16.78,12.87,24.54,5/29/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,13.3,5.3,23.7,19.43,25.83,5/29/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,16.5,8.5,11.92,8.52,NA,5/31/24,FOOD_REPLACEMENT,NO,14.35,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,16.5,8.5,10.33,7.56,NA,5/31/24,FOOD_REPLACEMENT,NO,11,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,16.5,8.5,16.91,12.5,NA,5/31/24,FOOD_REPLACEMENT,NO,11.58,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,16.5,8.5,13.84,9.06,NA,5/31/24,FOOD_REPLACEMENT,NO,10.31,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,16.5,8.5,16.49,12.12,NA,5/31/24,FOOD_REPLACEMENT,NO,11.11,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,16.5,8.5,17,10.91,NA,5/31/24,FOOD_REPLACEMENT,NO,13.66,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,13.5,5.5,12.87,8.41,NA,5/31/24,FOOD_REPLACEMENT,NO,11,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,13.5,5.5,19.43,15,NA,5/31/24,FOOD_REPLACEMENT,NO,13.31,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,17,9,14.35,7.75,NA,6/3/24,FOOD_REPLACEMENT,NO,17.7,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,17,9,11,5.02,NA,6/3/24,FOOD_REPLACEMENT,NO,16.4,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,17,9,11.58,4.28,NA,6/3/24,FOOD_REPLACEMENT,NO,21.83,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,17,9,10.31,2.22,NA,6/3/24,FOOD_REPLACEMENT,NO,21.04,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,17,9,11.11,2.37,NA,6/3/24,FOOD_REPLACEMENT,NO,25.75,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,17,9,13.66,4.75,NA,6/3/24,FOOD_REPLACEMENT,NO,25.04,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,14,6,11,4.82,NA,6/3/24,FOOD_REPLACEMENT,NO,18.55,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,14,6,13.31,5.03,NA,6/3/24,FOOD_REPLACEMENT,NO,23.77,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,17.3,9.3,17.7,12.14,29.38,6/5/24,CAGE_REPLACEMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,17.3,9.3,16.4,11.34,27.17,6/5/24,CAGE_REPLACEMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,17.3,9.3,21.83,16.77,30.24,6/5/24,CAGE_REPLACEMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,17.3,9.3,21.04,15.93,24.55,6/5/24,CAGE_REPLACEMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,17.3,9.3,25.75,21.44,26.28,6/5/24,CAGE_REPLACEMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,17.3,9.3,25.04,18.83,29.84,6/5/24,CAGE_REPLACEMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,14.3,6.3,18.55,13.3,26.64,6/5/24,CAGE_REPLACEMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,14.3,6.3,23.77,20.26,25.46,6/5/24,CAGE_REPLACEMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,17.5,9.5,12.14,9.01,NA,6/7/24,FOOD_REPLACEMENT,NO,14.48,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,17.5,9.5,11.34,8.26,NA,6/7/24,FOOD_REPLACEMENT,NO,14.42,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,17.5,9.5,16.77,14.68,NA,6/7/24,FOOD_REPLACEMENT,NO,16.82,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,17.5,9.5,15.93,11.16,NA,6/7/24,FOOD_REPLACEMENT,NO,14.41,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,17.5,9.5,21.44,14.99,NA,6/7/24,FOOD_REPLACEMENT,NO,17.33,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,17.5,9.5,18.83,15.09,NA,6/7/24,FOOD_REPLACEMENT,NO,15.67,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,14.5,6.5,13.3,10.63,NA,6/7/24,FOOD_REPLACEMENT,NO,15.28,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,14.5,6.5,20.26,15.65,NA,6/7/24,FOOD_REPLACEMENT,NO,17.24,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,18,10,14.48,8.68,NA,6/10/24,FOOD_REPLACEMENT,NO,11.45,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,18,10,14.42,8.07,NA,6/10/24,FOOD_REPLACEMENT,NO,12.37,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,18,10,16.82,11.37,NA,6/10/24,FOOD_REPLACEMENT,NO,11.12,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,18,10,14.41,6.67,NA,6/10/24,FOOD_REPLACEMENT,NO,15.04,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,18,10,17.33,9.51,NA,6/10/24,FOOD_REPLACEMENT,NO,16.47,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,18,10,15.67,8.13,NA,6/10/24,FOOD_REPLACEMENT,NO,14,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,15,7,15.28,8.56,NA,6/10/24,FOOD_REPLACEMENT,NO,13.48,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,15,7,17.24,9.92,NA,6/10/24,FOOD_REPLACEMENT,NO,14.69,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,18.3,10.3,11.45,7.24,28.77,6/12/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,18.3,10.3,12.37,7.27,27.09,6/12/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,18.3,10.3,11.12,6.54,28.65,6/12/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,18.3,10.3,15.04,10.39,24.6,6/12/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,18.3,10.3,16.47,12.06,25.9,6/12/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,18.3,10.3,14,8.99,29.39,6/12/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,15.3,7.3,13.48,9.81,26.18,6/12/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,15.3,7.3,14.69,9.15,25.48,6/12/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,18.5,10.5,7.24,4.16,NA,6/14/24,FOOD_REPLACEMENT,NO,11.34,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,18.5,10.5,7.27,4.28,NA,6/14/24,FOOD_REPLACEMENT,NO,11.03,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,18.5,10.5,6.54,1.81,NA,6/14/24,FOOD_REPLACEMENT,NO,10.81,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,18.5,10.5,10.39,4.61,NA,6/14/24,FOOD_REPLACEMENT,NO,11.61,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,18.5,10.5,12.06,5.72,NA,6/14/24,FOOD_REPLACEMENT,NO,12.81,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,18.5,10.5,8.99,4.01,NA,6/14/24,FOOD_REPLACEMENT,NO,11.32,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,15.5,7.5,9.81,6.04,NA,6/14/24,FOOD_REPLACEMENT,NO,12.32,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,15.5,7.5,9.15,3.02,NA,6/14/24,FOOD_REPLACEMENT,NO,12.6,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,19,11,11.34,4.27,NA,6/17/24,FOOD_REPLACEMENT,NO,14.7,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,19,11,11.03,4.93,NA,6/17/24,FOOD_REPLACEMENT,NO,14.64,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,19,11,10.81,2.97,NA,6/17/24,FOOD_REPLACEMENT,NO,16.22,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,19,11,11.61,3.23,NA,6/17/24,FOOD_REPLACEMENT,NO,15.44,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,19,11,12.81,5.3,NA,6/17/24,FOOD_REPLACEMENT,NO,13.25,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,19,11,11.32,3.33,NA,6/17/24,FOOD_REPLACEMENT,NO,15.27,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,16,8,12.32,5.93,NA,6/17/24,FOOD_REPLACEMENT,NO,13.49,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,16,8,12.6,3.92,NA,6/17/24,FOOD_REPLACEMENT,NO,16.42,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,19.3,11.3,14.7,10.06,28.84,6/19/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,19.3,11.3,14.64,10.42,26.08,6/19/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,19.3,11.3,16.22,11.13,30.6,6/19/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,19.3,11.3,15.44,9.67,25.76,6/19/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,19.3,11.3,13.25,7.73,26.66,6/19/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,19.3,11.3,15.27,8.86,30.25,6/19/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,16.3,8.3,13.49,9.18,26.66,6/19/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
