MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,11.3,3.3,24.42,18.11,29.8,4/24/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,11.3,3.3,25.41,20.5,28.49,4/24/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,11.3,3.3,25.08,19.57,25.43,4/24/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,11.3,3.3,23.31,17.64,25.08,4/24/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,11.3,3.3,25.62,20.51,25.98,4/24/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,11.3,3.3,31.01,26.39,23.22,4/24/24,,NA,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,11.3,3.3,27.24,22.19,24.5,4/24/24,,NA,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,11.3,3.3,23.94,18.02,24.37,4/24/24,,NA,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,11.3,3.3,23.74,18.89,22.97,4/24/24,,NA,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,11.5,3.5,19.11,14.85,NA,4/26/24,,20.47,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,11.5,3.5,19.67,15.53,NA,4/26/24,,20.15,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,11.5,3.5,17.64,12.79,NA,4/26/24,,22.32,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,11.5,3.5,20.56,15.15,NA,4/26/24,,20.54,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,11.5,3.5,18.12,12.35,NA,4/26/24,,21.13,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,11.5,3.5,19.89,14.34,NA,4/26/24,,20.07,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,11.5,3.5,20.56,14.51,NA,4/26/24,,20.84,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,11.5,3.5,19.36,14.89,NA,4/26/24,,19.88,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,11.5,3.5,20.47,14.63,NA,4/26/24,,20.41,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,11.5,3.5,18.01,12.01,NA,4/26/24,,20.27,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,11.5,3.5,19.39,12.91,NA,4/26/24,,21.65,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,11.5,3.5,18.43,12.58,NA,4/26/24,,20.01,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,11.5,3.5,19.25,15.04,NA,4/26/24,,20.13,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,11.5,3.5,21.15,17.09,NA,4/26/24,,21.91,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,11.5,3.5,20.8,16.96,NA,4/26/24,,19.63,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,11.5,3.5,18.11,14.57,NA,4/26/24,,19.52,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,11.5,3.5,20.5,16.28,NA,4/26/24,,22.86,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,11.5,3.5,19.57,14.11,NA,4/26/24,,21.86,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,11.5,3.5,17.64,13,NA,4/26/24,,21.75,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,11.5,3.5,20.51,16.27,NA,4/26/24,,20.54,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,11.5,3.5,26.39,20.2,NA,4/26/24,,21.27,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,11.5,3.5,22.19,15.33,NA,4/26/24,,21.38,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,11.5,3.5,18.02,11.99,NA,4/26/24,,22.99,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,11.5,3.5,18.89,12.61,NA,4/26/24,,20.22,NO,D12450Hi_research_diets,24030810/2.5kgi ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,12,4,20.47,14.41,NA,4/29/24,,29.29,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,12,4,20.15,12,NA,4/29/24,,29.23,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,12,4,22.32,14.72,NA,4/29/24,,28.16,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,12,4,20.54,13.96,NA,4/29/24,,28.32,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,12,4,21.13,14.6,NA,4/29/24,,29.73,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,12,4,20.07,12.45,NA,4/29/24,,27.4,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,12,4,20.84,14.83,NA,4/29/24,,29.56,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,12,4,19.88,12.71,NA,4/29/24,,28.56,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,12,4,20.41,11.76,NA,4/29/24,,29.92,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,12,4,20.27,13.52,NA,4/29/24,,28.27,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,12,4,21.65,14.52,NA,4/29/24,,29.07,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,12,4,20.01,12.6,NA,4/29/24,,29.34,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,12,4,20.13,13.25,NA,4/29/24,,30.15,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,12,4,21.91,16.29,NA,4/29/24,,31.99,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,12,4,19.63,12.07,NA,4/29/24,,30.8,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,12,4,19.52,12.95,NA,4/29/24,,30.98,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,12,4,22.86,14.53,NA,4/29/24,,29.03,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,12,4,21.86,14.03,NA,4/29/24,,29.61,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,12,4,21.75,14.15,NA,4/29/24,,28.43,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,12,4,20.54,14.1,NA,4/29/24,,28.78,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,12,4,21.27,11.92,NA,4/29/24,,30.83,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,12,4,21.38,13.55,NA,4/29/24,,31.3,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,12,4,22.99,15.68,NA,4/29/24,,30.17,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,12,4,20.22,12.17,NA,4/29/24,,30.41,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,12.3,4.3,29.29,24.43,18.08,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,12.3,4.3,29.23,24.17,20.64,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,12.3,4.3,28.16,22.88,19.58,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,12.3,4.3,28.32,23.38,18.61,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,12.3,4.3,29.73,23.81,20.98,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,12.3,4.3,27.4,21.98,20.55,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,12.3,4.3,29.56,23.6,21.55,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,12.3,4.3,28.56,22.99,20.6,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,12.3,4.3,29.92,25.09,18.84,5/1/24,,NA,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,12.3,4.3,28.27,23.56,17.86,5/1/24,,NA,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,12.3,4.3,29.07,25.88,16.28,5/1/24,,NA,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,12.3,4.3,29.34,24.61,18.21,5/1/24,,NA,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,12.3,4.3,30.15,24.59,25.82,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,12.3,4.3,31.99,27.46,22.01,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,12.3,4.3,30.8,24.62,24.33,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,12.3,4.3,30.98,24.5,29.59,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,12.3,4.3,29.03,22.6,29.67,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,12.3,4.3,29.61,23.65,26.33,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,12.3,4.3,28.43,22.21,26.94,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,12.3,4.3,28.78,22.99,26.59,5/1/24,,NA,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,12.3,4.3,30.83,26.01,23.83,5/1/24,,NA,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,12.3,4.3,31.3,26.83,24.98,5/1/24,,NA,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,12.3,4.3,30.17,24.64,24.59,5/1/24,,NA,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,12.3,4.3,30.41,25.2,24.28,5/1/24,,NA,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,12.5,4.5,24.43,20.01,NA,5/3/24,,29.65,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,12.5,4.5,24.17,19.31,NA,5/3/24,,27.61,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,12.5,4.5,22.88,18.72,NA,5/3/24,,28.75,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,12.5,4.5,23.38,19.51,NA,5/3/24,,26.7,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,12.5,4.5,23.81,19.84,NA,5/3/24,,28.07,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,12.5,4.5,21.98,17.94,NA,5/3/24,,29.67,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,12.5,4.5,23.6,19.78,NA,5/3/24,,31.14,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,12.5,4.5,22.99,18.37,NA,5/3/24,,29.9,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,12.5,4.5,25.09,19.73,NA,5/3/24,,29.54,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,12.5,4.5,23.56,18.26,NA,5/3/24,,29.45,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,12.5,4.5,25.88,20.66,NA,5/3/24,,29.5,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,12.5,4.5,24.61,18.81,NA,5/3/24,,29.78,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,12.5,4.5,24.59,20.04,NA,5/3/24,,28.91,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,12.5,4.5,27.46,23.41,NA,5/3/24,,30.1,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,12.5,4.5,24.62,20.47,NA,5/3/24,,24.22,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,12.5,4.5,24.5,20.28,NA,5/3/24,,26.22,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,12.5,4.5,22.6,18.15,NA,5/3/24,,24.96,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,12.5,4.5,23.65,19.92,NA,5/3/24,,25.17,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,12.5,4.5,22.21,17.18,NA,5/3/24,,23.6,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,12.5,4.5,22.99,18.17,NA,5/3/24,,25.67,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,12.5,4.5,26.01,18.76,NA,5/3/24,,29.97,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,12.5,4.5,26.83,21.48,NA,5/3/24,,30.67,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,12.5,4.5,24.64,18.76,NA,5/3/24,,30.44,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,12.5,4.5,25.2,20.73,NA,5/3/24,,29.77,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,13,5,29.65,23.08,NA,5/6/24,,28.41,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,13,5,27.61,20.38,NA,5/6/24,,30.17,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,13,5,28.75,21.53,NA,5/6/24,,29.66,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,13,5,26.7,20.08,NA,5/6/24,,29.36,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,13,5,28.07,20.57,NA,5/6/24,,30.22,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,13,5,29.67,21.72,NA,5/6/24,,29.83,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,13,5,31.14,23.22,NA,5/6/24,,28.81,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,13,5,29.9,22.81,NA,5/6/24,,28.97,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,13,5,29.54,21.64,NA,5/6/24,,29.39,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,13,5,29.45,21.89,NA,5/6/24,,28.15,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,13,5,29.5,22.85,NA,5/6/24,,30.58,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,13,5,29.78,22.62,NA,5/6/24,,29.62,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,13,5,28.91,21.21,NA,5/6/24,,29.29,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,13,5,30.1,22.87,NA,5/6/24,,31.71,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,13,5,24.22,16.93,NA,5/6/24,,29.43,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,13,5,26.22,18.07,NA,5/6/24,,29.32,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,13,5,24.96,16.1,NA,5/6/24,,29.61,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
