MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,20.5,12.5,9.76,6.96,NA,6/28/24,,14.41,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,20.5,12.5,6.83,3.18,NA,6/28/24,,13.9,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,20.5,12.5,11.89,8.64,NA,6/28/24,,12.27,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,20.5,12.5,5.94,1.78,NA,6/28/24,,11.4,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,20.5,12.5,6.69,1.86,NA,6/28/24,,13.75,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,20.5,12.5,9.27,4.91,NA,6/28/24,,10.66,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,20.5,12.5,11.27,6.57,NA,6/28/24,,10.23,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,20.5,12.5,10.69,7.23,NA,6/28/24,,10.8,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,20.5,12.5,10.36,4.55,NA,6/28/24,,11.86,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,20.5,12.5,10.4,4.65,NA,6/28/24,,13.53,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,20.5,12.5,9.68,3.45,NA,6/28/24,,15.05,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,20.5,12.5,10.84,6.21,NA,6/28/24,,10.18,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,21,13,10.07,4.22,NA,7/1/24,,13.84,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,21,13,11.78,5.42,NA,7/1/24,,16.28,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,21,13,11.13,6,NA,7/1/24,,13.76,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,21,13,15.09,11.24,NA,7/1/24,,14.81,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,21,13,11.1,4.24,NA,7/1/24,,16.19,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,21,13,11.66,5.04,NA,7/1/24,,14.58,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,21,13,14.73,7.67,NA,7/1/24,,15.8,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,21,13,10.8,4.76,NA,7/1/24,,14.36,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,21,13,10.54,4.31,NA,7/1/24,,15.18,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,21,13,11.7,4.75,NA,7/1/24,,13.16,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,21,13,13.98,4.02,NA,7/1/24,,18.09,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,21,13,11.24,4.66,NA,7/1/24,,14.97,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,21,13,14.41,8.12,NA,7/1/24,,14.6,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,21,13,13.9,7.76,NA,7/1/24,,14.6,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,21,13,12.27,6.08,NA,7/1/24,,14.8,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,21,13,11.4,4.99,NA,7/1/24,,13.42,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,21,13,13.75,7.51,NA,7/1/24,,14.38,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,21,13,10.66,5.43,NA,7/1/24,,14.67,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,21,13,10.23,5.46,NA,7/1/24,,13.61,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,21,13,10.8,4.79,NA,7/1/24,,15.17,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,21,13,11.86,3.07,NA,7/1/24,,17.59,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,21,13,13.53,7.18,NA,7/1/24,,14.13,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,21,13,15.05,7.6,NA,7/1/24,,15.82,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,21,13,10.18,2.68,NA,7/1/24,,16.7,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,21.2,13.2,NA,NA,19.8,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,21.2,13.2,NA,NA,21.5,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,21.2,13.2,NA,NA,21.6,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,21.2,13.2,NA,NA,20.1,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,21.2,13.2,NA,NA,23.2,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,21.2,13.2,NA,NA,23.1,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,21.2,13.2,NA,NA,23.8,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,21.2,13.2,NA,NA,24,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,21.2,13.2,NA,NA,20.6,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,21.2,13.2,NA,NA,21,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,21.2,13.2,NA,NA,19.3,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,21.2,13.2,NA,NA,20.4,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,29.6,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,25.1,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,27.4,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,30.7,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,29.6,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,30.9,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,27.6,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,27.3,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,21.2,13.2,NA,NA,27.4,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,21.2,13.2,NA,NA,28,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,21.2,13.2,NA,NA,30.5,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,21.2,13.2,NA,NA,26.3,7/2/24,ECHO_MRI_MEASUREMENT,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,21.3,13.3,13.84,10.44,19.3,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,21.3,13.3,16.28,11.87,21.05,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,21.3,13.3,13.76,9.58,21,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,21.3,13.3,14.81,11.02,20.28,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,21.3,13.3,16.19,11.68,23.13,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,21.3,13.3,14.58,9.88,22.46,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,21.3,13.3,15.8,12.1,22.68,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,21.3,13.3,14.36,9.79,22.68,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,21.3,13.3,15.18,10.76,20,7/3/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,21.3,13.3,13.16,8.69,20.23,7/3/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,21.3,13.3,18.09,14.88,18.54,7/3/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,21.3,13.3,14.97,10.16,20.16,7/3/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,21.3,13.3,14.6,9.58,28.89,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,21.3,13.3,14.6,10.72,24.7,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,21.3,13.3,14.8,10.54,26.85,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,21.3,13.3,13.42,8.71,29.85,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,21.3,13.3,14.38,10.3,29.04,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,21.3,13.3,14.67,9.43,30.31,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,21.3,13.3,13.61,8.89,28.3,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,21.3,13.3,15.17,11.79,26.68,7/3/24,,,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,21.3,13.3,17.59,12.28,26.96,7/3/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,21.3,13.3,14.13,8.95,27.76,7/3/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,21.3,13.3,15.82,10,29.6,7/3/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,21.3,13.3,16.7,12.74,25.89,7/3/24,,,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,21.5,13.5,10.44,6.46,NA,7/5/24,,10.87,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,21.5,13.5,11.87,7.63,NA,7/5/24,,10.43,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,21.5,13.5,9.58,6.66,NA,7/5/24,,7.58,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,21.5,13.5,11.02,6.92,NA,7/5/24,,7.69,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,21.5,13.5,11.68,7.36,NA,7/5/24,,8.03,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,21.5,13.5,9.88,6.43,NA,7/5/24,,6.9,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,21.5,13.5,12.1,9,NA,7/5/24,,6.61,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,21.5,13.5,9.79,7.48,NA,7/5/24,,6.92,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,21.5,13.5,10.76,6.01,NA,7/5/24,,8.96,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,21.5,13.5,8.69,3.55,NA,7/5/24,,9.1,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,21.5,13.5,14.88,10.42,NA,7/5/24,,8.16,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,21.5,13.5,10.16,5.15,NA,7/5/24,,9.33,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444005,C57BL/6J,4005,6A,N2,370-F,2/6/24,M,HFD,21.5,13.5,9.58,6.45,NA,7/5/24,,6.18,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444006,C57BL/6J,4006,6A,H3,370-F,2/6/24,M,HFD,21.5,13.5,10.72,6.13,NA,7/5/24,,9.97,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444007,C57BL/6J,4007,6A,I3,370-F,2/6/24,M,HFD,21.5,13.5,10.54,6.21,NA,7/5/24,,8.05,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444008,C57BL/6J,4008,6A,J3,370-F,2/6/24,M,HFD,21.5,13.5,8.71,5.86,NA,7/5/24,,6.95,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444009,C57BL/6J,4009,6A,K3,370-F,2/6/24,M,HFD,21.5,13.5,10.3,6.85,NA,7/5/24,,7.46,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444010,C57BL/6J,4010,6A,L3,370-F,2/6/24,M,HFD,21.5,13.5,9.43,5.45,NA,7/5/24,,7.28,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444011,C57BL/6J,4011,6A,M3,370-F,2/6/24,M,HFD,21.5,13.5,8.89,5.15,NA,7/5/24,,6.35,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444012,C57BL/6J,4012,6A,N3,370-F,2/6/24,M,HFD,21.5,13.5,11.79,8.56,NA,7/5/24,,6.34,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444013,C57BL/6J,4013,6A,H4,370-F,2/6/24,M,LFD,21.5,13.5,12.28,6.36,NA,7/5/24,,10.27,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444014,C57BL/6J,4014,6A,I4,370-F,2/6/24,M,LFD,21.5,13.5,8.95,3.96,NA,7/5/24,,9.55,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444015,C57BL/6J,4015,6A,J4,370-F,2/6/24,M,LFD,21.5,13.5,10,4.42,NA,7/5/24,,9.13,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444016,C57BL/6J,4016,6A,K4,370-F,2/6/24,M,LFD,21.5,13.5,12.74,7.14,NA,7/5/24,,9.83,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443993,C57BL/6J,3993,6A,H1,370-F,2/6/24,F,HFD,22,14,10.87,4.98,NA,7/8/24,,17.17,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443994,C57BL/6J,3994,6A,I1,370-F,2/6/24,F,HFD,22,14,10.43,4.06,NA,7/8/24,,14.95,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443995,C57BL/6J,3995,6A,J1,370-F,2/6/24,F,HFD,22,14,7.58,0,NA,7/8/24,,14.91,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443996,C57BL/6J,3996,6A,K1,370-F,2/6/24,F,HFD,22,14,7.69,2.25,NA,7/8/24,,10.99,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443997,C57BL/6J,3997,6A,L1,370-F,2/6/24,F,HFD,22,14,8.03,1.8,NA,7/8/24,,11.06,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443998,C57BL/6J,3998,6A,M1,370-F,2/6/24,F,HFD,22,14,6.9,0,NA,7/8/24,,14.14,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002443999,C57BL/6J,3999,6A,H2,370-F,2/6/24,F,HFD,22,14,6.61,1.12,NA,7/8/24,,12.39,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444000,C57BL/6J,4000,6A,I2,370-F,2/6/24,F,HFD,22,14,6.92,1.46,NA,7/8/24,,11.3,NO,D12451i_research_diets,24030401i,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444001,C57BL/6J,4001,6A,J2,370-F,2/6/24,F,LFD,22,14,8.96,3.22,NA,7/8/24,,13.51,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444002,C57BL/6J,4002,6A,K2,370-F,2/6/24,F,LFD,22,14,9.1,2.09,NA,7/8/24,,15.35,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444003,C57BL/6J,4003,6A,L2,370-F,2/6/24,F,LFD,22,14,8.16,0.98,NA,7/8/24,,12.98,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
B00002444004,C57BL/6J,4004,6A,M2,370-F,2/6/24,F,LFD,22,14,9.33,1.8,NA,7/8/24,,14.98,NO,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,,,2411-42540A
