MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/13/2025 12:25:22,1.17.0,No-Uncertainty,1,3.85,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,1215
2/13/2025 14:17:56,1.17.0,No-Uncertainty,1,3.85,nan,1,RightWithPellet,LeftANDRight,0,2,0,0,0,nan,nan,21
2/14/2025 5:21:26,1.17.0,No-Uncertainty,1,3.82,nan,1,LeftWithPellet,LeftANDRight,1,2,0,0,0,nan,nan,8
2/14/2025 5:21:27,1.17.0,No-Uncertainty,1,3.82,nan,1,LeftWithPellet,LeftANDRight,2,2,0,0,0,nan,nan,36
2/14/2025 16:51:38,1.17.0,No-Uncertainty,1,3.80,11,1,Pellet,LeftANDRight,2,2,0,1,0,Timed_out,nan,nan
2/14/2025 16:52:09,1.17.0,No-Uncertainty,1,3.80,nan,1,Right,LeftANDRight,2,3,0,1,0,nan,nan,1494
2/14/2025 16:55:37,1.17.0,No-Uncertainty,1,3.80,nan,1,RightWithPellet,LeftANDRight,2,4,0,1,0,nan,nan,4
2/14/2025 23:29:55,1.17.0,No-Uncertainty,1,3.80,nan,1,RightWithPellet,LeftANDRight,2,5,0,1,0,nan,nan,1
2/14/2025 23:29:56,1.17.0,No-Uncertainty,1,3.80,nan,1,RightWithPellet,LeftANDRight,2,6,0,1,0,nan,nan,256
2/14/2025 23:35:16,1.17.0,No-Uncertainty,1,3.80,nan,1,LeftWithPellet,LeftANDRight,3,6,0,1,0,nan,nan,82
2/14/2025 23:35:26,1.17.0,No-Uncertainty,1,3.80,nan,1,LeftWithPellet,LeftANDRight,4,6,0,1,0,nan,nan,1
2/14/2025 23:43:12,1.17.0,No-Uncertainty,1,3.80,nan,1,LeftWithPellet,LeftANDRight,5,6,0,1,0,nan,nan,3
2/14/2025 23:43:12,1.17.0,No-Uncertainty,1,3.80,nan,1,LeftWithPellet,LeftANDRight,6,6,0,1,0,nan,nan,32
2/15/2025 1:09:07,1.17.0,No-Uncertainty,1,3.80,nan,1,RightWithPellet,LeftANDRight,6,7,0,1,0,nan,nan,54
2/15/2025 16:50:16,1.17.0,No-Uncertainty,1,3.78,3,1,Pellet,LeftANDRight,6,7,0,2,0,Timed_out,86318,nan
