MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/16/2025 1:59:17,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,261
2/16/2025 1:59:58,1.17.0,baseline,2,3.65,3,1,Pellet,LeftANDRight,0,1,0,1,0,36.78,nan,nan
2/16/2025 2:02:39,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,318
2/16/2025 2:02:41,1.17.0,baseline,2,3.66,1,1,Pellet,LeftANDRight,0,2,0,2,0,0.06,163,nan
2/16/2025 2:07:58,1.17.0,baseline,2,3.66,nan,1,Right,LeftANDRight,0,3,0,2,0,nan,nan,166
2/16/2025 2:08:03,1.17.0,baseline,2,3.66,1,1,Pellet,LeftANDRight,0,3,0,3,0,3.24,322,nan
2/16/2025 3:33:36,1.17.0,baseline,2,3.65,nan,1,Left,LeftANDRight,1,3,0,3,0,nan,nan,44
2/16/2025 3:33:38,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,1,3,0,4,0,0.06,5135,nan
2/16/2025 3:34:03,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,1,4,0,4,0,nan,nan,396
2/16/2025 3:34:05,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,1,4,0,5,0,0.06,27,nan
2/16/2025 3:34:31,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,1,5,0,5,0,nan,nan,231
2/16/2025 3:34:35,1.17.0,baseline,2,3.65,2,1,Pellet,LeftANDRight,1,5,0,6,0,1.52,30,nan
2/16/2025 3:35:06,1.17.0,baseline,2,3.65,nan,1,Left,LeftANDRight,2,5,0,6,0,nan,nan,39
2/16/2025 3:35:11,1.17.0,baseline,2,3.65,2,1,Pellet,LeftANDRight,2,5,0,7,0,2.88,36,nan
2/16/2025 5:24:59,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,2,6,0,7,0,nan,nan,12
2/16/2025 5:25:04,1.17.0,baseline,2,3.65,2,1,Pellet,LeftANDRight,2,6,0,8,0,2.38,6593,nan
2/16/2025 5:25:55,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,2,7,0,8,0,nan,nan,210
2/16/2025 5:26:20,1.17.0,baseline,2,3.65,3,1,Pellet,LeftANDRight,2,7,0,9,0,21.40,76,nan
2/16/2025 5:26:42,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,2,8,0,9,0,nan,nan,162
2/16/2025 5:27:21,1.17.0,baseline,2,3.65,2,1,Pellet,LeftANDRight,2,8,0,10,0,37.01,61,nan
2/16/2025 5:27:39,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,2,9,0,10,0,nan,nan,308
2/16/2025 5:27:42,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,2,9,0,11,0,0.97,21,nan
2/16/2025 5:36:58,1.17.0,baseline,2,3.65,nan,1,Left,LeftANDRight,3,9,0,11,0,nan,nan,23
2/16/2025 5:37:05,1.17.0,baseline,2,3.65,2,1,Pellet,LeftANDRight,3,9,0,12,0,2.02,563,nan
2/16/2025 5:37:30,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,3,10,0,12,0,nan,nan,203
2/16/2025 5:37:33,1.17.0,baseline,2,3.65,2,1,Pellet,LeftANDRight,3,10,0,13,0,0.73,28,nan
2/16/2025 5:41:35,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,3,11,0,13,0,nan,nan,27
2/16/2025 5:41:39,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,3,11,0,14,0,2.38,246,nan
2/16/2025 6:06:40,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,3,12,0,14,0,nan,nan,182
2/16/2025 6:06:43,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,3,12,0,15,0,1.16,1504,nan
2/16/2025 6:07:23,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,3,13,0,15,0,nan,nan,33
2/16/2025 6:07:26,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,3,13,0,16,0,0.97,42,nan
2/16/2025 6:07:42,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,3,14,0,16,0,nan,nan,122
2/16/2025 6:07:44,1.17.0,baseline,2,3.65,nan,1,RightinTimeout,LeftANDRight,3,15,0,16,0,nan,nan,0
2/16/2025 6:07:47,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,3,15,0,17,0,2.38,22,nan
2/16/2025 6:08:10,1.17.0,baseline,2,3.65,nan,1,Left,LeftANDRight,4,15,0,17,0,nan,nan,164
2/16/2025 6:08:15,1.17.0,baseline,2,3.65,2,1,Pellet,LeftANDRight,4,15,0,18,0,1.46,28,nan
2/16/2025 6:41:07,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,16,0,18,0,nan,nan,34
2/16/2025 6:41:11,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,16,0,19,0,2.51,1976,nan
2/16/2025 6:41:23,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,17,0,19,0,nan,nan,179
2/16/2025 6:41:30,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,17,0,20,0,4.90,19,nan
2/16/2025 7:16:19,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,18,0,20,0,nan,nan,71
2/16/2025 7:16:22,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,18,0,21,0,1.03,2092,nan
2/16/2025 7:18:06,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,19,0,21,0,nan,nan,96
2/16/2025 7:18:08,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,19,0,22,0,0.73,106,nan
2/16/2025 7:18:24,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,20,0,22,0,nan,nan,231
2/16/2025 7:18:26,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,20,0,23,0,0.06,18,nan
2/16/2025 7:35:50,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,21,0,23,0,nan,nan,233
2/16/2025 7:35:53,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,21,0,24,0,1.40,1047,nan
2/16/2025 7:37:53,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,22,0,24,0,nan,nan,68
2/16/2025 7:37:56,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,22,0,25,0,1.16,123,nan
2/16/2025 7:39:11,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,23,0,25,0,nan,nan,30
2/16/2025 7:39:14,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,23,0,26,0,1.03,78,nan
2/16/2025 7:41:16,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,24,0,26,0,nan,nan,95
2/16/2025 7:41:18,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,24,0,27,0,0.06,124,nan
2/16/2025 7:41:42,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,25,0,27,0,nan,nan,0
2/16/2025 7:41:44,1.17.0,baseline,2,3.65,1,1,Pellet,LeftANDRight,4,25,0,28,0,0.06,26,nan
2/16/2025 7:45:39,1.17.0,baseline,2,3.65,nan,1,Right,LeftANDRight,4,26,0,28,0,nan,nan,541
