MICE_ID_RAR_INDIVIDUAL,ID_MICE,RACK,LOCATION,COHORT,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,DAILY_FOOD_INTAKE_G,DAILY_FOOD_INTAKE_KCAL,BODY_WEIGHT_G,DATE,AIM,COMMENTS,FAT,LEAN,FREE_WATER,TOTAL_WATER,TIME_DATE_DURA,NEW_FOOD_END_SESSION_G,RESEARCH_DIET_FORMULA,LOT_FOOD,COMMENT_TWO
B00002447860,7860,6A,J5,2,7/9/24,M,HFD,8,0,0,0,,0,25.35,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,1.83,24.61,0.25,19.9,"09:43:24 Sep 3, 2024; 123; ems",NA,NA,NA,NA
B00002447861,7861,6A,K5,2,7/9/24,M,HFD,8,0,0,0,,0,24.6,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,1.57,23.85,0.08,18.78,"09:46:25 Sep 3, 2024; 136; ems",NA,NA,NA,NA
B00002447866,7866,6A,J7,2,7/9/24,M,HFD,8,0,0,0,,0,22,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,2.55,20.81,0,16.16,"09:49:41 Sep 3, 2024; 128; ems",NA,NA,NA,NA
B00002447868,7868,6A,I7,2,7/9/24,M,LFD,8,0,0,0,,0,24,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,1.83,23.27,0.17,18.43,"09:52:51 Sep 3, 2024; 123; ems",NA,NA,NA,NA
B00002447869,7869,6A,H8,2,7/9/24,M,LFD,8,0,0,0,,0,25.14,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,2.02,24.03,0,18.52,"09:55:36 Sep 3, 2024; 139; ems",NA,NA,NA,NA
B00002447870,7870,6A,I8,2,7/9/24,M,LFD,8,0,0,0,,0,21.15,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,2.44,19.88,0,15.27,"09:58:36 Sep 3, 2024; 145; ems",NA,NA,NA,NA
B00002447862,7862,6A,L5,2,7/9/24,M,HFD,8,0,0,0,,0,24.1,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,2.64,22.72,0.19,18.09,"10:02:08 Sep 3, 2024; 129; ems",NA,NA,NA,NA
B00002447867,7867,6A,K7,2,7/9/24,M,HFD,8,0,0,0,,0,24.65,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,2.23,23.41,0.16,19.08,"10:05:04 Sep 3, 2024; 134; ems",NA,NA,NA,NA
B00002447863,7863,6A,M5,2,7/9/24,M,HFD,8,0,0,0,,0,26.51,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,2.94,24.56,0.07,19.67,"10:08:11 Sep 3, 2024; 130; ems",NA,NA,NA,NA
B00002447871,7871,6A,J8,2,7/9/24,M,LFD,8,0,0,0,,0,27.08,9/3/24,2B_EEGAP,ONLY_ECHO_MRI_NO_ANIMAL_SEPARATION,2.15,26.04,0.01,20.98,"10:11:08 Sep 3, 2024; 128; ems",NA,NA,NA,NA
B00002447876,7876,6A,H9,2,7/9/24,F,HFD,8.4,0.4,10.03,0,2.5075,11.860475,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.17,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447872,7872,6A,K8,2,7/9/24,F,HFD,8.4,0.4,10.4,1.15,2.3125,10.938125,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.02,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447880,7880,6A,L9,2,7/9/24,F,LFD,8.4,0.4,12.37,4.95,1.855,7.0861,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.1,D12450Ki,24080209i,NEW_RELOCATION_IN_RACK
B00002447881,7881,6A,M9,2,7/9/24,F,LFD,8.4,0.4,12.7,4.09,2.1525,8.22255,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.9,D12450Ki,24080209i,NEW_RELOCATION_IN_RACK
B00002447877,7877,6A,I9,2,7/9/24,F,HFD,8.4,0.4,10.39,1,2.3475,11.103675,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.62,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447878,7878,6A,J9,2,7/9/24,F,HFD,8.4,0.4,10.47,1.76,2.1775,10.299575,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.99,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447873,7873,6A,L8,2,7/9/24,F,HFD,8.4,0.4,9.86,0,2.465,11.65945,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.75,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447874,7874,6A,M8,2,7/9/24,F,HFD,8.4,0.4,10.09,2.39,1.925,9.10525,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.72,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447882,7882,6A,N9,2,7/9/24,F,LFD,8.4,0.4,12.64,5.4,1.81,6.9142,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.61,D12450Ki,24080209i,NEW_RELOCATION_IN_RACK
B00002447883,7883,6A,H10,2,7/9/24,F,LFD,8.4,0.4,12.24,3.7,2.135,8.1557,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.88,D12450Ki,24080209i,NEW_RELOCATION_IN_RACK
B00002447875,7875,6A,N8,2,7/9/24,F,HFD,8.4,0.4,11.37,2.87,2.125,10.05125,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.08,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447879,7879,6A,K9,2,7/9/24,F,HFD,8.4,0.4,11.1,1.44,2.415,11.42295,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.44,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447864,7864,6A,H5,2,7/9/24,M,HFD,8.4,0.4,10.35,0,2.5875,12.238875,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.71,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447865,7865,6A,N1,2,7/9/24,M,HFD,8.4,0.4,9.25,0,2.3125,10.938125,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.52,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447860,7860,6A,J5,2,7/9/24,M,HFD,8.4,0.4,10.1,0,2.525,11.94325,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.38,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447861,7861,6A,K5,2,7/9/24,M,HFD,8.4,0.4,10.43,0,2.6075,12.333475,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.58,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447866,7866,6A,J7,2,7/9/24,M,HFD,8.4,0.4,10.38,0,2.595,12.27435,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.97,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447868,7868,6A,I7,2,7/9/24,M,LFD,8.4,0.4,11.97,2.69,2.32,8.8624,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.82,D12450Ki,24080209i,NEW_RELOCATION_IN_RACK
B00002447869,7869,6A,H8,2,7/9/24,M,LFD,8.4,0.4,11.92,5.58,1.585,6.0547,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.51,D12450Ki,24080209i,NEW_RELOCATION_IN_RACK
B00002447870,7870,6A,I8,2,7/9/24,M,LFD,8.4,0.4,9.22,0.82,2.1,8.022,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.57,D12450Ki,24080209i,NEW_RELOCATION_IN_RACK
B00002447862,7862,6A,L5,2,7/9/24,M,HFD,8.4,0.4,10.32,0,2.58,12.2034,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.26,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447867,7867,6A,K7,2,7/9/24,M,HFD,8.4,0.4,13.42,3.57,2.4625,11.647625,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.48,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447863,7863,6A,M5,2,7/9/24,M,HFD,8.4,0.4,9.94,0,2.485,11.75405,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.82,D12451i,24072303i,NEW_RELOCATION_IN_RACK
B00002447871,7871,6A,J8,2,7/9/24,M,LFD,8.4,0.4,9.3,0,2.325,8.8815,NA,9/9/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,18.19,D12450Ki,24080209i,NEW_RELOCATION_IN_RACK
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,9,1,17.17,12.19,2.49,11.7777,17.28,9/11/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24072303i,NA
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,9,1,16.02,11.63,2.195,10.38235,17.38,9/11/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24072303i,NA
B00002447880,7880,6A,N8,2,7/9/24,F,LFD,9,1,14.1,6.52,3.79,14.4778,17.52,9/11/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,NA
B00002447881,7881,6A,H9,2,7/9/24,F,LFD,9,1,14.9,8.99,2.955,11.2881,17.82,9/11/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,NA
