MICE_ID_RAR_INDIVIDUAL,ID_MICE,RACK,LOCATION,COHORT,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,AIM,COMMENTS,FAT,LEAN,FREE_WATER,TOTAL_WATER,TIME_DATE_DURA,NEW_FOOD_END_SESSION_G,RESEARCH_DIET_FORMULA,LOT_FOOD,COMMENT_TWO
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,8,0,29.57,,17.5,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.03,15.69,0.09,11.84,"10:32:02 Apr 1, 2024; 91; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,8,0,28.19,,17.3,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,0.99,15.76,0.08,11.69,"10:37:59 Apr 1, 2024; 83; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,8,0,25.49,,17.2,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.5,15.06,0.12,11.36,"10:41:57 Apr 1, 2024; 76; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,8,0,29.95,,16.4,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.19,14.4,0.03,11.36,"10:43:56 Apr 1, 2024; 83; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,8,0,25.16,,18.1,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.08,16.17,0.06,11.98,"10:40:02 Apr 1, 2024; 76; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,8,0,26.37,,18.3,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.1,16.49,0.08,13.13,"10:49:45 Apr 1, 2024; 84; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,8,0,27.92,,19.8,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.2,17.96,0.07,13,"10:51:44 Apr 1, 2024; 76; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,8,0,27.59,,17.9,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.27,16.25,0.13,11.55,"11:05:15 Apr 1, 2024; 89; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,8,0,27.31,,17.4,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.14,15.8,0.06,11.82,"11:07:26 Apr 1, 2024; 83; Bartolomucci Lab",NA,D12450Hi,24030810/2.5kgi ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,8,0,27.32,,18.1,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.18,16.56,0.09,11.75,"11:09:22 Apr 1, 2024; 83; Bartolomucci Lab",NA,D12450Hi,24030810/2.5kgi ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,8,0,25.46,,17.2,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.4,15.22,0.07,11.13,"11:11:24 Apr 1, 2024; 77; Bartolomucci Lab",NA,D12450Hi,24030810/2.5kgi ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,8,0,27.37,,17.3,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,0.99,15.68,0.07,12.37,"11:13:15 Apr 1, 2024; 84; Bartolomucci Lab",NA,D12450Hi,24030810/2.5kgi ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,8,0,26.4,,23.4,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.01,21.7,0.04,15.97,"10:36:01 Apr 1, 2024; 84; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,8,0,29.8,,21.1,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.03,19.82,0.05,15.84,"11:01:22 Apr 1, 2024; 84; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,8,0,29.89,,22.5,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,0.77,21.42,0.03,15.57,"10:29:51 Apr 1, 2024; 76; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,8,0,26.18,,26.1,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.48,23.79,0.09,18.58,"10:53:40 Apr 1, 2024; 84; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,8,0,29.27,,24.9,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,0.81,23.79,0.11,17.87,"10:59:26 Apr 1, 2024; 83; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,8,0,26.27,,25,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,0.88,23.69,0.08,17.16,"10:34:07 Apr 1, 2024; 77; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,8,0,29.12,,23,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,0.77,22,0.05,16.33,"11:03:23 Apr 1, 2024; 76; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,8,0,29.55,,24.3,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.24,22.59,0.14,17.14,"10:57:35 Apr 1, 2024; 77; Bartolomucci Lab",NA,D12451i,24030401/2.5kgi,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,8,0,25.73,,22.9,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.16,21.23,0.07,16.45,"10:45:51 Apr 1, 2024; 76; Bartolomucci Lab",NA,D12450Hi,24030810/2.5kgi ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,8,0,25.26,,24.9,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.19,23.76,0.08,16.95,"10:47:44 Apr 1, 2024; 84; Bartolomucci Lab",NA,D12450Hi,24030810/2.5kgi ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,8,0,25.01,,24.6,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,1.03,22.68,0.22,16.99,"10:55:33 Apr 1, 2024; 84; Bartolomucci Lab",NA,D12450Hi,24030810/2.5kgi ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,8,0,27.97,,24.4,4/1/24,2B_EEGAP,ECHO_MRI_MEASUREMENT,0.74,23.21,0.05,17.46,"11:15:27 Apr 1, 2024; 83; Bartolomucci Lab",NA,D12450Hi,24030810/2.5kgi ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,8.3,0.3,29.57,24.69,16.48,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,8.3,0.3,28.19,22.1,18.31,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,8.3,0.3,25.49,19.79,17.32,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,8.3,0.3,29.95,25.06,16.58,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,8.3,0.3,25.16,18.76,18.72,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,8.3,0.3,26.37,21.46,18.4,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,8.3,0.3,27.92,21.45,19.74,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,8.3,0.3,27.59,21.41,18.15,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,8.3,0.3,27.31,24.63,16.44,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,8.3,0.3,27.32,23.23,18.27,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,8.3,0.3,25.46,25.44,16.9,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,8.3,0.3,27.37,26.8,16.48,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,8.3,0.3,26.4,21.27,23.31,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,8.3,0.3,29.8,24.3,21.12,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,8.3,0.3,29.89,21.54,23.93,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,8.3,0.3,26.18,18.06,25.55,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,8.3,0.3,29.27,21.33,25.55,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,8.3,0.3,26.27,20.37,24.39,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,8.3,0.3,29.12,22.16,23.55,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,8.3,0.3,29.55,23.45,24.9,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,8.3,0.3,25.73,25,22.6,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,8.3,0.3,25.26,25.16,24.4,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,8.3,0.3,25.01,22.74,23.33,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,8.3,0.3,27.97,25.74,24.02,4/3/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,8.5,0.5,24.69,20.99,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.07,D12451i,24030401/2.5kgi,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,8.5,0.5,22.1,17.97,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.47,D12451i,24030401/2.5kgi,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,8.5,0.5,19.79,16.32,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.47,D12451i,24030401/2.5kgi,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,8.5,0.5,25.06,20.38,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.7,D12451i,24030401/2.5kgi,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,8.5,0.5,18.76,14.2,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.91,D12451i,24030401/2.5kgi,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,8.5,0.5,21.46,17.77,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.71,D12451i,24030401/2.5kgi,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,8.5,0.5,21.45,17.6,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.67,D12451i,24030401/2.5kgi,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,8.5,0.5,21.41,17.17,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.69,D12451i,24030401/2.5kgi,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,8.5,0.5,24.63,19.31,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.39,D12450Hi,24030810/2.5kgi ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,8.5,0.5,23.23,16.25,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,19.63,D12450Hi,24030810/2.5kgi ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,8.5,0.5,25.44,24.5,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.8,D12450Hi,24030810/2.5kgi ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,8.5,0.5,26.8,24.3,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.51,D12450Hi,24030810/2.5kgi ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,8.5,0.5,21.27,19.92,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.85,D12451i,24030401/2.5kgi,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,8.5,0.5,24.3,19.86,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.77,D12451i,24030401/2.5kgi,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,8.5,0.5,21.54,18.17,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.91,D12451i,24030401/2.5kgi,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,8.5,0.5,18.06,14.55,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.99,D12451i,24030401/2.5kgi,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,8.5,0.5,21.33,17.11,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.9,D12451i,24030401/2.5kgi,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,8.5,0.5,20.37,15.93,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.18,D12451i,24030401/2.5kgi,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,8.5,0.5,22.16,18.16,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.08,D12451i,24030401/2.5kgi,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,8.5,0.5,23.45,19.64,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.77,D12451i,24030401/2.5kgi,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,8.5,0.5,25,21.25,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,19.53,D12450Hi,24030810/2.5kgi ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,8.5,0.5,25.16,24.27,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.13,D12450Hi,24030810/2.5kgi ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,8.5,0.5,22.74,16.67,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.43,D12450Hi,24030810/2.5kgi ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,8.5,0.5,25.74,24.54,NA,4/5/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.27,D12450Hi,24030810/2.5kgi ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,9,1,21.07,15.51,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,30.96,D12451i,24030401/2.5kgi,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,9,1,20.47,11.99,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,29.51,D12451i,24030401/2.5kgi,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,9,1,22.47,15.54,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,31.52,D12451i,24030401/2.5kgi,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,9,1,20.7,13.54,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,30.72,D12451i,24030401/2.5kgi,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,9,1,21.91,14.48,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,28.71,D12451i,24030401/2.5kgi,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,9,1,22.71,16.72,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,28.15,D12451i,24030401/2.5kgi,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,9,1,21.67,16.88,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,29.34,D12451i,24030401/2.5kgi,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,9,1,21.69,14.21,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,28.91,D12451i,24030401/2.5kgi,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,9,1,20.39,11.23,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,31.5,D12450Hi,24030810/2.5kgi ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,9,1,19.63,11.75,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,29.9,D12450Hi,24030810/2.5kgi ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,9,1,21.8,20.33,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,28.9,D12450Hi,24030810/2.5kgi ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,9,1,21.51,14.96,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,30.27,D12450Hi,24030810/2.5kgi ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,9,1,21.85,14.41,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,28.43,D12451i,24030401/2.5kgi,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,9,1,21.77,14.94,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,32.76,D12451i,24030401/2.5kgi,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,9,1,21.91,13.34,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,31.24,D12451i,24030401/2.5kgi,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,9,1,21.99,13.15,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,33.6,D12451i,24030401/2.5kgi,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,9,1,21.9,13.64,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,28.62,D12451i,24030401/2.5kgi,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,9,1,22.18,14.42,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,31.09,D12451i,24030401/2.5kgi,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,9,1,22.08,14.44,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,32.73,D12451i,24030401/2.5kgi,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,9,1,21.77,14.77,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,29.23,D12451i,24030401/2.5kgi,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,9,1,19.53,14.32,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,30.81,D12450Hi,24030810/2.5kgi ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,9,1,20.13,14.35,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,33.07,D12450Hi,24030810/2.5kgi ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,9,1,22.43,13.71,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,29.53,D12450Hi,24030810/2.5kgi ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,9,1,22.27,19.03,NA,4/8/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,30.79,D12450Hi,24030810/2.5kgi ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,9.3,1.3,30.96,26.62,17.38,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,9.3,1.3,29.51,24.96,18.5,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,9.3,1.3,31.52,26.88,17.21,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,9.3,1.3,30.72,25.85,17.74,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,9.3,1.3,28.71,23.28,18.61,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,9.3,1.3,28.15,23.69,18.53,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,9.3,1.3,29.34,24.96,19.87,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,9.3,1.3,28.91,24.23,18.7,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,9.3,1.3,31.5,28,16.72,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,9.3,1.3,29.9,26.65,18.07,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,9.3,1.3,28.9,24.65,16.22,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,9.3,1.3,30.27,24.52,16.19,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,9.3,1.3,28.43,24.01,23.93,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,9.3,1.3,32.76,27.15,21.53,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,9.3,1.3,31.24,25.64,22.91,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,9.3,1.3,33.6,26.81,27.21,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,9.3,1.3,28.62,22.39,26.05,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,9.3,1.3,31.09,25.23,23.84,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,9.3,1.3,32.73,26.41,23.99,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,9.3,1.3,29.23,23.96,24.29,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401/2.5kgi,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,9.3,1.3,30.81,23.82,23.14,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,9.3,1.3,33.07,24.26,24.24,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,9.3,1.3,29.53,24.41,23.18,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,9.3,1.3,30.79,26.88,23.51,4/10/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24030810/2.5kgi ,
