MICE_ID_RAR_INDIVIDUAL,ID_MICE,RACK,LOCATION,COHORT,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,AIM,COMMENTS,FAT,LEAN,FREE_WATER,TOTAL_WATER,TIME_DATE_DURA,NEW_FOOD_END_SESSION_G,RESEARCH_DIET_FORMULA,LOT_FOOD,COMMENT_TWO
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,15,7,15.34,7,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.21,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,15,7,15.66,8.14,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.07,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,15,7,15.68,8.54,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.42,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,15,7,15.56,8.28,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.07,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,15,7,15.65,9.1,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.05,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,15,7,13.99,7.58,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.94,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,15,7,14.57,6.23,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.18,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,15,7,17.41,11.34,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.48,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,15,7,14.92,8.82,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.88,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,15,7,14.19,6.51,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,18.68,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,15,7,15.1,8.26,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.46,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,15,7,13.91,6.17,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.15,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,15,7,16.34,9.07,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.61,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,15,7,18.72,10.86,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.97,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,15,7,18.22,10.43,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.14,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,15,7,18.89,11.84,NA,5/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.46,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,15.3,7.3,15.22,11.04,19.42,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,15.3,7.3,14.95,10.35,20.3,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,15.3,7.3,18.4,13.66,20.8,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,15.3,7.3,15.02,11.49,20.12,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,15.3,7.3,17.55,13.72,21.51,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,15.3,7.3,17.55,12.77,20.9,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,15.3,7.3,17.77,14.01,22.53,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,15.3,7.3,18.75,14.88,22.11,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,15.3,7.3,17.21,12.46,19.04,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,15.3,7.3,16.07,12.18,18.54,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,15.3,7.3,16.42,11.99,17.66,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,15.3,7.3,15.07,10.1,19.39,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,15.3,7.3,15.05,11,26.24,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,15.3,7.3,14.94,10.28,23.51,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,15.3,7.3,16.18,11.44,25.76,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,15.3,7.3,16.48,12.05,28.48,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,15.3,7.3,17.88,12.93,29.84,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,15.3,7.3,18.68,13.77,29.24,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,15.3,7.3,14.46,9.82,27.56,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,15.3,7.3,14.15,8.86,27.42,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,15.3,7.3,16.61,10.47,25.41,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,15.3,7.3,16.97,12.72,26.34,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,15.3,7.3,17.14,11.27,26.24,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,15.3,7.3,16.46,10.72,26.11,5/22/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,15.5,7.5,11.04,7.71,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.68,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,15.5,7.5,10.35,5.56,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.24,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,15.5,7.5,13.66,8.28,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.76,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,15.5,7.5,11.49,6.96,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.72,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,15.5,7.5,13.72,9.74,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.06,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,15.5,7.5,12.77,8.78,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.96,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,15.5,7.5,14.01,9.49,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.17,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,15.5,7.5,14.88,10.66,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.07,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,15.5,7.5,12.46,6.25,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.3,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,15.5,7.5,12.18,7.05,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.44,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,15.5,7.5,11.99,6.05,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.97,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,15.5,7.5,10.1,4.41,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.32,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,15.5,7.5,11,6.72,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.48,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,15.5,7.5,10.28,6.71,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.85,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,15.5,7.5,11.44,8.68,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.7,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,15.5,7.5,12.05,9.14,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.38,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,15.5,7.5,12.93,9.69,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.77,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,15.5,7.5,13.77,10.02,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.86,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,15.5,7.5,9.82,5.87,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.82,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,15.5,7.5,8.86,5.13,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.15,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,15.5,7.5,10.47,5.64,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.8,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,15.5,7.5,12.72,7.42,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.98,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,15.5,7.5,11.27,6.4,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,15.5,7.5,10.72,6.39,NA,5/24/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,9.37,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,16,8,10.68,4.3,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.03,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,16,8,11.24,4.97,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.73,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,16,8,10.76,3.44,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.36,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,16,8,10.72,4.08,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.36,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,16,8,11.06,5.21,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.96,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,16,8,10.96,2.33,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.8,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,16,8,10.17,4.1,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.66,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,16,8,11.07,5.36,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.17,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,16,8,12.3,4.23,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,19.95,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,16,8,10.44,2.58,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.5,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,16,8,11.97,4.17,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.07,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,16,8,11.32,3.76,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.08,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,16,8,10.48,3.42,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.41,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,16,8,10.85,5.25,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.99,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,16,8,10.7,5.05,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.61,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,16,8,11.38,4.74,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,18.95,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,16,8,10.77,5.26,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,16,8,11.86,5.55,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.57,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,16,8,10.82,3.52,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.77,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,16,8,11.15,4.27,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,18.28,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,16,8,12.8,2.97,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,25.15,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,16,8,11.98,3.37,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.37,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,16,8,11,3.36,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.57,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,16,8,9.37,1.84,NA,5/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,23.09,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,16.3,8.3,17.03,13.37,19.7,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,16.3,8.3,16.73,12.55,20.8,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,16.3,8.3,21.36,16.6,22,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,16.3,8.3,17.36,13.73,20.16,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,16.3,8.3,16.96,12.36,21.92,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,16.3,8.3,21.8,18.08,21.74,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,16.3,8.3,15.66,11.88,22.63,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,16.3,8.3,16.17,11.52,21.96,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,16.3,8.3,19.95,15.08,19.84,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,16.3,8.3,20.5,16.49,19.34,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,16.3,8.3,22.07,18.57,18.06,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,16.3,8.3,21.08,16.8,18.43,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,16.3,8.3,21.41,17.75,27.45,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,16.3,8.3,14.99,10.65,23.31,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,16.3,8.3,15.61,11.68,25.3,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,16.3,8.3,18.95,13.84,29.56,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,16.3,8.3,15,9.55,30.1,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,16.3,8.3,17.57,12.15,29.79,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,16.3,8.3,20.77,15.82,28.35,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,16.3,8.3,18.28,14.66,27.35,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,16.3,8.3,25.15,20.75,25.1,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,16.3,8.3,20.37,15.94,26.74,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,16.3,8.3,21.57,15.3,26.72,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,16.3,8.3,23.09,19.03,25.73,5/29/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,16.5,8.5,13.37,9.26,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.7,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,16.5,8.5,12.55,8.47,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.06,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,16.5,8.5,16.6,11.7,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.75,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,16.5,8.5,13.73,8.96,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.76,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,16.5,8.5,12.36,8.14,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,9.96,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,16.5,8.5,18.08,13.55,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.03,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,16.5,8.5,11.88,6.88,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.47,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,16.5,8.5,11.52,7.61,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.44,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,16.5,8.5,15.08,11.22,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.91,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,16.5,8.5,16.49,11.31,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.5,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,16.5,8.5,18.57,13.64,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.7,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,16.5,8.5,16.8,12.01,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.1,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,16.5,8.5,17.75,13.13,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.68,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,16.5,8.5,10.65,6.57,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.05,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,16.5,8.5,11.68,7.86,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.22,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,16.5,8.5,13.84,10.68,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.15,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,16.5,8.5,9.55,6.27,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.53,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,16.5,8.5,12.15,7.6,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.07,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,16.5,8.5,15.82,12.14,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.57,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,16.5,8.5,14.66,11.52,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,16.5,8.5,20.75,15.26,NA,5/31/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.16,D12450Hi,24031808i ,
