MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/16/2025 1:26:18,1.17.0,baseline,8,3.81,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,829
2/16/2025 1:27:25,1.17.0,baseline,8,3.82,2,1,Pellet,LeftANDRight,0,1,0,1,0,Timed_out,nan,nan
2/16/2025 1:30:33,1.17.0,baseline,8,3.81,nan,1,Left,LeftANDRight,1,1,0,1,0,nan,nan,482
2/16/2025 1:30:52,1.17.0,baseline,8,3.81,1,1,Pellet,LeftANDRight,1,1,0,2,0,16.70,207,nan
2/16/2025 1:32:14,1.17.0,baseline,8,3.81,nan,1,Left,LeftANDRight,2,1,0,2,0,nan,nan,168
2/16/2025 1:32:20,1.17.0,baseline,8,3.81,2,1,Pellet,LeftANDRight,2,1,0,3,0,4.10,88,nan
2/16/2025 1:33:14,1.17.0,baseline,8,3.81,nan,1,Right,LeftANDRight,2,2,0,3,0,nan,nan,74
2/16/2025 1:34:13,1.17.0,baseline,8,3.82,1,1,Pellet,LeftANDRight,2,2,0,4,0,56.98,113,nan
2/16/2025 1:39:34,1.17.0,baseline,8,3.81,nan,1,Left,LeftANDRight,3,2,0,4,0,nan,nan,11
2/16/2025 1:40:32,1.17.0,baseline,8,3.81,1,1,Pellet,LeftANDRight,3,2,0,5,0,56.48,379,nan
2/16/2025 4:21:08,1.17.0,baseline,8,3.81,nan,1,Right,LeftANDRight,3,3,0,5,0,nan,nan,110
2/16/2025 4:21:09,1.17.0,baseline,8,3.81,nan,1,RightinTimeout,LeftANDRight,3,4,0,5,0,nan,nan,0
2/16/2025 4:21:09,1.17.0,baseline,8,3.80,nan,1,RightinTimeout,LeftANDRight,3,4,0,5,0,nan,nan,280
2/16/2025 4:21:09,1.17.0,baseline,8,3.81,nan,1,RightinTimeout,LeftANDRight,3,4,0,5,0,nan,nan,560
2/16/2025 4:21:10,1.17.0,baseline,8,3.81,nan,1,RightinTimeout,LeftANDRight,3,4,0,5,0,nan,nan,840
2/16/2025 4:21:13,1.17.0,baseline,8,3.81,1,1,Pellet,LeftANDRight,3,4,0,6,0,2.44,9641,nan
2/16/2025 5:10:20,1.17.0,baseline,8,3.80,nan,1,Right,LeftANDRight,3,5,0,6,0,nan,nan,450
2/16/2025 5:10:39,1.17.0,baseline,8,3.80,1,1,Pellet,LeftANDRight,3,5,0,7,0,16.77,2966,nan
2/16/2025 5:29:52,1.17.0,baseline,8,3.80,nan,1,Right,LeftANDRight,3,6,0,7,0,nan,nan,13
2/16/2025 5:29:52,1.17.0,baseline,8,3.80,nan,1,RightinTimeout,LeftANDRight,3,7,0,7,0,nan,nan,0
2/16/2025 5:29:53,1.17.0,baseline,8,3.80,nan,1,RightinTimeout,LeftANDRight,3,7,0,7,0,nan,nan,283
2/16/2025 5:30:53,1.17.0,baseline,8,3.80,nan,1,RightWithPellet,LeftANDRight,3,8,0,7,0,nan,nan,7
2/16/2025 5:30:58,1.17.0,baseline,8,3.80,nan,1,RightWithPellet,LeftANDRight,3,9,0,7,0,nan,nan,799
2/16/2025 5:30:59,1.17.0,baseline,8,3.80,nan,1,RightWithPellet,LeftANDRight,3,10,0,7,0,nan,nan,0
2/16/2025 5:31:04,1.17.0,baseline,8,3.80,nan,1,RightWithPellet,LeftANDRight,3,11,0,7,0,nan,nan,13
2/16/2025 5:31:14,1.17.0,baseline,8,3.80,nan,1,RightWithPellet,LeftANDRight,3,12,0,7,0,nan,nan,8
