MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/18/2025 11:47:00,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,476
2/18/2025 11:48:04,1.17.0,baseline,8,3.76,3,1,Pellet,LeftANDRight,0,1,0,1,0,58.84,nan,nan
2/18/2025 11:52:39,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,13
2/18/2025 11:52:43,1.17.0,baseline,8,3.76,2,1,Pellet,LeftANDRight,0,2,0,2,0,1.34,279,nan
2/18/2025 11:57:51,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,0,3,0,2,0,nan,nan,40
2/18/2025 11:58:23,1.17.0,baseline,8,3.76,2,1,Pellet,LeftANDRight,0,3,0,3,0,29.59,340,nan
2/18/2025 11:58:48,1.17.0,baseline,8,3.76,nan,1,Left,LeftANDRight,1,3,0,3,0,nan,nan,127
2/18/2025 11:59:12,1.17.0,baseline,8,3.76,2,1,Pellet,LeftANDRight,1,3,0,4,0,21.39,49,nan
2/18/2025 12:05:54,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,1,4,0,4,0,nan,nan,424
2/18/2025 12:10:33,1.17.0,baseline,8,3.76,2,1,Pellet,LeftANDRight,1,4,0,5,0,Timed_out,681,nan
2/18/2025 12:14:43,1.17.0,baseline,8,3.75,nan,1,Right,LeftANDRight,1,5,0,5,0,nan,nan,296
2/18/2025 12:15:08,1.17.0,baseline,8,3.76,1,1,Pellet,LeftANDRight,1,5,0,6,0,22.99,275,nan
2/18/2025 14:22:33,1.17.0,baseline,8,3.76,nan,1,Left,LeftANDRight,2,5,0,6,0,nan,nan,211
2/18/2025 14:22:47,1.17.0,baseline,8,3.76,2,1,Pellet,LeftANDRight,2,5,0,7,0,11.91,7659,nan
2/18/2025 14:23:20,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,2,6,0,7,0,nan,nan,841
2/18/2025 14:23:22,1.17.0,baseline,8,3.76,1,1,Pellet,LeftANDRight,2,6,0,8,0,0.79,35,nan
2/18/2025 14:23:40,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,2,7,0,8,0,nan,nan,295
2/18/2025 14:23:42,1.17.0,baseline,8,3.76,1,1,Pellet,LeftANDRight,2,7,0,9,0,0.49,20,nan
2/18/2025 14:23:54,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,2,8,0,9,0,nan,nan,182
2/18/2025 14:23:56,1.17.0,baseline,8,3.76,1,1,Pellet,LeftANDRight,2,8,0,10,0,0.61,14,nan
2/18/2025 16:08:34,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,2,9,0,10,0,nan,nan,387
2/18/2025 16:08:37,1.17.0,baseline,8,3.76,1,1,Pellet,LeftANDRight,2,9,0,11,0,1.10,6281,nan
2/18/2025 17:27:51,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,2,10,0,11,0,nan,nan,235
2/18/2025 17:27:53,1.17.0,baseline,8,3.76,1,1,Pellet,LeftANDRight,2,10,0,12,0,0.61,4756,nan
2/18/2025 17:30:04,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,2,11,0,12,0,nan,nan,279
2/18/2025 17:30:07,1.17.0,baseline,8,3.75,1,1,Pellet,LeftANDRight,2,11,0,13,0,0.79,134,nan
2/18/2025 17:30:58,1.17.0,baseline,8,3.76,nan,1,Right,LeftANDRight,2,12,0,13,0,nan,nan,295
2/18/2025 17:31:02,1.17.0,baseline,8,3.74,1,1,Pellet,LeftANDRight,2,12,0,14,0,1.52,55,nan
2/18/2025 17:35:19,1.17.0,baseline,8,3.75,nan,1,Right,LeftANDRight,2,13,0,14,0,nan,nan,423
2/18/2025 17:35:22,1.17.0,baseline,8,3.76,1,1,Pellet,LeftANDRight,2,13,0,15,0,1.10,260,nan
