MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Delay
2/26/2025 11:12:57,1.17.0,certainty,8,4.08,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,880,nan
2/26/2025 11:13:33,1.17.0,certainty,8,4.09,1,1,Pellet,LeftANDRight,0,1,0,1,0,19.69,nan,nan,15
2/26/2025 11:17:13,1.17.0,certainty,8,4.09,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,248,nan
2/26/2025 11:17:14,1.17.0,certainty,8,4.08,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,0,nan
2/26/2025 11:17:14,1.17.0,certainty,8,4.09,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,286,nan
2/26/2025 11:17:15,1.17.0,certainty,8,4.09,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,571,nan
2/26/2025 11:17:15,1.17.0,certainty,8,4.09,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,856,nan
2/26/2025 11:17:15,1.17.0,certainty,8,4.09,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,1141,nan
2/26/2025 11:17:16,1.17.0,certainty,8,4.08,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,1430,nan
2/26/2025 11:17:16,1.17.0,certainty,8,4.09,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,1715,nan
2/26/2025 11:17:16,1.17.0,certainty,8,4.09,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,2001,nan
2/26/2025 11:17:16,1.17.0,certainty,8,4.09,nan,1,RightinTimeout,LeftANDRight,0,3,0,1,0,nan,nan,2286,nan
2/26/2025 11:17:30,1.17.0,certainty,8,4.09,1,1,Pellet,LeftANDRight,0,3,0,2,0,0.73,237,nan,15
2/26/2025 11:19:14,1.17.0,certainty,8,4.09,nan,1,Right,LeftANDRight,0,4,0,2,0,nan,nan,212,nan
2/26/2025 11:19:30,1.17.0,certainty,8,4.08,1,1,Pellet,LeftANDRight,0,4,0,3,0,0.67,120,nan,15
2/26/2025 11:19:57,1.17.0,certainty,8,4.09,nan,1,Right,LeftANDRight,0,5,0,3,0,nan,nan,135,nan
2/26/2025 11:20:13,1.17.0,certainty,8,4.09,1,1,Pellet,LeftANDRight,0,5,0,4,0,0.91,43,nan,15
2/26/2025 11:27:10,1.17.0,certainty,8,4.08,nan,1,Right,LeftANDRight,0,6,0,4,0,nan,nan,169,nan
2/26/2025 11:27:27,1.17.0,certainty,8,4.09,1,1,Pellet,LeftANDRight,0,6,0,5,0,0.55,434,nan,15
2/26/2025 13:16:45,1.17.0,certainty,8,4.08,nan,1,Right,LeftANDRight,0,7,0,5,0,nan,nan,363,nan
2/26/2025 13:16:46,1.17.0,certainty,8,4.08,nan,1,RightinTimeout,LeftANDRight,0,8,0,5,0,nan,nan,0,nan
2/26/2025 13:16:46,1.17.0,certainty,8,4.08,nan,1,RightinTimeout,LeftANDRight,0,8,0,5,0,nan,nan,285,nan
2/26/2025 13:16:48,1.17.0,certainty,8,4.08,nan,1,RightinTimeout,LeftANDRight,0,9,0,5,0,nan,nan,0,nan
2/26/2025 13:17:01,1.17.0,certainty,8,4.08,1,1,Pellet,LeftANDRight,0,9,0,6,0,0.73,6574,nan,15
2/26/2025 13:17:26,1.17.0,certainty,8,4.08,nan,1,Right,LeftANDRight,0,10,0,6,0,nan,nan,555,nan
2/26/2025 13:17:28,1.17.0,certainty,8,4.08,nan,1,RightinTimeout,LeftANDRight,0,11,0,6,0,nan,nan,0,nan
2/26/2025 13:17:28,1.17.0,certainty,8,4.08,nan,1,RightinTimeout,LeftANDRight,0,11,0,6,0,nan,nan,285,nan
2/26/2025 13:17:43,1.17.0,certainty,8,4.08,1,1,Pellet,LeftANDRight,0,11,0,7,0,0.73,42,nan,15
2/26/2025 13:17:58,1.17.0,certainty,8,4.08,nan,1,Right,LeftANDRight,0,12,0,7,0,nan,nan,504,nan
2/26/2025 13:18:14,1.17.0,certainty,8,4.08,1,1,Pellet,LeftANDRight,0,12,0,8,0,0.42,31,nan,15
2/26/2025 13:18:53,1.17.0,certainty,8,4.08,nan,1,Right,LeftANDRight,0,13,0,8,0,nan,nan,68,nan
2/26/2025 13:18:56,1.17.0,certainty,8,4.08,nan,1,LeftinTimeOut,LeftANDRight,1,13,0,8,0,nan,nan,nan,nan
2/26/2025 13:18:57,1.17.0,certainty,8,4.08,nan,1,LeftinTimeOut,LeftANDRight,1,13,0,8,0,nan,nan,nan,nan
2/26/2025 13:19:11,1.17.0,certainty,8,4.08,1,1,Pellet,LeftANDRight,1,13,0,9,0,1.77,57,nan,15
2/26/2025 13:22:47,1.17.0,certainty,8,4.08,nan,1,Right,LeftANDRight,1,14,0,9,0,nan,nan,285,nan
2/26/2025 13:23:06,1.17.0,certainty,8,4.08,2,1,Pellet,LeftANDRight,1,14,0,10,0,2.63,234,nan,15
2/26/2025 14:59:09,1.17.0,certainty,8,4.07,nan,1,Right,LeftANDRight,1,15,0,10,0,nan,nan,478,nan
2/26/2025 14:59:26,1.17.0,certainty,8,4.07,1,1,Pellet,LeftANDRight,1,15,0,11,0,0.91,5781,nan,15
2/26/2025 15:01:24,1.17.0,certainty,8,4.07,nan,1,Right,LeftANDRight,1,16,0,11,0,nan,nan,229,nan
2/26/2025 15:01:41,1.17.0,certainty,8,4.07,1,1,Pellet,LeftANDRight,1,16,0,12,0,1.40,135,nan,15
2/26/2025 15:16:46,1.17.0,certainty,8,4.07,nan,1,Right,LeftANDRight,1,17,0,12,0,nan,nan,368,nan
2/26/2025 15:17:03,1.17.0,certainty,8,4.07,1,1,Pellet,LeftANDRight,1,17,0,13,0,0.48,922,nan,15
2/26/2025 15:18:01,1.17.0,certainty,8,4.07,nan,1,Right,LeftANDRight,1,18,0,13,0,nan,nan,60,nan
2/26/2025 15:18:17,1.17.0,certainty,8,4.07,1,1,Pellet,LeftANDRight,1,18,0,14,0,0.36,74,nan,15
2/26/2025 16:58:00,1.17.0,certainty,8,4.07,nan,1,Right,LeftANDRight,1,19,0,14,0,nan,nan,315,nan
2/26/2025 16:58:17,1.17.0,certainty,8,4.07,1,1,Pellet,LeftANDRight,1,19,0,15,0,1.46,6000,nan,15
2/26/2025 16:58:35,1.17.0,certainty,8,4.07,nan,1,Right,LeftANDRight,1,20,0,15,0,nan,nan,415,nan
2/26/2025 16:58:37,1.17.0,certainty,8,4.07,nan,1,RightinTimeout,LeftANDRight,1,21,0,15,0,nan,nan,0,nan
2/26/2025 16:58:37,1.17.0,certainty,8,4.07,nan,1,RightinTimeout,LeftANDRight,1,21,0,15,0,nan,nan,286,nan
2/26/2025 16:58:37,1.17.0,certainty,8,4.06,nan,1,RightinTimeout,LeftANDRight,1,21,0,15,0,nan,nan,572,nan
2/26/2025 16:58:38,1.17.0,certainty,8,4.07,nan,1,RightinTimeout,LeftANDRight,1,22,0,15,0,nan,nan,0,nan
