MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/15/2025 2:20:49,1.17.0,baseline,8,3.84,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,98
2/15/2025 2:21:24,1.17.0,baseline,8,3.84,4,1,Pellet,LeftANDRight,0,1,0,1,0,28.05,nan,nan
2/15/2025 2:22:01,1.17.0,baseline,8,3.83,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,22
2/15/2025 2:22:04,1.17.0,baseline,8,3.83,2,1,Pellet,LeftANDRight,0,2,0,2,0,0.06,40,nan
2/15/2025 2:23:26,1.17.0,baseline,8,3.83,nan,1,Left,LeftANDRight,1,2,0,2,0,nan,nan,43
2/15/2025 2:24:25,1.17.0,baseline,8,3.83,1,1,Pellet,LeftANDRight,1,2,0,3,0,57.24,141,nan
2/15/2025 3:52:07,1.17.0,baseline,8,3.83,nan,1,Right,LeftANDRight,1,3,0,3,0,nan,nan,132
2/15/2025 3:52:07,1.17.0,baseline,8,3.83,nan,1,RightinTimeout,LeftANDRight,1,4,0,3,0,nan,nan,0
2/15/2025 3:52:07,1.17.0,baseline,8,3.83,nan,1,RightinTimeout,LeftANDRight,1,4,0,3,0,nan,nan,280
2/15/2025 3:52:08,1.17.0,baseline,8,3.83,nan,1,RightinTimeout,LeftANDRight,1,4,0,3,0,nan,nan,564
2/15/2025 3:52:15,1.17.0,baseline,8,3.83,3,1,Pellet,LeftANDRight,1,4,0,4,0,2.51,5270,nan
2/15/2025 4:32:26,1.17.0,baseline,8,3.83,nan,1,Right,LeftANDRight,1,5,0,4,0,nan,nan,337
2/15/2025 4:32:27,1.17.0,baseline,8,3.83,nan,1,RightinTimeout,LeftANDRight,1,6,0,4,0,nan,nan,0
2/15/2025 4:32:37,1.17.0,baseline,8,3.83,1,1,Pellet,LeftANDRight,1,6,0,5,0,8.34,2422,nan
2/15/2025 4:36:07,1.17.0,baseline,8,3.83,nan,1,Right,LeftANDRight,1,7,0,5,0,nan,nan,218
2/15/2025 4:36:12,1.17.0,baseline,8,3.83,1,1,Pellet,LeftANDRight,1,7,0,6,0,2.94,215,nan
2/15/2025 4:42:20,1.17.0,baseline,8,3.83,nan,1,Left,LeftANDRight,2,7,0,6,0,nan,nan,15
