MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/18/2025 11:30:36,1.17.0,baseline,6,3.77,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,406
2/18/2025 11:33:33,1.17.0,baseline,6,3.77,nan,1,RightWithPellet,LeftANDRight,0,2,0,0,0,nan,nan,51
2/18/2025 22:06:45,1.17.0,baseline,6,3.76,nan,1,RightWithPellet,LeftANDRight,0,3,0,0,0,nan,nan,5
2/18/2025 22:26:33,1.17.0,baseline,6,3.76,nan,1,RightWithPellet,LeftANDRight,0,4,0,0,0,nan,nan,5
2/18/2025 22:26:34,1.17.0,baseline,6,3.75,nan,1,RightWithPellet,LeftANDRight,0,5,0,0,0,nan,nan,90
2/19/2025 1:29:29,1.17.0,baseline,6,3.75,nan,1,RightWithPellet,LeftANDRight,0,6,0,0,0,nan,nan,31
2/19/2025 1:55:44,1.17.0,baseline,6,3.76,nan,1,RightWithPellet,LeftANDRight,0,7,0,0,0,nan,nan,6
2/19/2025 2:11:59,1.17.0,baseline,6,3.75,nan,1,RightWithPellet,LeftANDRight,0,8,0,0,0,nan,nan,5
2/19/2025 3:09:27,1.17.0,baseline,6,3.75,nan,1,RightWithPellet,LeftANDRight,0,9,0,0,0,nan,nan,35
2/19/2025 3:14:32,1.17.0,baseline,6,3.75,nan,1,RightWithPellet,LeftANDRight,0,10,0,0,0,nan,nan,203
2/19/2025 3:29:16,1.17.0,baseline,6,3.75,nan,1,RightWithPellet,LeftANDRight,0,11,0,0,0,nan,nan,61
2/19/2025 4:57:35,1.17.0,baseline,6,3.75,nan,1,LeftWithPellet,LeftANDRight,1,11,0,0,0,nan,nan,84
2/19/2025 5:11:56,1.17.0,baseline,6,3.74,nan,1,RightWithPellet,LeftANDRight,1,12,0,0,0,nan,nan,12
2/19/2025 8:32:13,1.17.0,baseline,6,3.74,nan,1,RightWithPellet,LeftANDRight,1,13,0,0,0,nan,nan,36
2/19/2025 11:52:44,1.17.0,baseline,6,3.74,3,1,Pellet,LeftANDRight,1,13,0,1,0,Timed_out,nan,nan
2/19/2025 11:52:49,1.17.0,baseline,6,3.74,nan,1,Right,LeftANDRight,1,14,0,1,0,nan,nan,601
2/19/2025 11:53:06,1.17.0,baseline,6,3.74,4,1,Pellet,LeftANDRight,1,14,0,2,0,10.30,22,nan
2/19/2025 11:53:45,1.17.0,baseline,6,3.74,nan,1,Right,LeftANDRight,1,15,0,2,0,nan,nan,401
2/19/2025 11:54:13,1.17.0,baseline,6,3.74,11,1,Pellet,LeftANDRight,1,15,0,3,0,0.06,67,nan
