MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/15/2025 2:10:47,1.17.0,baseline,5,3.81,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,156
2/15/2025 5:02:12,1.17.0,baseline,5,3.80,nan,1,LeftWithPellet,LeftANDRight,1,1,0,0,0,nan,nan,109
2/15/2025 5:02:15,1.17.0,baseline,5,3.80,nan,1,LeftWithPellet,LeftANDRight,2,1,0,0,0,nan,nan,10
2/15/2025 5:02:36,1.17.0,baseline,5,3.81,nan,1,RightWithPellet,LeftANDRight,2,2,0,0,0,nan,nan,295
2/15/2025 5:03:09,1.17.0,baseline,5,3.80,nan,1,LeftWithPellet,LeftANDRight,3,2,0,0,0,nan,nan,10
2/15/2025 5:04:41,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,3,0,0,0,nan,nan,19
2/15/2025 5:13:34,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,4,0,0,0,nan,nan,194
2/15/2025 5:13:37,1.17.0,baseline,5,3.81,nan,1,RightWithPellet,LeftANDRight,3,5,0,0,0,nan,nan,643
2/15/2025 5:13:40,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,6,0,0,0,nan,nan,1794
2/15/2025 5:13:50,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,7,0,0,0,nan,nan,162
2/15/2025 5:13:51,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,8,0,0,0,nan,nan,193
2/15/2025 5:13:52,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,9,0,0,0,nan,nan,293
2/15/2025 5:13:54,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,10,0,0,0,nan,nan,239
2/15/2025 5:13:58,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,11,0,0,0,nan,nan,19
2/15/2025 5:14:03,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,12,0,0,0,nan,nan,7
2/15/2025 5:14:06,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,3,13,0,0,0,nan,nan,158
2/15/2025 5:22:33,1.17.0,baseline,5,3.80,nan,1,LeftWithPellet,LeftANDRight,4,13,0,0,0,nan,nan,33
2/15/2025 6:13:04,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,4,14,0,0,0,nan,nan,18
2/15/2025 6:14:07,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,4,15,0,0,0,nan,nan,1
2/15/2025 6:14:11,1.17.0,baseline,5,3.80,nan,1,RightWithPellet,LeftANDRight,4,16,0,0,0,nan,nan,60
