MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/18/2025 11:25:25,1.17.0,baseline,5,3.72,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,341
2/18/2025 12:07:05,1.17.0,baseline,5,3.73,nan,1,RightWithPellet,LeftANDRight,0,2,0,0,0,nan,nan,334
2/18/2025 15:26:09,1.17.0,baseline,5,3.72,nan,1,RightWithPellet,LeftANDRight,0,3,0,0,0,nan,nan,169
2/18/2025 20:39:34,1.17.0,baseline,5,3.71,nan,1,RightWithPellet,LeftANDRight,0,4,0,0,0,nan,nan,3
2/18/2025 21:27:37,1.17.0,baseline,5,3.70,nan,1,RightWithPellet,LeftANDRight,0,5,0,0,0,nan,nan,6
2/18/2025 22:58:40,1.17.0,baseline,5,3.70,nan,1,RightWithPellet,LeftANDRight,0,6,0,0,0,nan,nan,2
2/18/2025 23:45:21,1.17.0,baseline,5,3.70,nan,1,RightWithPellet,LeftANDRight,0,7,0,0,0,nan,nan,34
2/19/2025 0:43:16,1.17.0,baseline,5,3.70,nan,1,RightWithPellet,LeftANDRight,0,8,0,0,0,nan,nan,517
2/19/2025 1:30:01,1.17.0,baseline,5,3.69,nan,1,RightWithPellet,LeftANDRight,0,9,0,0,0,nan,nan,475
2/19/2025 1:30:03,1.17.0,baseline,5,3.69,nan,1,RightWithPellet,LeftANDRight,0,10,0,0,0,nan,nan,35
2/19/2025 2:13:39,1.17.0,baseline,5,3.69,nan,1,RightWithPellet,LeftANDRight,0,11,0,0,0,nan,nan,109
2/19/2025 2:55:27,1.17.0,baseline,5,3.69,nan,1,RightWithPellet,LeftANDRight,0,12,0,0,0,nan,nan,36
2/19/2025 11:47:07,1.17.0,baseline,5,3.67,2,1,Pellet,LeftANDRight,0,12,0,1,0,Timed_out,nan,nan
2/19/2025 11:47:11,1.17.0,baseline,5,3.67,nan,1,Right,LeftANDRight,0,13,0,1,0,nan,nan,1029
2/19/2025 11:47:18,1.17.0,baseline,5,3.66,3,1,Pellet,LeftANDRight,0,13,0,2,0,2.50,11,nan
2/19/2025 11:47:21,1.17.0,baseline,5,3.67,nan,1,Right,LeftANDRight,0,14,0,2,0,nan,nan,1015
2/19/2025 11:47:28,1.17.0,baseline,5,3.67,2,1,Pellet,LeftANDRight,0,14,0,3,0,4.53,10,nan
2/19/2025 11:47:35,1.17.0,baseline,5,3.67,nan,1,Right,LeftANDRight,0,15,0,3,0,nan,nan,614
2/19/2025 11:47:40,1.17.0,baseline,5,3.67,1,1,Pellet,LeftANDRight,0,15,0,4,0,3.73,12,nan
2/19/2025 11:47:43,1.17.0,baseline,5,3.67,nan,1,Right,LeftANDRight,0,16,0,4,0,nan,nan,339
2/19/2025 11:48:45,1.17.0,baseline,5,3.67,1,1,Pellet,LeftANDRight,0,16,0,5,0,Timed_out,65,nan
