z,y,x
290.54523,33.88798,297.03662
285.61356,33.942165,297.53745
291.96576,33.913002,299.06238
287.57605,33.989876,299.55963
290.47946,33.982967,299.61804
282.65045,33.958023,299.69266
210.65666,34.025272,299.75714
283.858,33.948486,300.85202
296.09344,33.86488,301.83234
303.99335,33.67042,302.0392
296.65097,33.950592,303.66104
297.64548,34.030876,306.10425
280.6807,33.994522,306.30692
285.19162,33.9773,306.62122
265.24454,33.97998,307.17932
3.5742521,34.739418,307.48413
286.31274,34.0161,308.63403
259.43784,33.763332,308.85983
285.4602,34.003876,308.84232
267.83646,33.997234,309.4844
269.13742,33.99908,310.12073
5.5860424,34.682053,310.63663
290.93768,34.129654,310.34558
286.3664,34.024693,310.65356
213.77315,33.709373,311.1711
261.0434,33.826443,311.70172
305.7602,33.85809,311.88098
259.90176,33.756996,313.4018
297.66586,34.12624,313.51868
288.15796,34.05422,313.82062
267.87772,33.99139,314.02524
289.44522,34.08928,314.3515
287.3253,34.026268,314.45355
283.9052,33.978683,314.75586
302.20844,33.987732,315.67343
293.93256,34.167507,315.6296
291.49564,34.13357,315.73376
16.88757,34.56091,316.32098
301.13724,33.996315,316.41815
287.93567,33.990963,317.24088
288.27515,33.97624,318.09583
285.84033,33.932922,318.09894
299.27588,33.925694,318.85208
262.93143,33.85985,318.89713
258.36667,33.603374,319.48752
293.57007,34.020668,320.42877
265.97684,33.90872,320.811
290.50146,33.90024,321.895
293.3242,33.920395,322.1463
261.47278,33.758923,322.32565
-6.7477036,34.530514,322.8751
-0.54412365,34.502644,323.60565
262.15372,33.78374,323.48618
262.05103,33.77782,323.59073
275.56366,33.798943,325.05008
299.9538,33.455242,326.01547
-14.188461,34.483433,326.4694
304.22882,33.330307,326.28003
267.00864,33.826237,326.70752
302.81857,33.372517,326.92935
300.85196,33.408085,327.25314
287.22327,33.472565,327.49677
264.04913,33.726456,328.75018
270.52014,33.734783,328.97418
261.50348,33.612083,329.92252
266.53183,33.651997,331.1904
257.9628,33.3218,333.14175
257.1865,33.27924,333.13284
240.82922,33.17916,333.67636
239.18407,33.244278,333.86993
259.6503,33.382065,334.21008
105.92498,33.548157,334.66467
280.16943,33.264202,336.4121
259.27536,33.30424,336.5253
259.6221,33.305084,337.05374
231.32613,33.030033,336.72333
294.40356,33.193016,337.03354
257.01666,33.15292,339.15744
284.74548,33.120487,340.03067
282.7725,33.13959,340.35757
263.5124,33.228546,341.8411
282.71655,33.08607,342.92227
263.64655,33.195763,343.0054
165.30693,33.21815,343.43842
283.72443,32.981495,348.7024
26.886095,32.911583,417.07745
71.96546,32.746353,420.07956
279.21326,33.505257,302.10602
182.19902,38.905792,-10.240842
243.99097,37.0229,96.36855
79.053185,35.872345,193.5251
300.37543,33.93778,246.75584
338.21732,33.61423,260.2281
238.05215,33.76017,287.78256
276.89108,33.55392,300.52155
298.64148,33.3084,302.77045
292.11014,33.535507,304.08817
284.76257,33.4338,304.81824
286.08737,33.453686,306.29575
284.6864,33.442566,306.08398
285.36633,33.453808,307.4548
276.15543,33.51858,307.57693
304.46698,33.358017,308.53506
298.72574,33.485584,308.1955
296.56506,33.5567,308.4169
287.21167,33.479023,308.3072
290.75583,33.5372,308.95444
281.43524,33.465668,309.04813
284.3259,33.45483,308.83014
287.7808,33.491066,309.47723
288.86142,33.50893,309.90652
274.754,33.477207,310.44394
301.5612,33.44272,310.657
287.06494,33.478153,310.74887
273.81378,33.466824,311.07733
301.665,33.459843,314.1591
299.4089,33.50211,314.68585
283.76956,33.41395,315.59116
275.64542,33.42732,315.99976
269.3829,33.424244,316.4472
281.85803,33.412148,316.65866
283.48132,33.400333,316.6687
280.70312,33.40807,317.40765
258.8783,33.154247,318.02
285.4811,33.360294,318.50058
278.94208,33.386154,319.00104
283.05472,33.320446,320.09262
292.0845,33.337124,322.20096
275.85815,33.33853,322.6651
274.9906,33.34156,322.87445
287.72345,33.216015,323.03
289.8856,33.212566,323.67407
292.19083,33.19615,324.23813
275.3739,33.277912,324.49216
263.6163,33.263977,325.0717
262.15375,33.209362,326.1346
270.38898,33.27296,326.5791
260.99356,33.154877,326.9931
284.6965,32.99106,327.67767
272.7853,33.21373,327.55832
264.12808,33.221817,327.4394
262.0977,33.174934,327.64532
261.46164,32.914875,335.46545
260.3023,32.84855,336.9362
282.72052,32.6583,341.10837
144.98428,32.273804,361.9435
176.77568,38.898567,-8.864257
111.512146,38.8553,5.0197077
129.78891,38.52631,22.075312
176.48341,38.341415,25.394747
255.69878,37.90978,38.269196
186.60599,37.68145,64.175766
227.9019,37.535618,66.03009
245.15335,37.26837,81.00769
-4.943843,37.87713,86.05133
-3.5391378,37.453964,112.14413
277.56766,36.554783,120.36108
86.62931,37.029865,122.15713
20.717287,37.048714,132.35866
54.276295,35.143696,244.7093
60.0047,35.029293,250.05472
210.87401,34.03574,262.23227
239.8433,34.082275,267.81296
287.50882,33.755577,276.3532
285.361,33.745743,278.98447
46.85932,34.56902,280.21857
240.75334,34.033142,281.19904
0.3879118,34.63273,284.4896
237.7759,33.730465,289.15778
283.01575,33.45479,295.30203
278.05014,33.517616,296.05566
275.86896,33.523983,296.16043
286.72568,33.44199,296.8688
280.67358,33.495785,296.6967
283.8202,33.45665,297.54242
287.70828,33.4533,297.82132
282.96912,33.461903,297.9743
280.3975,33.495476,298.18423
275.2877,33.546246,298.17184
284.08292,33.45198,299.56732
275.132,33.562298,299.76996
272.37244,33.559902,300.39526
210.53867,33.51357,301.53262
278.12564,33.531017,301.8958
280.73758,33.465992,302.5205
274.49695,33.5684,302.82303
295.83713,33.431976,302.9016
282.03513,33.441666,302.93417
294.2378,33.502922,303.3408
282.15842,33.439514,303.6691
274.22726,33.560627,304.40427
269.86914,33.53188,304.81802
285.5303,33.441143,305.45026
283.2671,33.43378,305.13565
277.26743,33.53223,305.14273
275.54825,33.549717,305.2495
287.88208,33.463066,305.45346
278.24948,33.51244,305.77444
288.74588,33.478256,305.77145
294.82364,33.565617,306.21518
269.1651,33.51386,305.9753
283.6071,33.43878,305.87326
279.00748,33.498135,306.089
273.7581,33.53272,306.40735
298.36935,33.47369,306.82166
286.95483,33.464603,306.7191
296.53458,33.542767,306.8379
276.6699,33.524822,306.83536
267.279,33.491417,306.82956
274.10468,33.52377,307.14572
288.25064,33.482403,307.1445
279.89444,33.482788,307.24976
270.06168,33.49773,307.4506
282.80414,33.45247,307.98245
287.959,33.48769,308.20438
241.57497,33.4168,308.30725
279.39114,33.4834,308.63345
299.28647,33.47102,308.61774
275.35233,33.49622,309.16806
282.07867,33.46146,309.0451
286.70413,33.476105,309.36597
242.3574,33.380585,309.3866
300.3148,33.45602,309.79254
276.32437,33.49024,309.59595
284.02,33.45531,309.46622
280.80383,33.468132,309.58142
260.04935,33.296593,309.79492
291.51935,33.55761,309.90207
283.28568,33.453274,310.10352
281.78702,33.460415,310.31897
285.43762,33.457615,310.21164
299.6848,33.48254,310.6453
292.70724,33.572376,310.9503
288.88507,33.50976,310.85913
284.05676,33.450794,310.84644
281.16406,33.458633,311.16458
268.7894,33.454273,311.3789
293.35968,33.574398,311.68857
280.10532,33.459003,311.69263
283.87222,33.4449,311.90112
269.5537,33.452515,311.80374
274.79678,33.458057,311.91974
262.55994,33.38106,311.99997
278.19305,33.459557,312.11887
264.98727,33.43841,312.1037
273.85178,33.451855,312.3399
268.19385,33.449497,312.74753
296.94272,33.54301,312.95505
269.91028,33.446724,312.86047
261.84613,33.34715,313.06012
-7.026458,34.18866,313.16727
286.3751,33.45468,312.96088
281.96957,33.442726,313.15274
278.53284,33.45314,312.9544
274.504,33.44709,312.8601
264.48566,33.427353,313.05023
291.69943,33.56288,313.2801
296.6478,33.544853,313.91354
283.94162,33.427216,314.20856
274.3253,33.435028,314.21558
300.37564,33.485744,314.47766
284.4778,33.428886,314.1065
283.29654,33.425922,314.31
278.47418,33.44149,314.6263
266.86597,33.44305,314.4251
266.2261,33.43937,314.42273
271.99524,33.43292,314.6472
240.72078,33.25362,314.48837
268.05008,33.441654,314.74844
291.01065,33.52983,315.07596
286.00543,33.43043,314.85678
277.53024,33.437584,315.0478
267.214,33.438385,315.2751
288.9993,33.478947,315.28763
282.89938,33.418003,315.4791
264.54816,33.412117,315.37573
263.59167,33.38868,315.37674
298.56528,33.507282,315.42834
304.5143,33.244244,316.49786
288.06107,33.44766,315.92917
285.50732,33.41027,315.9248
174.44685,33.4073,316.0221
265.64444,33.41937,316.33832
268.40796,33.43208,315.9156
280.45135,33.424297,316.3281
270.0157,33.42498,316.2344
266.70724,33.42971,316.1261
288.8301,33.446205,316.78723
278.73944,33.430126,316.3225
284.56815,33.396595,316.78174
262.5714,33.334953,316.86774
299.69547,33.44337,316.922
276.30478,33.4244,316.74414
268.97214,33.418827,316.98065
282.8458,33.39761,317.09705
265.98523,33.41365,316.98093
292.02023,33.51391,317.19702
286.28683,33.400074,317.00275
274.82434,33.421654,317.06244
287.36072,33.403984,317.43332
266.74033,33.415688,317.19592
259.28015,33.18131,317.1817
285.4526,33.382183,317.53864
275.36688,33.419994,317.38074
269.62146,33.413273,317.40524
293.5457,33.5096,318.04877
279.53534,33.41049,317.72336
294.8407,33.510414,317.9508
281.2432,33.4027,317.51926
274.09378,33.41911,317.59375
292.57526,33.503548,317.9408
282.21457,33.394394,317.63367
303.67432,33.18924,318.18173
298.8605,33.433624,317.76852
265.28308,33.384476,318.36737
261.00903,33.25217,317.8197
284.29593,33.365417,318.39264
297.2493,33.455906,318.28915
296.27576,33.472923,318.49417
290.88657,33.450497,318.5836
271.455,33.404102,318.6684
282.89737,33.366978,318.60342
269.96875,33.39815,318.68176
266.68396,33.38919,318.79843
268.9141,33.393005,318.9015
12.324176,34.00646,319.4655
274.79254,33.40311,319.48898
282.17712,33.345192,319.55878
296.97562,33.39771,319.77005
189.66173,33.340496,319.66693
305.379,33.017593,319.8343
280.8028,33.343197,319.9723
294.48636,33.440853,320.08246
279.733,33.354195,319.9613
270.10504,33.376648,320.3731
292.5772,33.393517,321.13647
271.07495,33.368664,321.3071
272.78934,33.37529,321.50006
292.9317,33.3625,321.78345
279.49982,33.297497,321.8511
296.39468,33.285175,322.01947
264.03763,33.31853,322.0242
263.19196,33.29518,322.2252
280.48038,33.2591,322.39117
272.5967,33.353348,322.55527
279.9603,33.256298,322.70496
265.24036,33.32613,322.86703
291.6995,33.27233,323.1612
293.85916,33.276917,323.08365
280.51865,33.207653,323.55563
264.20316,33.301075,323.59314
275.01846,33.311935,323.73553
299.1147,33.035187,324.1107
261.6664,33.218304,324.31915
258.22177,33.075687,324.74515
277.55695,33.218822,324.83517
284.7222,33.083344,325.22964
276.48154,33.234234,325.04242
260.94186,33.179504,325.1695
269.61722,33.2975,325.49884
275.85782,33.21421,325.7797
268.57513,33.296436,325.7156
264.17172,33.26218,325.71613
271.9785,33.273663,326.04483
274.2461,33.23698,326.07657
272.8524,33.25247,326.37695
267.55084,33.281994,326.36462
269.11343,33.28607,326.25336
263.24615,33.224323,326.6792
271.5735,33.257236,326.79846
259.9102,33.111397,327.10034
268.50836,33.268658,327.01376
283.3746,33.01346,327.14035
269.45132,33.267033,327.01355
267.4728,33.260548,327.23022
270.94955,33.24397,327.44693
260.69595,33.12273,327.96484
268.33258,33.239037,328.09378
269.37518,33.239483,327.9868
271.3957,33.217064,328.09573
266.5672,33.228836,328.1998
282.9877,32.969852,328.51126
270.12225,33.22372,328.3107
283.86337,32.958126,328.83228
259.19257,33.028603,329.0354
272.5009,33.155212,329.06006
270.8121,33.141994,330.01587
273.29657,33.052223,330.64365
269.36932,33.11502,331.06665
269.71045,33.069126,331.90396
288.17578,32.8538,332.47028
258.97375,32.90526,332.71747
288.19522,32.838524,333.0918
292.85406,32.82884,333.3612
238.11392,32.82876,333.85318
297.1822,32.7574,335.02722
262.4464,32.918873,335.88336
277.0729,32.826336,336.2084
279.5729,32.793976,336.62277
276.80316,32.7977,337.99765
177.11662,33.062916,338.56427
277.8145,32.75693,339.4658
276.7642,32.75232,340.31277
275.82373,32.744656,341.16028
274.10675,32.761353,341.16452
275.84564,32.72801,341.90192
232.02856,32.613895,346.31674
230.75432,33.177757,350.2477
230.22372,33.409374,352.66025
-8.879142,39.605835,-20.351313
73.687454,39.147705,-6.426606
4.917145,39.3391,-6.3474846
146.40846,38.771915,4.136269
150.16356,38.69794,8.032165
83.69775,38.85202,10.006039
141.87537,38.62315,14.050142
124.28631,38.62403,17.021896
226.88766,38.28869,19.960783
7.911296,38.55133,41.505795
149.26186,38.00342,50.83018
8.229103,38.3719,52.468204
232.32141,37.628044,59.589176
178.75887,37.65868,66.933266
176.95323,37.655132,67.46511
205.92201,37.49148,72.78095
227.62305,37.40123,74.91782
101.784874,37.73676,75.928604
234.8178,37.32284,79.51184
231.26648,37.283985,82.43949
226.83371,37.203674,88.18256
250.79027,37.09397,91.0873
273.86282,37.01388,92.33188
246.19304,36.982243,98.67885
247.14647,36.813747,109.32989
155.88646,36.99707,113.122215
188.78694,36.833626,117.40568
189.19302,36.787403,120.250755
242.47353,36.569675,125.35673
64.90816,36.961666,130.51262
12.874041,37.030743,135.10504
93.49736,36.52826,152.51044
95.05267,36.37267,161.7863
50.114716,36.341915,170.98352
250.60617,35.624485,187.3332
234.8606,35.93148,190.37802
280.222,34.669994,210.73474
294.8723,34.569355,211.3234
50.467014,35.36428,231.19936
33.991096,35.342293,235.2219
250.79955,34.49473,236.04463
246.02939,34.542694,239.06404
209.49713,34.36143,240.46388
18.650288,35.210667,245.67224
49.793797,35.13724,247.68593
38.025093,35.051735,252.5037
51.553726,34.997383,254.21458
255.88435,34.168392,255.21797
248.77406,34.25875,258.77112
134.1576,34.15432,261.61917
253.91281,34.11471,263.30307
253.51566,34.07813,265.359
272.9253,34.029602,265.689
254.75473,34.003666,267.67453
271.54434,33.961426,268.7794
40.44611,34.708527,273.1627
281.82822,33.82507,273.83963
279.81885,33.841034,273.8567
49.266975,34.657555,274.63287
280.41397,33.82698,275.67603
137.50377,33.818977,279.54117
239.82185,34.03807,279.90952
283.85925,33.716454,279.8463
240.51181,33.936756,283.09247
41.764183,34.503716,285.38754
241.28038,33.716618,290.08102
240.03358,33.71768,290.2966
263.19653,33.52831,290.38678
179.39447,33.799217,291.49802
276.65137,33.492054,292.36328
241.12463,33.676117,292.48288
278.413,33.487495,293.20175
276.33914,33.497723,293.10757
6.8617296,34.46453,293.65402
282.3303,33.442276,293.49805
276.46133,33.501125,293.74146
190.64876,33.78152,294.15268
279.95816,33.48329,294.25473
281.04178,33.46985,294.24994
282.02,33.457497,294.3506
177.653,33.75536,294.67807
240.86536,33.63268,294.93338
78.46099,34.24255,295.1482
280.19028,33.487648,294.88998
282.144,33.463276,295.0943
284.53543,33.440487,295.39597
286.16287,33.427288,295.48697
240.13506,33.61897,295.5767
238.21463,33.594517,296.21274
279.70114,33.508335,296.69452
282.52463,33.467724,297.44147
259.60434,33.391457,297.4433
207.71852,33.64288,297.62592
286.31522,33.462036,298.48767
49.21298,34.271763,298.76785
286.01596,33.464687,299.66586
274.3904,33.564472,300.0841
287.95752,33.490353,300.291
284.74753,33.44917,300.4118
287.00076,33.47942,300.61612
273.44214,33.565388,300.50284
10.185609,34.339336,300.8176
274.85934,33.569065,301.03925
273.36722,33.5688,301.34692
174.17754,33.63456,301.37814
269.75952,33.54557,301.4559
286.17526,33.45823,301.6698
277.15338,33.54845,301.89343
243.55548,33.526695,301.7722
