MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/15/2025 2:11:30,1.17.0,baseline,3,3.62,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,580
2/15/2025 5:47:09,1.17.0,baseline,3,3.61,nan,1,LeftWithPellet,LeftANDRight,1,1,0,0,0,nan,nan,34
2/15/2025 7:15:00,1.17.0,baseline,3,3.61,nan,1,RightWithPellet,LeftANDRight,1,2,0,0,0,nan,nan,192
2/15/2025 7:20:01,1.17.0,baseline,3,3.61,nan,1,RightWithPellet,LeftANDRight,1,3,0,0,0,nan,nan,84
2/15/2025 7:20:37,1.17.0,baseline,3,3.61,nan,1,RightWithPellet,LeftANDRight,1,4,0,0,0,nan,nan,79
2/15/2025 7:35:45,1.17.0,baseline,3,3.61,nan,1,RightWithPellet,LeftANDRight,1,5,0,0,0,nan,nan,12
2/15/2025 7:40:24,1.17.0,baseline,3,3.61,nan,1,RightWithPellet,LeftANDRight,1,6,0,0,0,nan,nan,43
2/15/2025 7:41:33,1.17.0,baseline,3,3.61,nan,1,RightWithPellet,LeftANDRight,1,7,0,0,0,nan,nan,760
2/15/2025 7:41:37,1.17.0,baseline,3,3.61,nan,1,RightWithPellet,LeftANDRight,1,8,0,0,0,nan,nan,160
2/15/2025 7:42:45,1.17.0,baseline,3,3.60,nan,1,RightWithPellet,LeftANDRight,1,9,0,0,0,nan,nan,168
2/15/2025 7:43:33,1.17.0,baseline,3,3.62,nan,1,RightWithPellet,LeftANDRight,1,10,0,0,0,nan,nan,2
2/15/2025 7:45:17,1.17.0,baseline,3,3.62,nan,1,RightWithPellet,LeftANDRight,1,11,0,0,0,nan,nan,108
2/15/2025 7:45:19,1.17.0,baseline,3,3.61,nan,1,RightWithPellet,LeftANDRight,1,12,0,0,0,nan,nan,3
2/15/2025 7:51:29,1.17.0,baseline,3,3.61,nan,1,RightWithPellet,LeftANDRight,1,13,0,0,0,nan,nan,59
