MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
5/10/2005 1:03:16,1.17.0,baseline,3,3.81,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,401
5/10/2005 1:03:22,1.17.0,baseline,3,3.80,3,1,Pellet,LeftANDRight,0,1,0,1,0,0.06,nan,nan
5/10/2005 3:39:19,1.17.0,baseline,3,3.80,nan,1,Left,LeftANDRight,1,1,0,1,0,nan,nan,743
5/10/2005 3:39:23,1.17.0,baseline,3,3.80,nan,1,LeftWithPellet,LeftANDRight,2,1,0,1,0,nan,nan,20
5/10/2005 3:39:25,1.17.0,baseline,3,3.80,2,1,Pellet,LeftANDRight,2,1,0,2,0,1.90,9363,nan
5/10/2005 3:40:11,1.17.0,baseline,3,3.80,nan,1,Right,LeftANDRight,2,2,0,2,0,nan,nan,5
5/10/2005 3:40:13,1.17.0,baseline,3,3.80,1,1,Pellet,LeftANDRight,2,2,0,3,0,0.06,48,nan
5/10/2005 3:41:06,1.17.0,baseline,3,3.80,nan,1,Left,LeftANDRight,3,2,0,3,0,nan,nan,27
5/10/2005 3:41:11,1.17.0,baseline,3,3.80,1,1,Pellet,LeftANDRight,3,2,0,4,0,3.06,58,nan
5/10/2005 3:42:01,1.17.0,baseline,3,3.80,nan,1,Right,LeftANDRight,3,3,0,4,0,nan,nan,250
5/10/2005 3:42:10,1.17.0,baseline,3,3.80,1,1,Pellet,LeftANDRight,3,3,0,5,0,6.93,59,nan
5/10/2005 3:42:59,1.17.0,baseline,3,3.80,nan,1,Left,LeftANDRight,4,3,0,5,0,nan,nan,833
5/10/2005 3:43:14,1.17.0,baseline,3,3.80,1,1,Pellet,LeftANDRight,4,3,0,6,0,13.81,64,nan
5/10/2005 3:43:29,1.17.0,baseline,3,3.80,nan,1,Left,LeftANDRight,5,3,0,6,0,nan,nan,944
5/10/2005 3:43:38,1.17.0,baseline,3,3.80,1,1,Pellet,LeftANDRight,5,3,0,7,0,7.91,24,nan
5/10/2005 4:23:21,1.17.0,baseline,3,3.80,nan,1,Right,LeftANDRight,5,4,0,7,0,nan,nan,86
5/10/2005 4:23:25,1.17.0,baseline,3,3.80,1,1,Pellet,LeftANDRight,5,4,0,8,0,1.71,2387,nan
5/10/2005 4:37:15,1.17.0,baseline,3,3.80,nan,1,Left,LeftANDRight,6,4,0,8,0,nan,nan,168
5/10/2005 4:37:19,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,6,4,0,9,0,1.95,834,nan
5/10/2005 4:54:19,1.17.0,baseline,3,3.79,nan,1,Right,LeftANDRight,6,5,0,9,0,nan,nan,147
5/10/2005 4:54:22,1.17.0,baseline,3,3.80,1,1,Pellet,LeftANDRight,6,5,0,10,0,1.28,1023,nan
5/10/2005 5:10:32,1.17.0,baseline,3,3.80,nan,1,Right,LeftANDRight,6,6,0,10,0,nan,nan,242
5/10/2005 5:10:37,1.17.0,baseline,3,3.80,1,1,Pellet,LeftANDRight,6,6,0,11,0,3.24,975,nan
5/10/2005 5:10:54,1.17.0,baseline,3,3.80,nan,1,Right,LeftANDRight,6,7,0,11,0,nan,nan,86
5/10/2005 5:10:56,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,6,7,0,12,0,0.12,19,nan
5/10/2005 5:11:10,1.17.0,baseline,3,3.80,nan,1,Right,LeftANDRight,6,8,0,12,0,nan,nan,102
5/10/2005 5:11:15,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,6,8,0,13,0,2.87,19,nan
5/10/2005 5:21:14,1.17.0,baseline,3,3.80,nan,1,Left,LeftANDRight,7,8,0,13,0,nan,nan,65
5/10/2005 5:21:17,1.17.0,baseline,3,3.80,1,1,Pellet,LeftANDRight,7,8,0,14,0,1.03,602,nan
5/10/2005 5:22:03,1.17.0,baseline,3,3.80,nan,1,Right,LeftANDRight,7,9,0,14,0,nan,nan,450
5/10/2005 5:22:08,1.17.0,baseline,3,3.80,2,1,Pellet,LeftANDRight,7,9,0,15,0,1.59,51,nan
5/10/2005 5:31:29,1.17.0,baseline,3,3.80,nan,1,Left,LeftANDRight,8,9,0,15,0,nan,nan,20
5/10/2005 5:31:33,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,8,9,0,16,0,1.59,565,nan
5/10/2005 5:46:23,1.17.0,baseline,3,3.79,nan,1,Left,LeftANDRight,9,9,0,16,0,nan,nan,106
5/10/2005 5:46:27,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,9,9,0,17,0,2.38,894,nan
5/10/2005 6:05:52,1.17.0,baseline,3,3.80,nan,1,Right,LeftANDRight,9,10,0,17,0,nan,nan,199
5/10/2005 6:05:54,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,9,10,0,18,0,0.06,1167,nan
5/10/2005 6:16:19,1.17.0,baseline,3,3.80,nan,1,Right,LeftANDRight,9,11,0,18,0,nan,nan,102
5/10/2005 6:16:20,1.17.0,baseline,3,3.79,nan,1,RightinTimeout,LeftANDRight,9,12,0,18,0,nan,nan,0
5/10/2005 6:16:20,1.17.0,baseline,3,3.80,nan,1,RightinTimeout,LeftANDRight,9,12,0,18,0,nan,nan,295
5/10/2005 6:16:22,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,9,12,0,19,0,1.03,628,nan
5/10/2005 6:16:40,1.17.0,baseline,3,3.79,nan,1,Right,LeftANDRight,9,13,0,19,0,nan,nan,277
5/10/2005 6:16:44,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,9,13,0,20,0,2.32,22,nan
5/10/2005 6:21:27,1.17.0,baseline,3,3.79,nan,1,Left,LeftANDRight,10,13,0,20,0,nan,nan,22
5/10/2005 6:21:36,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,10,13,0,21,0,7.18,292,nan
5/10/2005 6:21:51,1.17.0,baseline,3,3.79,nan,1,Left,LeftANDRight,11,13,0,21,0,nan,nan,372
5/10/2005 6:21:56,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,11,13,0,22,0,3.37,20,nan
5/10/2005 6:28:08,1.17.0,baseline,3,3.79,nan,1,Left,LeftANDRight,12,13,0,22,0,nan,nan,0
5/10/2005 6:28:13,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,12,13,0,23,0,2.63,377,nan
5/10/2005 6:28:40,1.17.0,baseline,3,3.79,nan,1,Right,LeftANDRight,12,14,0,23,0,nan,nan,45
5/10/2005 6:28:40,1.17.0,baseline,3,3.79,nan,1,RightinTimeout,LeftANDRight,12,15,0,23,0,nan,nan,0
5/10/2005 6:28:41,1.17.0,baseline,3,3.79,nan,1,RightDuringDispense,LeftANDRight,12,16,0,23,0,nan,nan,8
5/10/2005 6:28:51,1.17.0,baseline,3,3.79,2,1,Pellet,LeftANDRight,12,16,0,24,0,7.43,38,nan
5/10/2005 6:29:17,1.17.0,baseline,3,3.79,nan,1,Right,LeftANDRight,12,17,0,24,0,nan,nan,220
5/10/2005 6:29:21,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,12,17,0,25,0,2.08,30,nan
5/10/2005 7:08:40,1.17.0,baseline,3,3.78,nan,1,Left,LeftANDRight,13,17,0,25,0,nan,nan,441
5/10/2005 7:08:42,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,13,17,0,26,0,0.06,2361,nan
5/10/2005 7:09:29,1.17.0,baseline,3,3.79,nan,1,Left,LeftANDRight,14,17,0,26,0,nan,nan,643
5/10/2005 7:09:33,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,14,17,0,27,0,2.38,51,nan
5/10/2005 7:09:49,1.17.0,baseline,3,3.79,nan,1,Left,LeftANDRight,15,17,0,27,0,nan,nan,86
5/10/2005 7:09:52,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,15,17,0,28,0,1.28,19,nan
5/10/2005 7:10:11,1.17.0,baseline,3,3.78,nan,1,Right,LeftANDRight,15,18,0,28,0,nan,nan,159
5/10/2005 7:10:15,1.17.0,baseline,3,3.78,nan,1,RightWithPellet,LeftANDRight,15,19,0,28,0,nan,nan,430
5/10/2005 7:10:17,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,15,19,0,29,0,3.60,25,nan
5/10/2005 7:36:29,1.17.0,baseline,3,3.79,nan,1,Right,LeftANDRight,15,20,0,29,0,nan,nan,324
5/10/2005 7:36:33,1.17.0,baseline,3,3.79,1,1,Pellet,LeftANDRight,15,20,0,30,0,2.08,1576,nan
5/10/2005 7:38:53,1.17.0,baseline,3,3.78,nan,1,Left,LeftANDRight,16,20,0,30,0,nan,nan,78
