MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2/15/2025 2:10:35,1.17.0,baseline,6,3.85,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,458
2/15/2025 2:15:16,1.17.0,baseline,6,3.85,nan,1,RightWithPellet,LeftANDRight,0,2,0,0,0,nan,nan,18
2/15/2025 5:23:17,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,1,2,0,0,0,nan,nan,0
2/15/2025 5:26:04,1.17.0,baseline,6,3.85,nan,1,LeftWithPellet,LeftANDRight,2,2,0,0,0,nan,nan,12
2/15/2025 5:26:35,1.17.0,baseline,6,3.85,nan,1,LeftWithPellet,LeftANDRight,3,2,0,0,0,nan,nan,4
2/15/2025 5:41:47,1.17.0,baseline,6,3.85,nan,1,LeftWithPellet,LeftANDRight,4,2,0,0,0,nan,nan,40
2/15/2025 6:09:55,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,4,3,0,0,0,nan,nan,223
2/15/2025 6:46:39,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,5,3,0,0,0,nan,nan,1318
2/15/2025 7:25:25,1.17.0,baseline,6,3.85,nan,1,RightWithPellet,LeftANDRight,5,4,0,0,0,nan,nan,7
2/15/2025 8:14:57,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,5,5,0,0,0,nan,nan,48
2/15/2025 8:18:59,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,5,6,0,0,0,nan,nan,182
2/15/2025 9:03:03,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,5,7,0,0,0,nan,nan,71
2/15/2025 9:03:16,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,5,8,0,0,0,nan,nan,54
2/15/2025 9:03:26,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,5,9,0,0,0,nan,nan,46
2/15/2025 9:12:16,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,6,9,0,0,0,nan,nan,757
2/15/2025 9:12:19,1.17.0,baseline,6,3.85,nan,1,LeftWithPellet,LeftANDRight,7,9,0,0,0,nan,nan,58
2/15/2025 9:13:46,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,7,10,0,0,0,nan,nan,130
2/15/2025 10:12:30,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,8,10,0,0,0,nan,nan,36
2/15/2025 10:19:16,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,9,10,0,0,0,nan,nan,261
2/15/2025 10:44:24,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,10,10,0,0,0,nan,nan,2
2/15/2025 11:09:52,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,10,11,0,0,0,nan,nan,417
2/15/2025 11:09:59,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,10,12,0,0,0,nan,nan,68
2/15/2025 11:10:00,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,10,13,0,0,0,nan,nan,455
2/15/2025 12:05:34,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,11,13,0,0,0,nan,nan,72
2/15/2025 12:08:24,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,11,14,0,0,0,nan,nan,509
2/15/2025 12:11:02,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,12,14,0,0,0,nan,nan,25
2/15/2025 12:11:08,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,13,14,0,0,0,nan,nan,48
2/15/2025 12:11:10,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,14,14,0,0,0,nan,nan,4
2/15/2025 12:58:56,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,14,15,0,0,0,nan,nan,49
2/15/2025 13:31:29,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,14,16,0,0,0,nan,nan,32
2/15/2025 13:38:47,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,14,17,0,0,0,nan,nan,28
2/15/2025 13:38:48,1.17.0,baseline,6,3.83,nan,1,RightWithPellet,LeftANDRight,14,18,0,0,0,nan,nan,266
2/15/2025 13:40:43,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,15,18,0,0,0,nan,nan,1
2/15/2025 13:45:18,1.17.0,baseline,6,3.83,nan,1,RightWithPellet,LeftANDRight,15,19,0,0,0,nan,nan,104
2/15/2025 13:45:27,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,16,19,0,0,0,nan,nan,62
2/15/2025 13:45:44,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,17,19,0,0,0,nan,nan,296
2/15/2025 13:47:30,1.17.0,baseline,6,3.84,nan,1,RightWithPellet,LeftANDRight,17,20,0,0,0,nan,nan,5
2/15/2025 14:36:14,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,18,20,0,0,0,nan,nan,0
2/15/2025 14:37:13,1.17.0,baseline,6,3.84,nan,1,LeftWithPellet,LeftANDRight,19,20,0,0,0,nan,nan,3
2/15/2025 14:37:27,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,20,20,0,0,0,nan,nan,187
2/15/2025 14:38:40,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,21,20,0,0,0,nan,nan,18
2/15/2025 14:40:37,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,22,20,0,0,0,nan,nan,3
2/15/2025 18:23:08,1.17.0,baseline,6,3.82,nan,1,LeftWithPellet,LeftANDRight,23,20,0,0,0,nan,nan,8
2/15/2025 18:23:11,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,24,20,0,0,0,nan,nan,26
2/15/2025 18:23:16,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,25,20,0,0,0,nan,nan,11
2/15/2025 18:23:34,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,26,20,0,0,0,nan,nan,95
2/15/2025 18:23:37,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,27,20,0,0,0,nan,nan,35
2/15/2025 22:16:44,1.17.0,baseline,6,3.83,nan,1,RightWithPellet,LeftANDRight,27,21,0,0,0,nan,nan,146
2/15/2025 22:20:29,1.17.0,baseline,6,3.83,nan,1,LeftWithPellet,LeftANDRight,28,21,0,0,0,nan,nan,1
2/16/2025 0:47:57,1.17.0,baseline,6,3.82,nan,1,LeftWithPellet,LeftANDRight,29,21,0,0,0,nan,nan,741
2/16/2025 0:47:58,1.17.0,baseline,6,3.82,nan,1,LeftWithPellet,LeftANDRight,30,21,0,0,0,nan,nan,49
