MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Delay
3/11/2025 0:40:04,1.17.0,uncertainty,1,3.97,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,240,nan
3/11/2025 0:40:06,1.17.0,uncertainty,1,3.97,2,1,Pellet,LeftANDRight,0,1,0,1,0,0.73,nan,nan,0
3/11/2025 0:40:14,1.17.0,uncertainty,1,3.97,nan,1,Right,LeftANDRight,0,2,0,1,0,nan,nan,106,nan
3/11/2025 0:40:15,1.17.0,uncertainty,1,3.97,1,1,Pellet,LeftANDRight,0,2,0,2,0,0.30,10,nan,0
3/11/2025 0:41:47,1.17.0,uncertainty,1,3.97,nan,1,Left,LeftANDRight,1,2,0,2,0,nan,nan,18,nan
3/11/2025 0:41:53,1.17.0,uncertainty,1,3.97,1,1,Pellet,LeftANDRight,1,2,0,3,0,5.14,98,nan,0
3/11/2025 0:47:37,1.17.0,uncertainty,1,3.96,nan,1,Right,LeftANDRight,1,3,0,3,0,nan,nan,71,nan
3/11/2025 0:47:43,1.17.0,uncertainty,1,3.96,1,1,Pellet,LeftANDRight,1,3,0,4,0,2.44,350,nan,3
3/11/2025 0:49:14,1.17.0,uncertainty,1,3.97,nan,1,Right,LeftANDRight,1,4,0,4,0,nan,nan,66,nan
3/11/2025 0:49:42,1.17.0,uncertainty,1,3.96,1,1,Pellet,LeftANDRight,1,4,0,5,0,4.09,119,nan,23
