MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Delay
2/25/2025 15:25:45,1.17.0,uncertainty,1,4.11,nan,1,Right,LeftANDRight,0,1,0,0,0,nan,nan,391,nan
2/25/2025 15:26:41,1.17.0,uncertainty,1,4.11,1,1,Pellet,LeftANDRight,0,1,0,1,0,0.54,nan,nan,54
2/25/2025 15:28:02,1.17.0,uncertainty,1,4.11,nan,1,Left,LeftANDRight,1,1,0,1,0,nan,nan,99,nan
2/25/2025 15:28:17,1.17.0,uncertainty,1,4.11,nan,1,RightDuringDispense,LeftANDRight,1,2,0,1,0,nan,nan,378,nan
2/25/2025 15:28:21,1.17.0,uncertainty,1,4.11,2,1,Pellet,LeftANDRight,1,2,0,2,0,0.24,100,nan,15
2/25/2025 15:30:21,1.17.0,uncertainty,1,4.11,nan,1,Right,LeftANDRight,1,3,0,2,0,nan,nan,209,nan
2/25/2025 15:30:22,1.17.0,uncertainty,1,4.11,2,1,Pellet,LeftANDRight,1,3,0,3,0,0.42,121,nan,0
2/25/2025 15:30:31,1.17.0,uncertainty,1,4.11,nan,1,Right,LeftANDRight,1,4,0,3,0,nan,nan,38,nan
2/25/2025 15:30:34,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,1,5,0,3,0,nan,nan,0,nan
2/25/2025 15:30:37,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,1,6,0,3,0,nan,nan,0,nan
2/25/2025 15:30:38,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,1,6,0,3,0,nan,nan,299,nan
2/25/2025 15:30:40,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,1,7,0,3,0,nan,nan,0,nan
2/25/2025 15:31:05,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,1,8,0,3,0,nan,nan,0,nan
2/25/2025 15:32:15,1.17.0,uncertainty,1,4.11,1,1,Pellet,LeftANDRight,1,8,0,4,0,0.12,113,nan,103
2/25/2025 16:56:40,1.17.0,uncertainty,1,4.11,nan,1,Left,LeftANDRight,2,8,0,4,0,nan,nan,831,nan
2/25/2025 16:56:42,1.17.0,uncertainty,1,4.11,1,1,Pellet,LeftANDRight,2,8,0,5,0,1.28,5067,nan,0
2/25/2025 16:56:52,1.17.0,uncertainty,1,4.11,nan,1,Right,LeftANDRight,2,9,0,5,0,nan,nan,272,nan
2/25/2025 16:56:53,1.17.0,uncertainty,1,4.11,1,1,Pellet,LeftANDRight,2,9,0,6,0,0.54,11,nan,0
2/25/2025 16:57:02,1.17.0,uncertainty,1,4.11,nan,1,Right,LeftANDRight,2,10,0,6,0,nan,nan,79,nan
2/25/2025 16:57:09,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,11,0,6,0,nan,nan,0,nan
2/25/2025 16:57:11,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,12,0,6,0,nan,nan,0,nan
2/25/2025 16:57:41,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,13,0,6,0,nan,nan,0,nan
2/25/2025 16:57:41,1.17.0,uncertainty,1,4.10,nan,1,RightinTimeout,LeftANDRight,2,13,0,6,0,nan,nan,299,nan
2/25/2025 16:57:43,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,14,0,6,0,nan,nan,0,nan
2/25/2025 16:57:44,1.17.0,uncertainty,1,4.10,nan,1,RightinTimeout,LeftANDRight,2,14,0,6,0,nan,nan,302,nan
2/25/2025 16:57:44,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,14,0,6,0,nan,nan,601,nan
2/25/2025 16:57:45,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,15,0,6,0,nan,nan,0,nan
2/25/2025 16:57:47,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,16,0,6,0,nan,nan,0,nan
2/25/2025 16:58:14,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,17,0,6,0,nan,nan,0,nan
2/25/2025 16:58:16,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,18,0,6,0,nan,nan,0,nan
2/25/2025 16:58:18,1.17.0,uncertainty,1,4.10,nan,1,RightinTimeout,LeftANDRight,2,19,0,6,0,nan,nan,0,nan
2/25/2025 16:58:18,1.17.0,uncertainty,1,4.11,nan,1,RightinTimeout,LeftANDRight,2,19,0,6,0,nan,nan,299,nan
