MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Failed_Retrieval_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Delay
3/12/2025 8:37:22,1.17.0,uncertainty,5,3.82,nan,1,Left,LeftANDRight,1,0,0,0,0,nan,nan,395,nan
3/12/2025 8:37:26,1.17.0,uncertainty,5,3.83,1,1,Pellet,LeftANDRight,1,0,0,1,0,3.49,nan,nan,0
3/12/2025 8:37:29,1.17.0,uncertainty,5,3.83,nan,1,Right,LeftANDRight,1,1,0,1,0,nan,nan,372,nan
3/12/2025 8:38:10,1.17.0,uncertainty,5,3.82,nan,1,RightWithPellet,LeftANDRight,1,2,0,1,0,nan,nan,37,nan
3/12/2025 8:39:33,1.17.0,uncertainty,5,3.83,nan,1,RightWithPellet,LeftANDRight,1,3,0,1,0,nan,nan,181,nan
3/12/2025 8:39:34,1.17.0,uncertainty,5,3.82,1,1,Pellet,LeftANDRight,1,3,0,2,0,124.05,128,nan,0
3/12/2025 8:40:37,1.17.0,uncertainty,5,3.82,nan,1,Right,LeftANDRight,1,4,0,2,0,nan,nan,115,nan
3/12/2025 8:40:37,1.17.0,uncertainty,5,3.82,nan,1,RightinTimeout,LeftANDRight,1,5,0,2,0,nan,nan,0,nan
3/12/2025 8:40:38,1.17.0,uncertainty,5,3.82,nan,1,RightinTimeout,LeftANDRight,1,5,0,2,0,nan,nan,302,nan
3/12/2025 8:40:40,1.17.0,uncertainty,5,3.83,1,1,Pellet,LeftANDRight,1,5,0,3,0,0.55,66,nan,2
3/12/2025 8:57:51,1.17.0,uncertainty,5,3.83,nan,1,Right,LeftANDRight,1,6,0,3,0,nan,nan,321,nan
3/12/2025 8:57:54,1.17.0,uncertainty,5,3.83,1,1,Pellet,LeftANDRight,1,6,0,4,0,0.55,1034,nan,2
3/12/2025 8:58:39,1.17.0,uncertainty,5,3.82,nan,1,Left,LeftANDRight,2,6,0,4,0,nan,nan,222,nan
3/12/2025 8:58:41,1.17.0,uncertainty,5,3.83,1,1,Pellet,LeftANDRight,2,6,0,5,0,0.79,47,nan,1
