MICE_ID_RAR_GROUPED,MICE_ID_RAR_INDIVIDUAL,ID_MICE,RACK,LOCATION,COHORT,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,DAILY_FOOD_INTAKE_G,DAILY_FOOD_INTAKE_KCAL,BODY_WEIGHT_G,DATE,AIM,COMMENTS,FAT,LEAN,FREE_WATER,TOTAL_WATER,NEW_FOOD_END_SESSION_G,RESEARCH_DIET_FORMULA,LOT_FOOD,COMMENT_TWO,COMMENT_THREE,DATE_EUTHANASIA
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,16.5,8.5,17,10.91,3,11.6,NA,5/31/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,13.66,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,13.5,5.5,12.87,8.41,2.2,10.5,NA,5/31/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,13.5,5.5,19.43,15,2.2,8.5,NA,5/31/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,13.31,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,17,9,14.35,7.75,2.2,10.4,NA,6/3/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,17.7,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,17,9,11,5.02,2,9.4,NA,6/3/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,16.4,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,17,9,11.58,4.28,2.4,11.5,NA,6/3/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,21.83,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,17,9,10.31,2.22,2.7,10.3,NA,6/3/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,21.04,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,17,9,11.11,2.37,2.9,11.1,NA,6/3/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,25.75,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,17,9,13.66,4.75,3,11.3,NA,6/3/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,25.04,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,14,6,11,4.82,2.1,9.7,NA,6/3/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,18.55,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,14,6,13.31,5.03,2.8,10.5,NA,6/3/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,23.77,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,17.3,9.3,17.7,12.14,2.8,13.1,29.38,6/5/24,CLARITY,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,17.3,9.3,16.4,11.34,2.5,12,27.17,6/5/24,CLARITY,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,17.3,9.3,21.83,16.77,2.5,12,30.24,6/5/24,CLARITY,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,17.3,9.3,21.04,15.93,2.6,9.8,24.55,6/5/24,CLARITY,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,17.3,9.3,25.75,21.44,2.2,8.2,26.28,6/5/24,CLARITY,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,17.3,9.3,25.04,18.83,3.1,11.9,29.84,6/5/24,CLARITY,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,14.3,6.3,18.55,13.3,2.6,12.4,26.64,6/5/24,CLARITY,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,14.3,6.3,23.77,20.26,1.8,6.7,25.46,6/5/24,CLARITY,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,17.5,9.5,12.14,9.01,1.6,7.4,NA,6/7/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14.48,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,17.5,9.5,11.34,8.26,1.5,7.3,NA,6/7/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14.42,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,17.5,9.5,16.77,14.68,1,4.9,NA,6/7/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,16.82,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,17.5,9.5,15.93,11.16,2.4,9.1,NA,6/7/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14.41,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,17.5,9.5,21.44,14.99,3.2,12.3,NA,6/7/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,17.33,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,17.5,9.5,18.83,15.09,1.9,7.1,NA,6/7/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.67,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,14.5,6.5,13.3,10.63,1.3,6.3,NA,6/7/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.28,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,14.5,6.5,20.26,15.65,2.3,8.8,NA,6/7/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,17.24,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,18,10,14.48,8.68,1.9,9.1,NA,6/10/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.45,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,18,10,14.42,8.07,2.1,10,NA,6/10/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,12.37,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,18,10,16.82,11.37,1.8,8.6,NA,6/10/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.12,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,18,10,14.41,6.67,2.6,9.9,NA,6/10/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.04,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,18,10,17.33,9.51,2.6,10,NA,6/10/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,16.47,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,18,10,15.67,8.13,2.5,9.6,NA,6/10/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,15,7,15.28,8.56,2.2,10.6,NA,6/10/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,13.48,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,15,7,17.24,9.92,2.4,9.3,NA,6/10/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14.69,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,18.3,10.3,11.45,7.24,2.1,10,28.77,6/12/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,18.3,10.3,12.37,7.27,2.6,12.1,27.09,6/12/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,18.3,10.3,11.12,6.54,2.3,10.8,28.65,6/12/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,18.3,10.3,15.04,10.39,2.3,8.9,24.6,6/12/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,18.3,10.3,16.47,12.06,2.2,8.4,25.9,6/12/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,18.3,10.3,14,8.99,2.5,9.6,29.39,6/12/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,15.3,7.3,13.48,9.81,1.8,8.7,26.18,6/12/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,15.3,7.3,14.69,9.15,2.8,10.6,25.48,6/12/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,18.5,10.5,7.24,4.16,1.5,7.3,NA,6/14/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.34,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,18.5,10.5,7.27,4.28,1.5,7.1,NA,6/14/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.03,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,18.5,10.5,6.54,1.81,2.4,11.2,NA,6/14/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,10.81,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,18.5,10.5,10.39,4.61,2.9,11,NA,6/14/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.61,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,18.5,10.5,12.06,5.72,3.2,12.1,NA,6/14/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,12.81,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,18.5,10.5,8.99,4.01,2.5,9.5,NA,6/14/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.32,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,15.5,7.5,9.81,6.04,1.9,8.9,NA,6/14/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,12.32,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,15.5,7.5,9.15,3.02,3.1,11.7,NA,6/14/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,12.6,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,19,11,11.34,4.27,2.4,11.1,NA,6/17/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14.7,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,19,11,11.03,4.93,2,9.6,NA,6/17/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14.64,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,19,11,10.81,2.97,2.6,12.4,NA,6/17/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,16.22,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,19,11,11.61,3.23,2.8,10.7,NA,6/17/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.44,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,19,11,12.81,5.3,2.5,9.6,NA,6/17/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,13.25,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,19,11,11.32,3.33,2.7,10.2,NA,6/17/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.27,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,16,8,12.32,5.93,2.1,10.1,NA,6/17/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,13.49,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,16,8,12.6,3.92,2.9,11.1,NA,6/17/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,16.42,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,19.3,11.3,14.7,10.06,2.3,11,28.84,6/19/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,19.3,11.3,14.64,10.42,2.1,10,26.08,6/19/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,19.3,11.3,16.22,11.13,2.5,12,30.6,6/19/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,19.3,11.3,15.44,9.67,2.9,11,25.76,6/19/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,19.3,11.3,13.25,7.73,2.8,10.5,26.66,6/19/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,19.3,11.3,15.27,8.86,3.2,12.2,30.25,6/19/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,16.3,8.3,13.49,9.18,2.2,10.2,26.66,6/19/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,16.3,8.3,16.42,10.71,2.9,10.9,26.6,6/19/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,19.5,11.5,10.06,6.63,1.7,8.1,NA,6/21/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,6.73,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,19.5,11.5,10.42,6.99,1.7,8.1,NA,6/21/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,7.24,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,19.5,11.5,11.13,8.06,1.5,7.3,NA,6/21/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,7.42,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,19.5,11.5,9.67,3.78,2.9,11.2,NA,6/21/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,9.14,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,19.5,11.5,7.73,2.18,2.8,10.6,NA,6/21/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,9.39,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,19.5,11.5,8.86,3.01,2.9,11.2,NA,6/21/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,9.42,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,16.5,8.5,9.18,5.31,1.9,9.2,NA,6/21/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,7.78,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,16.5,8.5,10.71,6.72,2,7.6,NA,6/21/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,7.59,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,20,12,6.73,1.44,1.8,8.3,NA,6/24/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.32,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,20,12,7.24,1.52,1.9,9,NA,6/24/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,10.96,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,20,12,7.42,1.46,2,9.4,NA,6/24/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.25,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,20,12,9.14,2.34,2.3,8.7,NA,6/24/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.89,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,20,12,9.39,2.39,2.3,8.9,NA,6/24/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.8,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,20,12,9.42,0.88,2.8,10.9,NA,6/24/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.62,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,17,9,7.78,2.11,1.9,8.9,NA,6/24/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.52,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,17,9,7.59,0,2.5,9.7,NA,6/24/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,16.92,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,20.3,12.3,11.32,6.65,2.3,11,28.58,6/26/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,20.3,12.3,10.96,6.27,2.3,11.1,26.08,6/26/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,20.3,12.3,11.25,6.31,2.5,11.7,30.35,6/26/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,20.3,12.3,15.89,10.54,2.7,10.2,25.25,6/26/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,20.3,12.3,15.8,10.07,2.9,10.9,26.89,6/26/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,20.3,12.3,15.62,9.98,2.8,10.8,30.74,6/26/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,17.3,9.3,11.52,6.87,2.3,11,27.65,6/26/24,CLARITY,NA,NA,NA,NA,NA,NA,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,17.3,9.3,16.92,10.61,3.2,12.1,26.14,6/26/24,CLARITY,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,20.5,12.5,6.65,3.38,1.6,7.7,NA,6/28/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,12.06,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,20.5,12.5,6.27,1.83,2.2,10.5,NA,6/28/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,13.75,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,20.5,12.5,6.31,2.76,1.8,8.4,NA,6/28/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,10.71,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,20.5,12.5,10.54,5.58,2.5,9.5,NA,6/28/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,12.78,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,20.5,12.5,10.07,4.8,2.6,10.1,NA,6/28/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14.57,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,20.5,12.5,9.98,3.8,3.1,11.8,NA,6/28/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.94,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,17.5,9.5,6.87,2.18,2.3,11.1,NA,6/28/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,13.58,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,17.5,9.5,10.61,5.34,2.6,10.1,NA,6/28/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,12.12,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,21,13,12.06,6.19,2,9.3,NA,7/1/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.06,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,21,13,13.75,8.02,1.9,9,NA,7/1/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14.64,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,21,13,10.71,3.43,2.4,11.5,NA,7/1/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,14.82,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,21,13,12.78,4.89,2.6,10,NA,7/1/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.27,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444021,4021,6A,I5,1,2/6/24,M,LFD,21,13,14.57,6.31,2.8,10.5,NA,7/1/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,16.96,D12450Hi,24031808i ,,,8/30/24
2421352001,B00002444022,4022,6A,J5,1,2/6/24,M,LFD,21,13,11.94,1.95,3.3,12.7,NA,7/1/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,20.76,D12450Hi,24031808i ,,,8/30/24
2427321001,B00002447858,7858,6A,L5,1,2/27/24,M,HFD,18,10,13.58,7.1,2.2,10.2,NA,7/1/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,15.33,D12451i,24030401i,OXA_ANTIBODY_TITRATION,,8/30/24
2427321001,B00002447859,7859,6A,K5,1,2/27/24,M,LFD,18,10,12.12,6.07,2,7.7,NA,7/1/24,CLARITY,FOOD_REPLACEMENT,NA,NA,NA,NA,11.8,D12450Hi,24031808i ,OXA_ANTIBODY_TITRATION,,8/30/24
2421352002,B00002444017,4017,6A,L4,1,2/6/24,M,HFD,21.2,13.2,NA,NA,NA,0,30.4,7/2/24,CLARITY,ECHO_MRI_MEASUREMENT,7.35,23.79,0.04,18.61,NA,D12451i,24030401i,,,8/30/24
2421352002,B00002444018,4018,6A,M4,1,2/6/24,M,HFD,21.2,13.2,NA,NA,NA,0,26.7,7/2/24,CLARITY,ECHO_MRI_MEASUREMENT,5.98,21.44,0,16.76,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444019,4019,6A,N4,1,2/6/24,M,HFD,21.2,13.2,NA,NA,NA,0,30,7/2/24,CLARITY,ECHO_MRI_MEASUREMENT,6.95,24.03,0,18.61,NA,D12451i,24030401i,,,8/30/24
2421352001,B00002444020,4020,6A,H5,1,2/6/24,M,LFD,21.2,13.2,NA,NA,NA,NA,25.4,7/2/24,CLARITY,ECHO_MRI_MEASUREMENT,3.12,23.44,0,17.93,NA,D12450Hi,24031808i ,,,8/30/24
